Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.NCBI.Classified,Taxonomy.NCBI.no rank 0,Taxonomy.NCBI.no rank 1,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.phylum,Taxonomy.NCBI.class,Taxonomy.NCBI.order,Taxonomy.NCBI.family,Taxonomy.NCBI.genus,Taxonomy.NCBI.unknown 0,Taxonomy.NCBI.unknown 1,Taxonomy.NCBI.unknown 2,Taxonomy.NCBI.no rank 2,Taxonomy.NCBI.no rank 3,Taxonomy.NCBI.no rank 4,Taxonomy.NCBI.tribe,Taxonomy.NCBI.species group,Taxonomy.NCBI.species subgroup,Taxonomy.NCBI.subgenus,Taxonomy.NCBI.subphylum,Taxonomy.NCBI.no rank 5,Taxonomy.NCBI.unknown 3,Taxonomy.NCBI.subclass,Taxonomy.NCBI.suborder
Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),CP000488,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7738,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,,,Candidatus Ruthia,Candidatus Ruthia magnifica,,,unclassified Gammaproteobacteria,sulfur-oxidizing symbionts,Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),,,,,,,,,
Paracoccus denitrificans PD1222,CP000489,74,30,44,No,0,tRNA,0,(()()()),((()()())),--,No,CRW,--,CRW_t_B_7739,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,Paracoccus <bacteria>,Paracoccus denitrificans,,Paracoccus denitrificans PD1222,,,,,,,,,,,
Chlorobium phaeobacteroides DSM 266,CP000492,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7740,--,Yes,root,cellular organisms,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium phaeobacteroides,,,FCB group,Bacteroidetes/Chlorobi group,Chlorobium/Pelodictyon group,,,,,,Chlorobium phaeobacteroides DSM 266,,,
Shewanella sp. W3-18-1,CP000503,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7742,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. W3-18-1,,,,,,,,,,,,,,
Shewanella sp. W3-18-1,CP000503,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7743,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. W3-18-1,,,,,,,,,,,,,,
Shewanella amazonensis SB2B,CP000507,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7744,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella amazonensis,,,Shewanella amazonensis SB2B,,,,,,,,,,,
Shewanella amazonensis SB2B,CP000507,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7745,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella amazonensis,,,Shewanella amazonensis SB2B,,,,,,,,,,,
Nocardioides sp. JS614,CP000509,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7746,--,Yes,root,cellular organisms,Bacteria,,,Propionibacteriales,Nocardioidaceae,Nocardioides,Actinobacteria <phylum>,Actinobacteria <class>,Nocardioides sp. JS614,Terrabacteria group,,,,,,,,,,,
Psychromonas ingrahamii 37,CP000510,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7747,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas ingrahamii,,,Psychromonas ingrahamii 37,,,,,,,,,,,
Mycobacterium sp. KMS,CP000518,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7750,--,Yes,root,cellular organisms,Bacteria,,,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Actinobacteria <phylum>,Actinobacteria <class>,Mycobacterium sp. KMS,Terrabacteria group,,,,,,,,,,,
Bartonella bacilliformis KC583,CP000524,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7752,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella bacilliformis,,,Bartonella bacilliformis KC583,,,,,,,,,,,
Bartonella bacilliformis KC583,CP000524,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7753,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella bacilliformis,,,Bartonella bacilliformis KC583,,,,,,,,,,,
Burkholderia mallei SAVP1,CP000525,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7754,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,,,Burkholderia mallei SAVP1,,,,pseudomallei group,,,,,,,
Burkholderia mallei SAVP1,CP000526,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7755,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,,,Burkholderia mallei SAVP1,,,,pseudomallei group,,,,,,,
Polaromonas naphthalenivorans CJ2,CP000529,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7757,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas naphthalenivorans,,,Polaromonas naphthalenivorans CJ2,,,,,,,,,,,
Polaromonas naphthalenivorans CJ2,CP000529,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7758,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas naphthalenivorans,,,Polaromonas naphthalenivorans CJ2,,,,,,,,,,,
Acidovorax sp. JS42,CP000539,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7759,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. JS42,,,,,,,,,,,,,,
Halorhodospira halophila SL1,CP000544,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7761,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Halorhodospira,Halorhodospira halophila,,,Halorhodospira halophila SL1,,,,,,,,,,,
Burkholderia mallei NCTC 10229,CP000545,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7762,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,,,Burkholderia mallei NCTC 10229,,,,pseudomallei group,,,,,,,
Burkholderia mallei NCTC 10229,CP000546,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7763,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei,,,Burkholderia mallei NCTC 10229,,,,pseudomallei group,,,,,,,
Corynebacterium jeikeium K411,CR931997,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7798,--,Yes,root,cellular organisms,Bacteria,,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacterium jeikeium,Terrabacteria group,Corynebacterium jeikeium K411,,,,,,,,,,
Pseudoalteromonas haloplanktis TAC125,CR954246,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7802,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas haloplanktis,,,Pseudoalteromonas haloplanktis TAC125,,,,,,,,,,,
Pseudoalteromonas haloplanktis TAC125,CR954246,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7803,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas haloplanktis,,,Pseudoalteromonas haloplanktis TAC125,,,,,,,,,,,
Gramella forsetii KT0803,CU207366,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_7808,--,Yes,root,cellular organisms,Bacteria,,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,Bacteroidetes <phylum>,Gramella forsetii,,FCB group,Bacteroidetes/Chlorobi group,Gramella forsetii KT0803,,,,,,,,,
Escherichia coli,K00179,74,30,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_7916,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,,,,,,,,,,,,,
Escherichia coli,L18934,74,30,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_7917,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,,,,,,,,,,,,,
Streptomyces lividans,X52072,74,30,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_7954,--,Yes,root,cellular organisms,Bacteria,,,Streptomycetales,Streptomycetaceae,Streptomyces,Actinobacteria <phylum>,Actinobacteria <class>,Streptomyces lividans,Terrabacteria group,,,,,,,,,,,
Escherichia coli,X52789,74,30,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_7955,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,,,,,,,,,,,,,
Bacillus subtilis subsp. subtilis str. 168,Z99108,74,30,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_7988,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus <bacterium>,Bacillus subtilis,Bacillus subtilis subsp. subtilis,Terrabacteria group,Bacillus subtilis subsp. subtilis str. 168,,,Bacillus subtilis group,,,,,,,
Aquifex aeolicus VF5,AE000657,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8061,--,Yes,root,cellular organisms,Bacteria,,,Aquificales,Aquificaceae,Aquifex,Aquificae <phylum>,Aquificae <class>,Aquifex aeolicus,Aquifex aeolicus VF5,,,,,,,,,,,
Chlamydia trachomatis D/UW-3/CX,AE001273,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8064,--,Yes,root,cellular organisms,Bacteria,,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydiae <phylum>,Chlamydia trachomatis,,PVC group,Chlamydia/Chlamydophila group,Chlamydia trachomatis D/UW-3/CX,,,,,,,,,
Xylella fastidiosa 9a5c,AE003849,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8071,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,Xylella fastidiosa,,,Xylella fastidiosa 9a5c,,,,,,,,,,,
Xylella fastidiosa Temecula1,AE009442,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8114,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,Xylella fastidiosa,,,Xylella fastidiosa Temecula1,,,,,,,,,,,
Clostridium tetani E88,AE015927,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8191,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium tetani,,,Terrabacteria group,Clostridium tetani E88,,,,,,,,,,
Clostridium tetani E88,AE015927,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8192,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium tetani,,,Terrabacteria group,Clostridium tetani E88,,,,,,,,,,
Staphylococcus epidermidis ATCC 12228,AE015929,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8194,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,,,Terrabacteria group,Staphylococcus epidermidis ATCC 12228,,,,,,,,,,
Chromobacterium violaceum ATCC 12472,AE016825,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8212,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,Chromobacterium violaceum,,,Chromobacterium group,Chromobacterium violaceum ATCC 12472,,,,,,,,,,
Chromobacterium violaceum ATCC 12472,AE016825,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8213,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,Chromobacterium violaceum,,,Chromobacterium group,Chromobacterium violaceum ATCC 12472,,,,,,,,,,
Chromobacterium violaceum ATCC 12472,AE016825,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8214,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,Chromobacterium violaceum,,,Chromobacterium group,Chromobacterium violaceum ATCC 12472,,,,,,,,,,
Bacillus cereus ATCC 14579,AE016877,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8228,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus <bacterium>,Bacillus cereus,,Terrabacteria group,Bacillus cereus ATCC 14579,,,Bacillus cereus group,,,,,,,
Bacillus cereus ATCC 14579,AE016877,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8229,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus <bacterium>,Bacillus cereus,,Terrabacteria group,Bacillus cereus ATCC 14579,,,Bacillus cereus group,,,,,,,
Bacillus cereus ATCC 14579,AE016877,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8234,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus <bacterium>,Bacillus cereus,,Terrabacteria group,Bacillus cereus ATCC 14579,,,Bacillus cereus group,,,,,,,
Geobacter sulfurreducens PCA,AE017180,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8250,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter sulfurreducens,,,Geobacter sulfurreducens PCA,,,,,,,delta/epsilon subdivisions,,,,
Bacillus cereus ATCC 10987,AE017194,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8252,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus <bacterium>,Bacillus cereus,,Terrabacteria group,Bacillus cereus ATCC 10987,,,Bacillus cereus group,,,,,,,
Bacillus cereus ATCC 10987,AE017194,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8255,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus <bacterium>,Bacillus cereus,,Terrabacteria group,Bacillus cereus ATCC 10987,,,Bacillus cereus group,,,,,,,
Bacillus cereus ATCC 10987,AE017194,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8256,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus <bacterium>,Bacillus cereus,,Terrabacteria group,Bacillus cereus ATCC 10987,,,Bacillus cereus group,,,,,,,
Rickettsia typhi str. Wilmington,AE017197,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8258,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia typhi,,,Rickettsia typhi str. Wilmington,,,Rickettsieae,typhus group,,,,,,,
Thermus thermophilus HB27,AE017221,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8268,--,Yes,root,cellular organisms,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus thermophilus,,,Terrabacteria group,Thermus thermophilus HB27,,,,,,,,,,
Thermus thermophilus HB27,AE017221,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8269,--,Yes,root,cellular organisms,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus thermophilus,,,Terrabacteria group,Thermus thermophilus HB27,,,,,,,,,,
Bacillus anthracis str. Sterne,AE017225,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8274,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus <bacterium>,Bacillus anthracis,,Terrabacteria group,Bacillus anthracis str. Sterne,,,Bacillus cereus group,,,,,,,
Bacillus anthracis str. Sterne,AE017225,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8275,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus <bacterium>,Bacillus anthracis,,Terrabacteria group,Bacillus anthracis str. Sterne,,,Bacillus cereus group,,,,,,,
Bacillus anthracis str. Sterne,AE017225,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8276,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus <bacterium>,Bacillus anthracis,,Terrabacteria group,Bacillus anthracis str. Sterne,,,Bacillus cereus group,,,,,,,
Bacillus anthracis str. Sterne,AE017225,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8277,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus <bacterium>,Bacillus anthracis,,Terrabacteria group,Bacillus anthracis str. Sterne,,,Bacillus cereus group,,,,,,,
Bacillus anthracis str. 'Ames Ancestor',AE017334,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8306,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus <bacterium>,Bacillus anthracis,,Terrabacteria group,Bacillus anthracis str. 'Ames Ancestor',,,Bacillus cereus group,,,,,,,
Bacillus anthracis str. 'Ames Ancestor',AE017334,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8311,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus <bacterium>,Bacillus anthracis,,Terrabacteria group,Bacillus anthracis str. 'Ames Ancestor',,,Bacillus cereus group,,,,,,,
Bacillus anthracis str. 'Ames Ancestor',AE017334,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8312,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus <bacterium>,Bacillus anthracis,,Terrabacteria group,Bacillus anthracis str. 'Ames Ancestor',,,Bacillus cereus group,,,,,,,
Salmonella enterica,AF045563,75,33,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8353,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica,,,,,,,,,,,,,
Streptococcus pneumoniae,AF161700,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8377,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,,,Terrabacteria group,,,,,,,,,,,
Streptococcus pneumoniae,AF161701,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8378,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,,,Terrabacteria group,,,,,,,,,,,
Erwinia amylovora,AF449652,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8429,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia amylovora,,,,,,,,,,,,,,
Erwinia amylovora,AF449655,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8431,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia amylovora,,,,,,,,,,,,,,
Erwinia amylovora,AF449658,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8433,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia amylovora,,,,,,,,,,,,,,
Erwinia amylovora,AF449661,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8435,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia amylovora,,,,,,,,,,,,,,
Erwinia amylovora,AF449673,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8443,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia amylovora,,,,,,,,,,,,,,
Erwinia amylovora,AF449677,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8446,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia amylovora,,,,,,,,,,,,,,
Erwinia amylovora,AF449682,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8449,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia amylovora,,,,,,,,,,,,,,
Erwinia amylovora,AJ010485,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8473,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia amylovora,,,,,,,,,,,,,,
Xanthomonas campestris pv. vesicatoria str. 85-10,AM039952,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8584,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas euvesicatoria,,,Xanthomonas campestris pv. vesicatoria str. 85-10,,,,,,,,,,,
Rhizobium leguminosarum bv. viciae 3841,AM236080,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8645,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum,,,Rhizobium/Agrobacterium group,Rhizobium leguminosarum bv. viciae,Rhizobium leguminosarum bv. viciae 3841,,,,,,,,,
Rhizobium leguminosarum bv. viciae 3841,AM236080,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8646,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum,,,Rhizobium/Agrobacterium group,Rhizobium leguminosarum bv. viciae,Rhizobium leguminosarum bv. viciae 3841,,,,,,,,,
Helicobacter acinonychis str. Sheeba,AM260522,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8648,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter acinonychis,,,Helicobacter acinonychis str. Sheeba,,,,,,,delta/epsilon subdivisions,,,,
Bacillus clausii KSM-K16,AP006627,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8673,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,Bacillus <bacterium>,Bacillus clausii,,Terrabacteria group,Bacillus clausii KSM-K16,,,,,,,,,,
Staphylococcus haemolyticus JCSC1435,AP006716,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8681,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus haemolyticus,,,Terrabacteria group,Staphylococcus haemolyticus JCSC1435,,,,,,,,,,
Staphylococcus haemolyticus JCSC1435,AP006716,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8682,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus haemolyticus,,,Terrabacteria group,Staphylococcus haemolyticus JCSC1435,,,,,,,,,,
Thermus thermophilus HB8,AP008226,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8749,--,Yes,root,cellular organisms,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus thermophilus,,,Terrabacteria group,Thermus thermophilus HB8,,,,,,,,,,
Thermus thermophilus HB8,AP008226,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_8750,--,Yes,root,cellular organisms,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus thermophilus,,,Terrabacteria group,Thermus thermophilus HB8,,,,,,,,,,
