Organism name,Length,Benchmark ID,Taxonomy.ENA.superkingdom,Taxonomy.ENA.phylum,Taxonomy.ENA.order,Taxonomy.ENA.class
Streptococcus pyogenes SSI-1,73,CRW_t_B_29946,Bacteria,Firmicutes,Lactobacillales,Bacilli
Bacillus subtilis,73,CRW_t_B_29954,Bacteria,Firmicutes,Bacillales,Bacilli
Corynebacterium diphtheriae,73,CRW_t_B_29967,Bacteria,Actinobacteria,Corynebacteriales,
Candidatus Blochmannia floridanus,73,CRW_t_B_29968,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Rhodopirellula baltica SH 1,73,CRW_t_B_29972,Bacteria,Planctomycetes,Planctomycetales,Planctomycetia
Staphylococcus aureus subsp. aureus MRSA252,73,CRW_t_B_29975,Bacteria,Firmicutes,Bacillales,Bacilli
Staphylococcus aureus subsp. aureus MRSA252,73,CRW_t_B_29976,Bacteria,Firmicutes,Bacillales,Bacilli
Staphylococcus aureus subsp. aureus MSSA476,73,CRW_t_B_29977,Bacteria,Firmicutes,Bacillales,Bacilli
Staphylococcus aureus subsp. aureus MSSA476,73,CRW_t_B_29978,Bacteria,Firmicutes,Bacillales,Bacilli
Candidatus Protochlamydia amoebophila UWE25,73,CRW_t_B_29992,Bacteria,Chlamydiae,Parachlamydiales,
Streptococcus pyogenes MGAS10394,73,CRW_t_B_30006,Bacteria,Firmicutes,Lactobacillales,Bacilli
Streptococcus pyogenes MGAS10394,73,CRW_t_B_30007,Bacteria,Firmicutes,Lactobacillales,Bacilli
Candidatus Blochmannia pennsylvanicus str. BPEN,73,CRW_t_B_30012,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Anaplasma marginale str. St. Maries,71,CRW_t_B_30025,Bacteria,Proteobacteria,Rickettsiales,Alphaproteobacteria
Lactobacillus acidophilus NCFM,73,CRW_t_B_30028,Bacteria,Firmicutes,Lactobacillales,Bacilli
Staphylococcus aureus subsp. aureus COL,73,CRW_t_B_30035,Bacteria,Firmicutes,Bacillales,Bacilli
Staphylococcus aureus subsp. aureus COL,73,CRW_t_B_30036,Bacteria,Firmicutes,Bacillales,Bacilli
Chlamydia trachomatis A/HAR-13,73,CRW_t_B_30038,Bacteria,Chlamydiae,Chlamydiales,
Thermobifida fusca YX,73,CRW_t_B_30053,Bacteria,Actinobacteria,Streptosporangiales,
Pelodictyon luteolum DSM 273,73,CRW_t_B_30058,Bacteria,Chlorobi,Chlorobiales,Chlorobia
Ehrlichia canis str. Jake,73,CRW_t_B_30062,Bacteria,Proteobacteria,Rickettsiales,Alphaproteobacteria
Myxococcus xanthus DK 1622,73,CRW_t_B_30067,Bacteria,Proteobacteria,Myxococcales,Deltaproteobacteria
Streptococcus agalactiae A909,73,CRW_t_B_30068,Bacteria,Firmicutes,Lactobacillales,Bacilli
Streptococcus agalactiae A909,73,CRW_t_B_30069,Bacteria,Firmicutes,Lactobacillales,Bacilli
Streptococcus agalactiae A909,73,CRW_t_B_30070,Bacteria,Firmicutes,Lactobacillales,Bacilli
Erythrobacter litoralis HTCC2594,73,CRW_t_B_30086,Bacteria,Proteobacteria,Sphingomonadales,Alphaproteobacteria
Ehrlichia chaffeensis str. Arkansas,73,CRW_t_B_30095,Bacteria,Proteobacteria,Rickettsiales,Alphaproteobacteria
Neorickettsia sennetsu str. Miyayama,73,CRW_t_B_30096,Bacteria,Proteobacteria,Rickettsiales,Alphaproteobacteria
Baumannia cicadellinicola str. Hc (Homalodisca coagulata),73,CRW_t_B_30097,Bacteria,Proteobacteria,,Gammaproteobacteria
Synechococcus sp. JA-3-3Ab,73,CRW_t_B_30098,Bacteria,Cyanobacteria,Synechococcales,
Synechococcus sp. JA-2-3B'a(2-13),73,CRW_t_B_30099,Bacteria,Cyanobacteria,Synechococcales,
Escherichia coli UTI89,73,CRW_t_B_30101,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Escherichia coli UTI89,73,CRW_t_B_30102,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Anaeromyxobacter dehalogenans 2CP-C,73,CRW_t_B_30112,Bacteria,Proteobacteria,Myxococcales,Deltaproteobacteria
Staphylococcus aureus subsp. aureus NCTC 8325,73,CRW_t_B_30114,Bacteria,Firmicutes,Bacillales,Bacilli
Staphylococcus aureus subsp. aureus NCTC 8325,73,CRW_t_B_30115,Bacteria,Firmicutes,Bacillales,Bacilli
Staphylococcus aureus subsp. aureus USA300,73,CRW_t_B_30117,Bacteria,Firmicutes,Bacillales,Bacilli
Staphylococcus aureus subsp. aureus USA300,73,CRW_t_B_30118,Bacteria,Firmicutes,Bacillales,Bacilli
Streptococcus pyogenes MGAS10270,73,CRW_t_B_30121,Bacteria,Firmicutes,Lactobacillales,Bacilli
Streptococcus pyogenes MGAS10270,73,CRW_t_B_30122,Bacteria,Firmicutes,Lactobacillales,Bacilli
Rubrobacter xylanophilus DSM 9941,73,CRW_t_B_30165,Bacteria,Actinobacteria,Rubrobacterales,Rubrobacteria
Trichodesmium erythraeum IMS101,73,CRW_t_B_30168,Bacteria,Cyanobacteria,Oscillatoriales,
Streptococcus pneumoniae D39,73,CRW_t_B_30172,Bacteria,Firmicutes,Lactobacillales,Bacilli
Streptococcus pneumoniae D39,73,CRW_t_B_30173,Bacteria,Firmicutes,Lactobacillales,Bacilli
Lactobacillus brevis ATCC 367,73,CRW_t_B_30181,Bacteria,Firmicutes,Lactobacillales,Bacilli
Lactobacillus brevis ATCC 367,73,CRW_t_B_30182,Bacteria,Firmicutes,Lactobacillales,Bacilli
Streptococcus thermophilus LMD-9,73,CRW_t_B_30183,Bacteria,Firmicutes,Lactobacillales,Bacilli
Streptococcus thermophilus LMD-9,73,CRW_t_B_30184,Bacteria,Firmicutes,Lactobacillales,Bacilli
Pediococcus pentosaceus ATCC 25745,73,CRW_t_B_30185,Bacteria,Firmicutes,Lactobacillales,Bacilli
Pediococcus pentosaceus ATCC 25745,73,CRW_t_B_30186,Bacteria,Firmicutes,Lactobacillales,Bacilli
Lactococcus lactis subsp. cremoris SK11,73,CRW_t_B_30189,Bacteria,Firmicutes,Lactobacillales,Bacilli
Lactococcus lactis subsp. cremoris SK11,73,CRW_t_B_30190,Bacteria,Firmicutes,Lactobacillales,Bacilli
Synechococcus sp. CC9311,73,CRW_t_B_30192,Bacteria,Cyanobacteria,Synechococcales,
Pseudomonas aeruginosa UCBPP-PA14,73,CRW_t_B_30195,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Desulfotalea psychrophila LSv54,73,CRW_t_B_30301,Bacteria,Proteobacteria,Desulfobacterales,Deltaproteobacteria
Desulfotalea psychrophila LSv54,73,CRW_t_B_30302,Bacteria,Proteobacteria,Desulfobacterales,Deltaproteobacteria
Bacteroides fragilis NCTC 9343,73,CRW_t_B_30306,Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia
Bacteroides fragilis NCTC 9343,73,CRW_t_B_30307,Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia
Ehrlichia ruminantium str. Welgevonden,73,CRW_t_B_30310,Bacteria,Proteobacteria,Rickettsiales,Alphaproteobacteria
Corynebacterium jeikeium K411,73,CRW_t_B_30314,Bacteria,Actinobacteria,Corynebacteriales,
Lactobacillus sakei subsp. sakei 23K,73,CRW_t_B_30316,Bacteria,Firmicutes,Lactobacillales,Bacilli
Lactobacillus sakei subsp. sakei 23K,73,CRW_t_B_30317,Bacteria,Firmicutes,Lactobacillales,Bacilli
Candidatus Kuenenia stuttgartiensis,73,CRW_t_B_30325,Bacteria,Planctomycetes,Candidatus Brocadiales,Planctomycetia
Lactococcus lactis,73,CRW_t_B_31362,Bacteria,Firmicutes,Lactobacillales,Bacilli
Treponema pallidum subsp. pallidum str. Nichols,73,CRW_t_B_31474,Bacteria,Spirochaetes,Spirochaetales,
Aquifex aeolicus VF5,73,CRW_t_B_31475,Bacteria,Aquificae,Aquificales,
Aquifex aeolicus VF5,73,CRW_t_B_31476,Bacteria,Aquificae,Aquificales,
Aquifex aeolicus VF5,73,CRW_t_B_31477,Bacteria,Aquificae,Aquificales,
Clostridium acetobutylicum ATCC 824,73,CRW_t_B_31484,Bacteria,Firmicutes,Clostridiales,Clostridia
Clostridium acetobutylicum ATCC 824,73,CRW_t_B_31485,Bacteria,Firmicutes,Clostridiales,Clostridia
Clostridium acetobutylicum ATCC 824,73,CRW_t_B_31486,Bacteria,Firmicutes,Clostridiales,Clostridia
Leptospira interrogans serovar Lai str. 56601,72,CRW_t_B_31549,Bacteria,Spirochaetes,Leptospirales,
Leptospira interrogans serovar Lai str. 56601,72,CRW_t_B_31550,Bacteria,Spirochaetes,Leptospirales,
Treponema denticola ATCC 35405,73,CRW_t_B_31654,Bacteria,Spirochaetes,Spirochaetales,
Treponema denticola ATCC 35405,72,CRW_t_B_31655,Bacteria,Spirochaetes,Spirochaetales,
Lactobacillus sakei,73,CRW_t_B_31723,Bacteria,Firmicutes,Lactobacillales,Bacilli
Bacteroides fragilis YCH46,73,CRW_t_B_31852,Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia
Pelodictyon luteolum DSM 273,73,CRW_t_B_32165,Bacteria,Chlorobi,Chlorobiales,Chlorobia
Pelodictyon luteolum DSM 273,73,CRW_t_B_32167,Bacteria,Chlorobi,Chlorobiales,Chlorobia
Chlorobium phaeobacteroides DSM 266,73,CRW_t_B_32467,Bacteria,Chlorobi,Chlorobiales,Chlorobia
Nocardioides sp. JS614,73,CRW_t_B_32478,Bacteria,Actinobacteria,Propionibacteriales,
Bacteroides fragilis NCTC 9343,73,CRW_t_B_32549,Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia
Lactobacillus delbrueckii,73,CRW_t_B_32783,Bacteria,Firmicutes,Lactobacillales,Bacilli
Finegoldia magna ATCC 29328,72,CRW_t_B_32837,Bacteria,Firmicutes,Tissierellales,Tissierellia
Helicobacter pylori 26695,73,CRW_t_B_32856,Bacteria,Proteobacteria,Campylobacterales,Epsilonproteobacteria
Thermotoga maritima MSB8,73,CRW_t_B_32857,Bacteria,Thermotogae,Thermotogales,
Deinococcus radiodurans R1,73,CRW_t_B_32858,Bacteria,Deinococcus-Thermus,Deinococcales,Deinococci
Treponema pallidum subsp. pallidum str. Nichols,73,CRW_t_B_32859,Bacteria,Spirochaetes,Spirochaetales,
Aquifex aeolicus VF5,73,CRW_t_B_32860,Bacteria,Aquificae,Aquificales,
Chlamydia trachomatis D/UW-3/CX,73,CRW_t_B_32862,Bacteria,Chlamydiae,Chlamydiales,
Clostridium acetobutylicum ATCC 824,73,CRW_t_B_32864,Bacteria,Firmicutes,Clostridiales,Clostridia
Streptococcus pneumoniae TIGR4,71,CRW_t_B_32873,Bacteria,Firmicutes,Lactobacillales,Bacilli
Streptococcus pneumoniae R6,71,CRW_t_B_32878,Bacteria,Firmicutes,Lactobacillales,Bacilli
Rickettsia conorii str. Malish 7,73,CRW_t_B_32879,Bacteria,Proteobacteria,Rickettsiales,Alphaproteobacteria
Leptospira interrogans serovar Lai str. 56601,71,CRW_t_B_32888,Bacteria,Spirochaetes,Leptospirales,
Streptococcus mutans UA159,71,CRW_t_B_32909,Bacteria,Firmicutes,Lactobacillales,Bacilli
Tropheryma whipplei str. Twist,73,CRW_t_B_32910,Bacteria,Actinobacteria,Micrococcales,
Streptococcus agalactiae 2603V/R,71,CRW_t_B_32911,Bacteria,Firmicutes,Lactobacillales,Bacilli
Streptococcus agalactiae 2603V/R,71,CRW_t_B_32912,Bacteria,Firmicutes,Lactobacillales,Bacilli
Buchnera aphidicola str. Bp (Baizongia pistaciae),73,CRW_t_B_32928,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Enterococcus faecalis V583,72,CRW_t_B_32932,Bacteria,Firmicutes,Lactobacillales,Bacilli
Enterococcus faecalis V583,72,CRW_t_B_32933,Bacteria,Firmicutes,Lactobacillales,Bacilli
Bacillus cereus ATCC 14579,71,CRW_t_B_32936,Bacteria,Firmicutes,Bacillales,Bacilli
Helicobacter hepaticus ATCC 51449,73,CRW_t_B_32940,Bacteria,Proteobacteria,Campylobacterales,Epsilonproteobacteria
Bacillus cereus ATCC 10987,71,CRW_t_B_32946,Bacteria,Firmicutes,Bacillales,Bacilli
Wolbachia endosymbiont of Drosophila melanogaster,73,CRW_t_B_32947,Bacteria,Proteobacteria,Rickettsiales,Alphaproteobacteria
Treponema denticola ATCC 35405,73,CRW_t_B_32955,Bacteria,Spirochaetes,Spirochaetales,
Wolbachia endosymbiont strain TRS of Brugia malayi,73,CRW_t_B_32969,Bacteria,Proteobacteria,Rickettsiales,Alphaproteobacteria
Bacillus anthracis str. 'Ames Ancestor',71,CRW_t_B_32974,Bacteria,Firmicutes,Bacillales,Bacilli
Corynebacterium glutamicum,73,CRW_t_B_32986,Bacteria,Actinobacteria,Corynebacteriales,
Lactobacillus sakei,71,CRW_t_B_32995,Bacteria,Firmicutes,Lactobacillales,Bacilli
Rickettsia rickettsii,72,CRW_t_B_32997,Bacteria,Proteobacteria,Rickettsiales,Alphaproteobacteria
Rickettsia sibirica,72,CRW_t_B_32998,Bacteria,Proteobacteria,Rickettsiales,Alphaproteobacteria
Rickettsia rhipicephali,73,CRW_t_B_32999,Bacteria,Proteobacteria,Rickettsiales,Alphaproteobacteria
Rickettsia montanensis,73,CRW_t_B_33000,Bacteria,Proteobacteria,Rickettsiales,Alphaproteobacteria
Rickettsia typhi,72,CRW_t_B_33002,Bacteria,Proteobacteria,Rickettsiales,Alphaproteobacteria
Staphylococcus aureus RF122,71,CRW_t_B_33015,Bacteria,Firmicutes,Bacillales,Bacilli
Mycobacterium leprae,73,CRW_t_B_33023,Bacteria,Actinobacteria,Corynebacteriales,
Lactobacillus plantarum WCFS1,72,CRW_t_B_33033,Bacteria,Firmicutes,Lactobacillales,Bacilli
Bordetella avium 197N,73,CRW_t_B_33039,Bacteria,Proteobacteria,Burkholderiales,Betaproteobacteria
Lactococcus lactis subsp. cremoris MG1363,71,CRW_t_B_33053,Bacteria,Firmicutes,Lactobacillales,Bacilli
Bacteroides fragilis YCH46,73,CRW_t_B_33068,Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia
Synechococcus elongatus PCC 6301,73,CRW_t_B_33096,Bacteria,Cyanobacteria,Synechococcales,
Candidatus Carsonella ruddii PV,71,CRW_t_B_33102,Bacteria,Proteobacteria,Oceanospirillales,Gammaproteobacteria
Bacillus cereus,71,CRW_t_B_33114,Bacteria,Firmicutes,Bacillales,Bacilli
Staphylococcus aureus subsp. aureus Mu50,71,CRW_t_B_33154,Bacteria,Firmicutes,Bacillales,Bacilli
Nostoc sp. PCC 7120,73,CRW_t_B_33156,Bacteria,Cyanobacteria,Nostocales,
Streptococcus pyogenes SSI-1,71,CRW_t_B_33164,Bacteria,Firmicutes,Lactobacillales,Bacilli
Corynebacterium diphtheriae,73,CRW_t_B_33174,Bacteria,Actinobacteria,Corynebacteriales,
Candidatus Blochmannia floridanus,72,CRW_t_B_33175,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Rhodopirellula baltica SH 1,73,CRW_t_B_33178,Bacteria,Planctomycetes,Planctomycetales,Planctomycetia
Rhodopirellula baltica SH 1,71,CRW_t_B_33179,Bacteria,Planctomycetes,Planctomycetales,Planctomycetia
Prochlorococcus marinus str. MIT 9313,73,CRW_t_B_33187,Bacteria,Cyanobacteria,Synechococcales,
Mycobacterium tuberculosis H37Rv,73,CRW_t_B_33192,Bacteria,Actinobacteria,Corynebacteriales,
Candidatus Protochlamydia amoebophila UWE25,73,CRW_t_B_33197,Bacteria,Chlamydiae,Parachlamydiales,
Chlamydia trachomatis,73,CRW_t_B_33210,Bacteria,Chlamydiae,Chlamydiales,
Streptococcus pyogenes MGAS10394,71,CRW_t_B_33214,Bacteria,Firmicutes,Lactobacillales,Bacilli
Lactobacillus acidophilus NCFM,71,CRW_t_B_33228,Bacteria,Firmicutes,Lactobacillales,Bacilli
Chlamydia trachomatis A/HAR-13,73,CRW_t_B_33234,Bacteria,Chlamydiae,Chlamydiales,
Prochlorococcus marinus str. NATL2A,73,CRW_t_B_33253,Bacteria,Cyanobacteria,Synechococcales,
Pelodictyon luteolum DSM 273,73,CRW_t_B_33254,Bacteria,Chlorobi,Chlorobiales,Chlorobia
Synechococcus sp. CC9605,73,CRW_t_B_33258,Bacteria,Cyanobacteria,Synechococcales,
Prochlorococcus marinus str. MIT 9312,73,CRW_t_B_33259,Bacteria,Cyanobacteria,Synechococcales,
Streptococcus agalactiae A909,71,CRW_t_B_33262,Bacteria,Firmicutes,Lactobacillales,Bacilli
Streptococcus agalactiae A909,71,CRW_t_B_33263,Bacteria,Firmicutes,Lactobacillales,Bacilli
Erythrobacter litoralis HTCC2594,73,CRW_t_B_33279,Bacteria,Proteobacteria,Sphingomonadales,Alphaproteobacteria
Neorickettsia sennetsu str. Miyayama,73,CRW_t_B_33288,Bacteria,Proteobacteria,Rickettsiales,Alphaproteobacteria
Escherichia coli UTI89,73,CRW_t_B_33293,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Streptococcus pyogenes MGAS10270,71,CRW_t_B_33307,Bacteria,Firmicutes,Lactobacillales,Bacilli
Rubrobacter xylanophilus DSM 9941,73,CRW_t_B_33337,Bacteria,Actinobacteria,Rubrobacterales,Rubrobacteria
Trichodesmium erythraeum IMS101,73,CRW_t_B_33341,Bacteria,Cyanobacteria,Oscillatoriales,
Streptococcus pneumoniae D39,71,CRW_t_B_33344,Bacteria,Firmicutes,Lactobacillales,Bacilli
Lactobacillus brevis ATCC 367,71,CRW_t_B_33350,Bacteria,Firmicutes,Lactobacillales,Bacilli
Streptococcus thermophilus LMD-9,71,CRW_t_B_33351,Bacteria,Firmicutes,Lactobacillales,Bacilli
Lactococcus lactis subsp. cremoris SK11,71,CRW_t_B_33354,Bacteria,Firmicutes,Lactobacillales,Bacilli
Synechococcus sp. CC9311,73,CRW_t_B_33356,Bacteria,Cyanobacteria,Synechococcales,
Pseudomonas aeruginosa UCBPP-PA14,73,CRW_t_B_33359,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Arthrobacter sp. FB24,73,CRW_t_B_33369,Bacteria,Actinobacteria,Micrococcales,
Mycobacterium avium 104,73,CRW_t_B_33379,Bacteria,Actinobacteria,Corynebacteriales,
Acidothermus cellulolyticus 11B,73,CRW_t_B_33381,Bacteria,Actinobacteria,Acidothermales,
Prochlorococcus marinus str. AS9601,73,CRW_t_B_33408,Bacteria,Cyanobacteria,Synechococcales,
Prochlorococcus marinus str. MIT 9515,73,CRW_t_B_33409,Bacteria,Cyanobacteria,Synechococcales,
Prochlorococcus marinus str. NATL1A,73,CRW_t_B_33410,Bacteria,Cyanobacteria,Synechococcales,
Prochlorococcus marinus str. MIT 9303,73,CRW_t_B_33411,Bacteria,Cyanobacteria,Synechococcales,
Bacteroides fragilis NCTC 9343,73,CRW_t_B_33425,Bacteria,Bacteroidetes,Bacteroidales,Bacteroidia
Corynebacterium jeikeium K411,73,CRW_t_B_33433,Bacteria,Actinobacteria,Corynebacteriales,
Lactobacillus sakei subsp. sakei 23K,71,CRW_t_B_33434,Bacteria,Firmicutes,Lactobacillales,Bacilli
Frankia alni ACN14a,73,CRW_t_B_33441,Bacteria,Actinobacteria,Frankiales,
Gramella forsetii KT0803,73,CRW_t_B_33443,Bacteria,Bacteroidetes,Flavobacteriales,Flavobacteriia
Haemophilus influenzae Rd KW20,73,CRW_t_B_33506,Bacteria,Proteobacteria,Pasteurellales,Gammaproteobacteria
Spiroplasma citri,73,CRW_t_B_33521,Bacteria,Tenericutes,Entomoplasmatales,Mollicutes
Micrococcus luteus,72,CRW_t_B_33583,Bacteria,Actinobacteria,Micrococcales,
Synechocystis sp. PCC 6803,73,CRW_t_B_33592,Bacteria,Cyanobacteria,Synechococcales,
Streptomyces griseus,72,CRW_t_B_33593,Bacteria,Actinobacteria,Streptomycetales,
Bacillus subtilis,72,RFAM_t_B_34415,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus halodurans,72,RFAM_t_B_34419,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus halodurans,73,RFAM_t_B_34423,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus halodurans,71,RFAM_t_B_34425,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus halodurans,71,RFAM_t_B_34427,Bacteria,Firmicutes,Bacillales,Bacilli
Escherichia coli O157:H7,73,RFAM_t_B_34428,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Escherichia coli O157:H7,73,RFAM_t_B_34429,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Bacillus subtilis,73,RFAM_t_B_34480,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus subtilis,73,RFAM_t_B_34481,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus subtilis,73,RFAM_t_B_34488,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus subtilis,73,RFAM_t_B_34489,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus subtilis,72,RFAM_t_B_34491,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus subtilis,72,RFAM_t_B_34493,Bacteria,Firmicutes,Bacillales,Bacilli
Yersinia pestis,73,RFAM_t_B_34503,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Campylobacter coli,73,RFAM_t_B_34504,Bacteria,Proteobacteria,Campylobacterales,Epsilonproteobacteria
Azotobacter salinestris,73,RFAM_t_B_34506,Bacteria,Proteobacteria,Pseudomonadales,Gammaproteobacteria
Synechococcus elongatus PCC 7942,73,RFAM_t_B_34507,Bacteria,Cyanobacteria,Synechococcales,
Staphylococcus epidermidis,72,RFAM_t_B_34532,Bacteria,Firmicutes,Bacillales,Bacilli
Lactobacillus sakei,72,RFAM_t_B_34551,Bacteria,Firmicutes,Lactobacillales,Bacilli
Mycoplasma capricolum,73,RFAM_t_B_34610,Bacteria,Tenericutes,,Mollicutes
Mycoplasma capricolum,73,RFAM_t_B_34614,Bacteria,Tenericutes,,Mollicutes
Thermus thermophilus,73,RFAM_t_B_34636,Bacteria,Deinococcus-Thermus,Thermales,Deinococci
Escherichia coli,73,RFAM_t_B_34650,Bacteria,Proteobacteria,,Gammaproteobacteria
Raoultella ornithinolytica,72,RFAM_t_B_34657,Bacteria,Proteobacteria,Enterobacterales,Gammaproteobacteria
Mycoplasma mycoides,71,RFAM_t_B_34713,Bacteria,Tenericutes,,Mollicutes
Escherichia coli,73,RFAM_t_B_34719,Bacteria,Proteobacteria,,Gammaproteobacteria
Bacillus subtilis,73,RFAM_t_B_34731,Bacteria,Firmicutes,Bacillales,Bacilli
Bacillus subtilis,73,RFAM_t_B_34739,Bacteria,Firmicutes,Bacillales,Bacilli
Mycoplasma capricolum,72,RFAM_t_B_34745,Bacteria,Tenericutes,,Mollicutes
Caulobacter vibrioides,72,RFAM_t_B_34749,Bacteria,Proteobacteria,Caulobacterales,Alphaproteobacteria
Mycoplasma mycoides,73,RFAM_t_B_34790,Bacteria,Tenericutes,,Mollicutes
Mycoplasma mycoides,73,RFAM_t_B_34791,Bacteria,Tenericutes,,Mollicutes
Mycoplasma capricolum,73,RFAM_t_B_34806,Bacteria,Tenericutes,,Mollicutes
Mycoplasma capricolum,72,RFAM_t_B_34807,Bacteria,Tenericutes,,Mollicutes
Mycoplasma capricolum,73,RFAM_t_B_34808,Bacteria,Tenericutes,,Mollicutes
Escherichia coli,73,RFAM_t_B_34833,Bacteria,Proteobacteria,,Gammaproteobacteria
Escherichia coli,73,RFAM_t_B_34863,Bacteria,Proteobacteria,,Gammaproteobacteria
Spiroplasma citri,73,RFAM_t_B_34926,Bacteria,Tenericutes,Entomoplasmatales,Mollicutes
Spiroplasma citri,72,RFAM_t_B_34927,Bacteria,Tenericutes,Entomoplasmatales,Mollicutes
Acidithiobacillus ferrooxidans,73,RFAM_t_B_34931,Bacteria,Proteobacteria,Acidithiobacillales,Acidithiobacillia
Escherichia coli,73,RFAM_t_B_34948,Bacteria,Proteobacteria,,Gammaproteobacteria
Spiroplasma melliferum,73,RFAM_t_B_35024,Bacteria,Tenericutes,Entomoplasmatales,Mollicutes
Spiroplasma melliferum,73,RFAM_t_B_35025,Bacteria,Tenericutes,Entomoplasmatales,Mollicutes
Spiroplasma melliferum,73,RFAM_t_B_35028,Bacteria,Tenericutes,Entomoplasmatales,Mollicutes
Spiroplasma melliferum,73,RFAM_t_B_35032,Bacteria,Tenericutes,Entomoplasmatales,Mollicutes
Photobacterium phosphoreum,73,RFAM_t_B_35105,Bacteria,Proteobacteria,Vibrionales,Gammaproteobacteria
Aeromonas hydrophila,73,RFAM_t_B_35106,Bacteria,Proteobacteria,Aeromonadales,Gammaproteobacteria
Lactobacillus delbrueckii,72,RFAM_t_B_35136,Bacteria,Firmicutes,Lactobacillales,Bacilli
Lactobacillus delbrueckii,73,RFAM_t_B_35138,Bacteria,Firmicutes,Lactobacillales,Bacilli
Lactobacillus delbrueckii,73,RFAM_t_B_35139,Bacteria,Firmicutes,Lactobacillales,Bacilli
Lactobacillus delbrueckii,72,RFAM_t_B_35141,Bacteria,Firmicutes,Lactobacillales,Bacilli
Acholeplasma laidlawii,72,RFAM_t_B_35143,Bacteria,Tenericutes,Acholeplasmatales,Mollicutes
Mycoplasma capricolum,72,RFAM_t_B_35158,Bacteria,Tenericutes,,Mollicutes
Mycoplasma capricolum,73,RFAM_t_B_35159,Bacteria,Tenericutes,,Mollicutes
Mycoplasma capricolum,73,RFAM_t_B_35160,Bacteria,Tenericutes,,Mollicutes
Mycoplasma capricolum,73,RFAM_t_B_35164,Bacteria,Tenericutes,,Mollicutes
Mycoplasma capricolum,73,RFAM_t_B_35165,Bacteria,Tenericutes,,Mollicutes
Mycoplasma capricolum,73,RFAM_t_B_35167,Bacteria,Tenericutes,,Mollicutes
Mycoplasma capricolum,73,RFAM_t_B_35168,Bacteria,Tenericutes,,Mollicutes
Escherichia coli,73,RFAM_t_B_35192,Bacteria,Proteobacteria,,Gammaproteobacteria
Thermus thermophilus,73,RFAM_t_B_35202,Bacteria,Deinococcus-Thermus,Thermales,Deinococci
Streptomyces lividans,73,RFAM_t_B_35203,Bacteria,Actinobacteria,Streptomycetales,
Streptomyces lividans,73,RFAM_t_B_35204,Bacteria,Actinobacteria,Streptomycetales,
Escherichia coli,73,RFAM_t_B_35224,Bacteria,Proteobacteria,,Gammaproteobacteria
Streptomyces rimosus,72,RFAM_t_B_35229,Bacteria,Actinobacteria,Streptomycetales,
Streptomyces rimosus,72,RFAM_t_B_35230,Bacteria,Actinobacteria,Streptomycetales,
Streptomyces rimosus,73,RFAM_t_B_35231,Bacteria,Actinobacteria,Streptomycetales,
Acholeplasma laidlawii,73,RFAM_t_B_35279,Bacteria,Tenericutes,Acholeplasmatales,Mollicutes
Acholeplasma laidlawii,73,RFAM_t_B_35280,Bacteria,Tenericutes,Acholeplasmatales,Mollicutes
