Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.ENA.Classified,Taxonomy.ENA.superkingdom,Taxonomy.ENA.phylum,Taxonomy.ENA.class,Taxonomy.ENA.order,Taxonomy.ENA.family,Taxonomy.ENA.genus,Taxonomy.ENA.species group,Taxonomy.ENA.tribe,Taxonomy.ENA.subclass,Taxonomy.ENA.no rank 0,Taxonomy.ENA.no rank 1,Taxonomy.ENA.suborder,Taxonomy.ENA.unknown 0,Taxonomy.ENA.species subgroup
uncultured gamma proteobacterium,AY934161,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2740,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,,,environmental samples,,,,
uncultured gamma proteobacterium,AY934162,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2741,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,,,environmental samples,,,,
uncultured gamma proteobacterium,AY934163,72,36,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2742,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,,,environmental samples,,,,
uncultured gamma proteobacterium,AY934164,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2743,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,,,environmental samples,,,,
uncultured gamma proteobacterium,AY934166,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2745,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,,,environmental samples,,,,
uncultured gamma proteobacterium,AY934167,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2746,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,,,environmental samples,,,,
uncultured gamma proteobacterium,AY934170,71,35,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2747,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,,,environmental samples,,,,
uncultured gamma proteobacterium,AY934171,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2748,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,,,environmental samples,,,,
uncultured gamma proteobacterium,AY934172,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2749,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,,,environmental samples,,,,
uncultured gamma proteobacterium,AY934174,72,36,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2750,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,,,environmental samples,,,,
uncultured gamma proteobacterium,AY934176,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2752,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,,,environmental samples,,,,
uncultured gamma proteobacterium,AY934178,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2754,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,,,environmental samples,,,,
uncultured gamma proteobacterium,AY934180,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2756,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,,,environmental samples,,,,
uncultured gamma proteobacterium,AY934181,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2757,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,,,environmental samples,,,,
uncultured gamma proteobacterium,AY934182,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2758,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,,,environmental samples,,,,
uncultured gamma proteobacterium,AY934183,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2759,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,,,environmental samples,,,,
uncultured gamma proteobacterium,AY934184,72,36,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2760,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,,,environmental samples,,,,
uncultured Colwelliaceae bacterium,AY934187,72,36,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2762,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934188,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2763,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934189,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2764,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934190,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2765,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934191,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2766,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934192,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2767,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934193,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2768,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934194,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2769,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934195,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2770,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934196,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2771,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934197,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2772,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934198,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2773,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934199,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2774,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934200,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2775,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934201,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2776,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934202,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2777,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934203,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2778,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934204,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2779,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934205,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2780,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934206,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2781,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934207,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2782,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934208,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2783,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934209,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2784,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934210,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2785,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934211,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2786,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934212,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2787,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934213,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2788,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934214,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2789,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934215,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2790,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934216,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2791,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934217,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2792,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934218,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2793,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934219,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2794,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934220,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2795,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934221,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2796,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934222,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2797,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934223,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2798,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934224,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2799,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934225,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2800,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934226,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2801,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934227,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2802,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934228,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2803,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934229,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2804,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934230,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2805,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934231,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2806,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934232,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2807,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934233,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2808,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934234,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2809,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934235,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2810,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934236,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2811,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934237,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2812,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934238,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2813,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934239,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2814,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934240,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2815,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934241,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2816,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934242,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2817,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934243,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2818,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934246,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2821,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934247,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2822,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934248,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2823,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured gamma proteobacterium,AY934249,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2824,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934250,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2825,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934253,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2826,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934254,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2827,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934255,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2828,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934256,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2829,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934258,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2831,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934259,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2832,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934260,72,36,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2833,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured marine bacterium,AY934261,72,36,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2834,--,Yes,Bacteria,,,,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934262,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2835,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934263,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2836,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934264,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2837,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934265,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2838,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934266,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2839,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934267,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2840,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934268,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2841,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934269,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2842,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934270,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2843,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934271,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2844,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934272,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2845,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934273,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2846,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934275,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2847,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934276,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2848,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934277,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2849,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Chromatiales bacterium,AY934278,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2850,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934279,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2851,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured Thiotrichales bacterium,AY934280,73,37,36,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2852,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,,,,,environmental samples,,,,
uncultured beta proteobacterium,AY957959,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2975,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,environmental samples,,,,
uncultured beta proteobacterium,AY957961,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2977,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,environmental samples,,,,
uncultured beta proteobacterium,AY957965,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2979,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,,,,,,,environmental samples,,,,
Rhodocyclus purpureus,AY957979,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_2986,--,Yes,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Rhodocyclus,,,,,,,,
Buchnera aphidicola str. APS (Acyrthosiphon pisum),BA000003,73,33,40,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_3000,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,,,,,,,,
Staphylococcus aureus subsp. aureus Mu50,BA000017,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3015,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
Staphylococcus aureus subsp. aureus Mu50,BA000017,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3016,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,,,,,,,
