Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.ENA.Classified,Taxonomy.ENA.superkingdom,Taxonomy.ENA.phylum,Taxonomy.ENA.order,Taxonomy.ENA.genus,Taxonomy.ENA.class,Taxonomy.ENA.family,Taxonomy.ENA.no rank 0,Taxonomy.ENA.unknown 0,Taxonomy.ENA.tribe,Taxonomy.ENA.species group,Taxonomy.ENA.suborder,Taxonomy.ENA.subgenus,Taxonomy.ENA.subclass
Gluconobacter oxydans,AJ007763,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16759,--,Yes,Bacteria,Proteobacteria,Rhodospirillales,Gluconobacter,Alphaproteobacteria,Acetobacteraceae,,,,,,,
Acetobacter aceti,AJ007831,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16760,--,Yes,Bacteria,Proteobacteria,Rhodospirillales,Acetobacter,Alphaproteobacteria,Acetobacteraceae,,,,,,Acetobacter subgen. Acetobacter,
Gluconacetobacter liquefaciens,AJ007833,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16762,--,Yes,Bacteria,Proteobacteria,Rhodospirillales,Gluconacetobacter,Alphaproteobacteria,Acetobacteraceae,,,,,,,
Acetobacter pasteurianus,AJ007834,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16763,--,Yes,Bacteria,Proteobacteria,Rhodospirillales,Acetobacter,Alphaproteobacteria,Acetobacteraceae,,,,,,,
Roseovarius tolerans,AJ012700,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16765,--,Yes,Bacteria,Proteobacteria,Rhodobacterales,Roseovarius,Alphaproteobacteria,Rhodobacteraceae,,,,,,,
Roseovarius tolerans,AJ012701,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16766,--,Yes,Bacteria,Proteobacteria,Rhodobacterales,Roseovarius,Alphaproteobacteria,Rhodobacteraceae,,,,,,,
Roseovarius tolerans,AJ012702,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16767,--,Yes,Bacteria,Proteobacteria,Rhodobacterales,Roseovarius,Alphaproteobacteria,Rhodobacteraceae,,,,,,,
Roseovarius tolerans,AJ012703,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16768,--,Yes,Bacteria,Proteobacteria,Rhodobacterales,Roseovarius,Alphaproteobacteria,Rhodobacteraceae,,,,,,,
Antarctobacter heliothermus,AJ012704,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16769,--,Yes,Bacteria,Proteobacteria,Rhodobacterales,Antarctobacter,Alphaproteobacteria,Rhodobacteraceae,,,,,,,
Marinovum algicola,AJ012705,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16770,--,Yes,Bacteria,Proteobacteria,Rhodobacterales,Marinovum,Alphaproteobacteria,Rhodobacteraceae,,,,,,,
Roseobacter denitrificans OCh 114,AJ012706,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16771,--,Yes,Bacteria,Proteobacteria,Rhodobacterales,Roseobacter,Alphaproteobacteria,Rhodobacteraceae,,,,,,,
Roseobacter litoralis Och 149,AJ012707,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16772,--,Yes,Bacteria,Proteobacteria,Rhodobacterales,Roseobacter,Alphaproteobacteria,Rhodobacteraceae,,,,,,,
Leptospirillum ferrooxidans,AJ237904,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16774,--,Yes,Bacteria,Nitrospirae,Nitrospirales,Leptospirillum,,Nitrospiraceae,,,,,,,
Ochrobactrum anthropi,AJ242576,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16777,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Ochrobactrum,Alphaproteobacteria,Brucellaceae,,,,,,,
Ochrobactrum anthropi,AJ242577,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16778,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Ochrobactrum,Alphaproteobacteria,Brucellaceae,,,,,,,
Ochrobactrum anthropi,AJ242578,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16779,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Ochrobactrum,Alphaproteobacteria,Brucellaceae,,,,,,,
Ochrobactrum anthropi,AJ242580,77,33,44,No,0,tRNA,0,(()()()),((()(())())),--,No,CRW,--,CRW_t_B_16780,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Ochrobactrum,Alphaproteobacteria,Brucellaceae,,,,,,,
Ochrobactrum grignonense,AJ242581,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16781,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Ochrobactrum,Alphaproteobacteria,Brucellaceae,,,,,,,
Ochrobactrum intermedium,AJ242582,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16782,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Ochrobactrum,Alphaproteobacteria,Brucellaceae,,,,,,,
Ochrobactrum intermedium,AJ242583,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16783,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Ochrobactrum,Alphaproteobacteria,Brucellaceae,,,,,,,
Pseudomonas stutzeri,AJ251900,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16786,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas stutzeri,AJ251901,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16787,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas stutzeri,AJ251902,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16788,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas stutzeri,AJ251903,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16789,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas stutzeri,AJ251904,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16790,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas stutzeri,AJ251905,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16791,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas stutzeri,AJ251906,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16792,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas stutzeri,AJ251907,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16793,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas stutzeri,AJ251908,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_16794,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas stutzeri,AJ251909,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16795,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas stutzeri,AJ251910,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16796,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas balearica,AJ279238,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16801,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas balearica,AJ279239,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16802,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas chlororaphis,AJ279240,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16803,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas cichorii,AJ279242,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16804,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas agarici,AJ279243,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16805,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas tolaasii,AJ279244,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16806,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas stutzeri,AJ390581,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16837,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas stutzeri,AJ390582,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16838,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas stutzeri,AJ390583,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16839,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas stutzeri,AJ390584,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16840,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas stutzeri,AJ390585,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16841,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas stutzeri,AJ390586,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16842,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas stutzeri,AJ390587,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16843,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas stutzeri,AJ390588,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16844,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas stutzeri,AJ390589,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16845,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas stutzeri,AJ390590,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16846,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Bacillus anthracis,AJ420048,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_16852,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,Bacillus cereus group,,,
Bacillus anthracis,AJ420049,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16853,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,Bacillus cereus group,,,
Bacillus anthracis,AJ420050,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16854,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,Bacillus cereus group,,,
Bacillus anthracis,AJ420051,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16855,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,Bacillus cereus group,,,
Bacillus cereus,AJ420052,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16856,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,Bacillus cereus group,,,
Bacillus cereus,AJ420053,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16857,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,Bacillus cereus group,,,
Bacillus cereus,AJ420054,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16858,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,Bacillus cereus group,,,
Bacillus cereus,AJ420055,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16859,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,Bacillus cereus group,,,
Bacillus thuringiensis,AJ420056,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16860,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,Bacillus cereus group,,,
Bacillus thuringiensis,AJ420057,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16861,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,Bacillus cereus group,,,
Bacillus thuringiensis,AJ420058,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16862,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,Bacillus cereus group,,,
Bacillus thuringiensis,AJ420060,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16864,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,Bacillus cereus group,,,
Bacillus mycoides,AJ420064,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16868,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,Bacillus cereus group,,,
Bacillus mycoides,AJ420065,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16869,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,Bacillus cereus group,,,
Bacillus mycoides,AJ420066,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16870,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,Bacillus cereus group,,,
Bacillus mycoides,AJ420067,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16871,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,Bacillus cereus group,,,
Bacillus pseudomycoides,AJ420068,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16872,--,Yes,Bacteria,Firmicutes,Bacillales,Bacillus,Bacilli,Bacillaceae,,,,Bacillus cereus group,,,
Bartonella bacilliformis,AJ422178,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16873,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Bartonella,Alphaproteobacteria,Bartonellaceae,,,,,,,
Bartonella bacilliformis,AJ422179,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16874,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Bartonella,Alphaproteobacteria,Bartonellaceae,,,,,,,
Bartonella bacilliformis,AJ422180,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16875,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Bartonella,Alphaproteobacteria,Bartonellaceae,,,,,,,
Bartonella bacilliformis,AJ422181,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16876,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Bartonella,Alphaproteobacteria,Bartonellaceae,,,,,,,
Bartonella bacilliformis,AJ422182,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16877,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Bartonella,Alphaproteobacteria,Bartonellaceae,,,,,,,
Pseudomonas aeruginosa,AJ439388,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16882,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas aeruginosa,AJ439389,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16883,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas aeruginosa,AJ439390,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16884,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas aeruginosa,AJ439391,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16885,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas aeruginosa,AJ439392,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16886,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Novosphingobium aromaticivorans,AJ439408,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16892,--,Yes,Bacteria,Proteobacteria,Sphingomonadales,Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,,,,,,,
Novosphingobium capsulatum,AJ439409,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16893,--,Yes,Bacteria,Proteobacteria,Sphingomonadales,Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,,,,,,,
Novosphingobium capsulatum,AJ439410,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16894,--,Yes,Bacteria,Proteobacteria,Sphingomonadales,Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,,,,,,,
Novosphingobium capsulatum,AJ439411,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16895,--,Yes,Bacteria,Proteobacteria,Sphingomonadales,Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,,,,,,,
Novosphingobium rosa,AJ439412,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16896,--,Yes,Bacteria,Proteobacteria,Sphingomonadales,Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,,,,,,,
Novosphingobium stygium,AJ439413,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16897,--,Yes,Bacteria,Proteobacteria,Sphingomonadales,Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,,,,,,,
Novosphingobium stygium,AJ439414,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16898,--,Yes,Bacteria,Proteobacteria,Sphingomonadales,Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,,,,,,,
Novosphingobium subterraneum,AJ439418,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16902,--,Yes,Bacteria,Proteobacteria,Sphingomonadales,Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,,,,,,,
Novosphingobium subterraneum,AJ439419,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16903,--,Yes,Bacteria,Proteobacteria,Sphingomonadales,Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,,,,,,,
Novosphingobium lentum,AJ439420,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16904,--,Yes,Bacteria,Proteobacteria,Sphingomonadales,Novosphingobium,Alphaproteobacteria,Sphingomonadaceae,,,,,,,
Bartonella henselae,AJ439687,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16905,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Bartonella,Alphaproteobacteria,Bartonellaceae,,,,,,,
Bartonella henselae,AJ439688,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16906,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Bartonella,Alphaproteobacteria,Bartonellaceae,,,,,,,
Bartonella henselae,AJ441256,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16907,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Bartonella,Alphaproteobacteria,Bartonellaceae,,,,,,,
Bartonella henselae,AJ441257,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16908,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Bartonella,Alphaproteobacteria,Bartonellaceae,,,,,,,
Bartonella henselae,AJ457177,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16909,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Bartonella,Alphaproteobacteria,Bartonellaceae,,,,,,,
Bartonella henselae,AJ457178,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16910,--,Yes,Bacteria,Proteobacteria,Rhizobiales,Bartonella,Alphaproteobacteria,Bartonellaceae,,,,,,,
Candidatus Phytoplasma mali,AJ542541,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16926,--,Yes,Bacteria,Tenericutes,Acholeplasmatales,Candidatus Phytoplasma,Mollicutes,Acholeplasmataceae,,,,16SrX (Apple proliferation group),,,
Candidatus Phytoplasma mali,AJ542542,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16927,--,Yes,Bacteria,Tenericutes,Acholeplasmatales,Candidatus Phytoplasma,Mollicutes,Acholeplasmataceae,,,,16SrX (Apple proliferation group),,,
Candidatus Phytoplasma pyri,AJ542543,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16928,--,Yes,Bacteria,Tenericutes,Acholeplasmatales,Candidatus Phytoplasma,Mollicutes,Acholeplasmataceae,,,,16SrX (Apple proliferation group),,,
Candidatus Phytoplasma prunorum,AJ542544,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16929,--,Yes,Bacteria,Tenericutes,Acholeplasmatales,Candidatus Phytoplasma,Mollicutes,Acholeplasmataceae,,,,16SrX (Apple proliferation group),,,
Candidatus Phytoplasma prunorum,AJ542545,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16930,--,Yes,Bacteria,Tenericutes,Acholeplasmatales,Candidatus Phytoplasma,Mollicutes,Acholeplasmataceae,,,,16SrX (Apple proliferation group),,,
Candidatus Phytoplasma prunorum,AJ575105,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16932,--,Yes,Bacteria,Tenericutes,Acholeplasmatales,Candidatus Phytoplasma,Mollicutes,Acholeplasmataceae,,,,16SrX (Apple proliferation group),,,
Candidatus Phytoplasma prunorum,AJ575106,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16933,--,Yes,Bacteria,Tenericutes,Acholeplasmatales,Candidatus Phytoplasma,Mollicutes,Acholeplasmataceae,,,,16SrX (Apple proliferation group),,,
Candidatus Phytoplasma prunorum,AJ575107,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16934,--,Yes,Bacteria,Tenericutes,Acholeplasmatales,Candidatus Phytoplasma,Mollicutes,Acholeplasmataceae,,,,16SrX (Apple proliferation group),,,
Pseudomonas stutzeri,AJ635305,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16976,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas stutzeri,AJ635306,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16977,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas stutzeri,AJ635307,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16978,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas stutzeri,AJ635308,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16979,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
Pseudomonas stutzeri,AJ635309,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16980,--,Yes,Bacteria,Proteobacteria,Pseudomonadales,Pseudomonas,Gammaproteobacteria,Pseudomonadaceae,,,,,,,
