Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.SILVA.Classified,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.unknown 0,Taxonomy.SILVA.phylum,Taxonomy.SILVA.order,Taxonomy.SILVA.family,Taxonomy.SILVA.genus,Taxonomy.SILVA.class,Taxonomy.SILVA.unknown 1,Taxonomy.SILVA.unknown 2,Taxonomy.SILVA.unknown 3,Taxonomy.SILVA.no rank 0,Taxonomy.SILVA.unknown 4
Acidithiobacillus thiooxidans,AF512817,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16689,--,Yes,Bacteria,,Proteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Gammaproteobacteria,,,,,
Acidithiobacillus thiooxidans,AF512818,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16690,--,Yes,Bacteria,,Proteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Gammaproteobacteria,,,,,
Acidithiobacillus thiooxidans,AF512819,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16691,--,Yes,Bacteria,,Proteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Gammaproteobacteria,,,,,
Acidithiobacillus thiooxidans,AF512820,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16692,--,Yes,Bacteria,,Proteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Gammaproteobacteria,,,,,
Acidithiobacillus thiooxidans,AF512821,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16693,--,Yes,Bacteria,,Proteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Gammaproteobacteria,,,,,
Acidithiobacillus thiooxidans,AF512822,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16694,--,Yes,Bacteria,,Proteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Gammaproteobacteria,,,,,
Acidithiobacillus thiooxidans,AF512823,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16695,--,Yes,Bacteria,,Proteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Gammaproteobacteria,,,,,
Acidithiobacillus thiooxidans,AF512824,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16696,--,Yes,Bacteria,,Proteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Gammaproteobacteria,,,,,
Acidithiobacillus thiooxidans,AF512825,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16697,--,Yes,Bacteria,,Proteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Gammaproteobacteria,,,,,
Candidatus Phytoplasma phoenicium,AF515636,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16708,--,Yes,Bacteria,,Firmicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Bacilli,,,,,
Sodalis glossinidius,AF548136,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16745,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Pectobacteriaceae,Sodalis,Gammaproteobacteria,,,,,
primary endosymbiont of Sitophilus zeamais,AF548140,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16748,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Pectobacteriaceae,Sodalis,Gammaproteobacteria,,,,,
primary endosymbiont of Sitophilus zeamais,AF548141,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16749,--,Yes,Bacteria,,Proteobacteria,Enterobacterales,Pectobacteriaceae,Sodalis,Gammaproteobacteria,,,,,
Gluconobacter oxydans,AJ007763,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16759,--,Yes,Bacteria,Acetobacterales,Proteobacteria,,Acetobacteraceae,Gluconobacter,Alphaproteobacteria,,,,,
Acetobacter aceti,AJ007831,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16760,--,Yes,Bacteria,Acetobacterales,Proteobacteria,,Acetobacteraceae,Acetobacter,Alphaproteobacteria,,,,,
Gluconacetobacter liquefaciens,AJ007833,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16762,--,Yes,Bacteria,Acetobacterales,Proteobacteria,,Acetobacteraceae,Gluconacetobacter,Alphaproteobacteria,,,,,
Acetobacter pasteurianus,AJ007834,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16763,--,Yes,Bacteria,Acetobacterales,Proteobacteria,,Acetobacteraceae,Acetobacter,Alphaproteobacteria,,,,,
Roseovarius tolerans,AJ012700,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16765,--,Yes,Bacteria,,Proteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Alphaproteobacteria,,,,,
Roseovarius tolerans,AJ012701,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16766,--,Yes,Bacteria,,Proteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Alphaproteobacteria,,,,,
Roseovarius tolerans,AJ012702,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16767,--,Yes,Bacteria,,Proteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Alphaproteobacteria,,,,,
Roseovarius tolerans,AJ012703,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16768,--,Yes,Bacteria,,Proteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Alphaproteobacteria,,,,,
Antarctobacter heliothermus,AJ012704,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16769,--,Yes,Bacteria,,Proteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,Alphaproteobacteria,,,,,
Marinovum algicola,AJ012705,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16770,--,Yes,Bacteria,,Proteobacteria,Rhodobacterales,Rhodobacteraceae,Marinovum,Alphaproteobacteria,,,,,
Roseobacter denitrificans OCh 114,AJ012706,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16771,--,Yes,Bacteria,,Proteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Alphaproteobacteria,,,,,
Roseobacter litoralis Och 149,AJ012707,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16772,--,Yes,Bacteria,,Proteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Alphaproteobacteria,,,,,
Leptospirillum ferrooxidans,AJ237904,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16774,--,Yes,Bacteria,Nitrospirota,,,,Leptospirillum,,Leptospirillia,Leptospirillales,Leptospirillaceae,,
Ochrobactrum anthropi,AJ242576,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16777,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,Alphaproteobacteria,,,,,
Ochrobactrum anthropi,AJ242577,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16778,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,Alphaproteobacteria,,,,,
Ochrobactrum anthropi,AJ242578,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16779,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,Alphaproteobacteria,,,,,
Ochrobactrum anthropi,AJ242580,77,33,44,No,0,tRNA,0,(()()()),((()(())())),--,No,CRW,--,CRW_t_B_16780,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,Alphaproteobacteria,,,,,
Ochrobactrum grignonense,AJ242581,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16781,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Rhizobiaceae,Falsochrobactrum,Alphaproteobacteria,,,,,
Ochrobactrum intermedium,AJ242582,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16782,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,Alphaproteobacteria,,,,,
Ochrobactrum intermedium,AJ242583,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16783,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,Alphaproteobacteria,,,,,
Pseudomonas stutzeri,AJ251900,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16786,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas stutzeri,AJ251901,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16787,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas stutzeri,AJ251902,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16788,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas stutzeri,AJ251903,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16789,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas stutzeri,AJ251904,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16790,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas stutzeri,AJ251905,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16791,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas stutzeri,AJ251906,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16792,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas stutzeri,AJ251907,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16793,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas stutzeri,AJ251908,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_16794,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas stutzeri,AJ251909,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16795,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas stutzeri,AJ251910,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16796,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas balearica,AJ279238,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16801,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas balearica,AJ279239,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16802,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas chlororaphis,AJ279240,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16803,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas cichorii,AJ279242,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16804,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas agarici,AJ279243,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16805,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas tolaasii,AJ279244,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16806,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas stutzeri,AJ390581,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16837,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas stutzeri,AJ390582,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16838,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas stutzeri,AJ390583,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16839,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas stutzeri,AJ390584,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16840,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas stutzeri,AJ390585,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16841,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas stutzeri,AJ390586,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16842,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas stutzeri,AJ390587,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16843,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas stutzeri,AJ390588,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16844,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas stutzeri,AJ390589,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16845,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas stutzeri,AJ390590,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16846,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Bacillus anthracis,AJ420048,77,33,44,No,0,tRNA,0,(()()()),(()(())()),--,No,CRW,--,CRW_t_B_16852,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus anthracis,AJ420049,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16853,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus anthracis,AJ420050,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16854,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus anthracis,AJ420051,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16855,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus cereus,AJ420052,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16856,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus cereus,AJ420053,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16857,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus cereus,AJ420054,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16858,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus cereus,AJ420055,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16859,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus thuringiensis,AJ420056,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16860,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus thuringiensis,AJ420057,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16861,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus thuringiensis,AJ420058,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16862,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus thuringiensis,AJ420060,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16864,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus mycoides,AJ420064,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16868,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus mycoides,AJ420065,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16869,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus mycoides,AJ420066,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16870,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus mycoides,AJ420067,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16871,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bacillus pseudomycoides,AJ420068,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16872,--,Yes,Bacteria,,Firmicutes,Bacillales,Bacillaceae,Bacillus,Bacilli,,,,,
Bartonella bacilliformis,AJ422178,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16873,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Alphaproteobacteria,,,,,
Bartonella bacilliformis,AJ422179,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16874,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Alphaproteobacteria,,,,,
Bartonella bacilliformis,AJ422180,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16875,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Alphaproteobacteria,,,,,
Bartonella bacilliformis,AJ422181,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16876,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Alphaproteobacteria,,,,,
Bartonella bacilliformis,AJ422182,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16877,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Alphaproteobacteria,,,,,
Pseudomonas aeruginosa,AJ439388,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16882,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas aeruginosa,AJ439389,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16883,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas aeruginosa,AJ439390,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16884,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas aeruginosa,AJ439391,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16885,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Pseudomonas aeruginosa,AJ439392,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16886,--,Yes,Bacteria,,Proteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,,,,,
Novosphingobium aromaticivorans,AJ439408,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16892,--,Yes,Bacteria,,Proteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Alphaproteobacteria,,,,,
Novosphingobium capsulatum,AJ439409,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16893,--,Yes,Bacteria,,Proteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Alphaproteobacteria,,,,,
Novosphingobium capsulatum,AJ439410,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16894,--,Yes,Bacteria,,Proteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Alphaproteobacteria,,,,,
Novosphingobium capsulatum,AJ439411,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16895,--,Yes,Bacteria,,Proteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Alphaproteobacteria,,,,,
Novosphingobium rosa,AJ439412,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16896,--,Yes,Bacteria,,Proteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Alphaproteobacteria,,,,,
Novosphingobium stygium,AJ439413,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16897,--,Yes,Bacteria,,Proteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Alphaproteobacteria,,,,,
Novosphingobium stygium,AJ439414,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16898,--,Yes,Bacteria,,Proteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Alphaproteobacteria,,,,,
Novosphingobium subterraneum,AJ439418,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16902,--,Yes,Bacteria,,Proteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Alphaproteobacteria,,,,,
Novosphingobium subterraneum,AJ439419,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16903,--,Yes,Bacteria,,Proteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Alphaproteobacteria,,,,,
Novosphingobium lentum,AJ439420,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16904,--,Yes,Bacteria,,Proteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Alphaproteobacteria,,,,,
Bartonella henselae,AJ439687,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16905,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Alphaproteobacteria,,,,,
Bartonella henselae,AJ439688,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16906,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Alphaproteobacteria,,,,,
Bartonella henselae,AJ441256,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16907,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Alphaproteobacteria,,,,,
Bartonella henselae,AJ441257,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16908,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Alphaproteobacteria,,,,,
Bartonella henselae,AJ457177,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16909,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Alphaproteobacteria,,,,,
Bartonella henselae,AJ457178,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16910,--,Yes,Bacteria,,Proteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Alphaproteobacteria,,,,,
Candidatus Phytoplasma mali,AJ542541,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16926,--,Yes,Bacteria,,Firmicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Bacilli,,,,,
Candidatus Phytoplasma mali,AJ542542,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16927,--,Yes,Bacteria,,Firmicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Bacilli,,,,,
Candidatus Phytoplasma pyri,AJ542543,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_16928,--,Yes,Bacteria,,Firmicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Bacilli,,,,,
