Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.SILVA.Classified,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.phylum,Taxonomy.SILVA.class,Taxonomy.SILVA.order,Taxonomy.SILVA.unknown 0,Taxonomy.SILVA.family,Taxonomy.SILVA.unknown 1,Taxonomy.SILVA.genus,Taxonomy.SILVA.unknown 2,Taxonomy.SILVA.unknown 3,Taxonomy.SILVA.no rank 0
Candidatus Blochmannia pennsylvanicus str. BPEN,CP000016,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3197,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Morganellaceae,,Candidatus Blochmannia,,,
Candidatus Blochmannia pennsylvanicus str. BPEN,CP000016,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3198,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Morganellaceae,,Candidatus Blochmannia,,,
Anaplasma marginale str. St. Maries,CP000030,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3223,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,Anaplasmataceae,,Anaplasma,,,
Lactobacillus acidophilus NCFM,CP000033,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3228,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Lactobacillaceae,,Lactobacillus,,,
Thermobifida fusca YX,CP000088,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3309,--,Yes,Bacteria,Actinobacteria,,Streptosporangiales,Actinobacteriota,Nocardiopsaceae,,Thermobifida,,,
Thermobifida fusca YX,CP000088,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3310,--,Yes,Bacteria,Actinobacteria,,Streptosporangiales,Actinobacteriota,Nocardiopsaceae,,Thermobifida,,,
Thermobifida fusca YX,CP000088,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3311,--,Yes,Bacteria,Actinobacteria,,Streptosporangiales,Actinobacteriota,Nocardiopsaceae,,Thermobifida,,,
Prochlorococcus marinus str. NATL2A,CP000095,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3332,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Prochlorococcus MIT9313,,
Prochlorococcus marinus str. NATL2A,CP000095,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3333,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Prochlorococcus MIT9313,,
Pelodictyon luteolum DSM 273,CP000096,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3334,--,Yes,Bacteria,,Chlorobia,Chlorobiales,Bacteroidota,Chlorobiaceae,,Chlorobium,,,
Ehrlichia canis str. Jake,CP000107,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3347,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,Anaplasmataceae,,Ehrlichia,,,
Synechococcus sp. CC9605,CP000110,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3352,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Synechococcus CC9902,,
Synechococcus sp. CC9605,CP000110,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3353,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Synechococcus CC9902,,
Synechococcus sp. CC9605,CP000110,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3354,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Synechococcus CC9902,,
Synechococcus sp. CC9605,CP000110,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3355,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Synechococcus CC9902,,
Prochlorococcus marinus str. MIT 9312,CP000111,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3356,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Prochlorococcus MIT9313,,
Myxococcus xanthus DK 1622,CP000113,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3364,--,Yes,Bacteria,,,Myxococcales,Myxococcota,Myxococcaceae,Myxococcia,Myxococcus,,,
Myxococcus xanthus DK 1622,CP000113,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3365,--,Yes,Bacteria,,,Myxococcales,Myxococcota,Myxococcaceae,Myxococcia,Myxococcus,,,
Myxococcus xanthus DK 1622,CP000113,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3366,--,Yes,Bacteria,,,Myxococcales,Myxococcota,Myxococcaceae,Myxococcia,Myxococcus,,,
Myxococcus xanthus DK 1622,CP000113,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3367,--,Yes,Bacteria,,,Myxococcales,Myxococcota,Myxococcaceae,Myxococcia,Myxococcus,,,
Streptococcus agalactiae A909,CP000114,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3368,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus agalactiae A909,CP000114,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3369,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus agalactiae A909,CP000114,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3370,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus agalactiae A909,CP000114,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3371,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus agalactiae A909,CP000114,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3372,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus agalactiae A909,CP000114,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3373,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus agalactiae A909,CP000114,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3374,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Erythrobacter litoralis HTCC2594,CP000157,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3427,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,Sphingomonadaceae,,Erythrobacter,,,
Erythrobacter litoralis HTCC2594,CP000157,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3428,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,Sphingomonadaceae,,Erythrobacter,,,
Salinibacter ruber DSM 13855,CP000159,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3431,--,Yes,Bacteria,,Rhodothermia,Rhodothermales,Bacteroidota,Rhodothermaceae,,Salinibacter,,,
Ehrlichia chaffeensis str. Arkansas,CP000236,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3440,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,Anaplasmataceae,,Ehrlichia,,,
Baumannia cicadellinicola str. Hc (Homalodisca coagulata),CP000238,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3442,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Morganellaceae,,,,,Candidatus Baumannia
Synechococcus sp. JA-3-3Ab,CP000239,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3445,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Eurycoccales,,Leptococcaceae,Leptococcus JA-3-3Ab,
Synechococcus sp. JA-2-3B'a(2-13),CP000240,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3446,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Eurycoccales,,Leptococcaceae,Leptococcus JA-3-3Ab,
Escherichia coli UTI89,CP000243,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3450,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Escherichia-Shigella,Enterobacteriaceae,,,,,
Escherichia coli UTI89,CP000243,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3451,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Escherichia-Shigella,Enterobacteriaceae,,,,,
Escherichia coli UTI89,CP000243,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3452,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Escherichia-Shigella,Enterobacteriaceae,,,,,
Escherichia coli UTI89,CP000243,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3453,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Escherichia-Shigella,Enterobacteriaceae,,,,,
Escherichia coli UTI89,CP000243,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3454,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Escherichia-Shigella,Enterobacteriaceae,,,,,
Mycobacterium sp. MCS,CP000384,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3594,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Actinobacteriota,Mycobacteriaceae,,Mycobacterium,,,
Rubrobacter xylanophilus DSM 9941,CP000386,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3595,--,Yes,Bacteria,,Rubrobacteria,Rubrobacterales,Actinobacteriota,,Rubrobacteriaceae,Rubrobacter,,,
Rubrobacter xylanophilus DSM 9941,CP000386,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3596,--,Yes,Bacteria,,Rubrobacteria,Rubrobacterales,Actinobacteriota,,Rubrobacteriaceae,Rubrobacter,,,
Trichodesmium erythraeum IMS101,CP000393,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3607,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Cyanobacteriales,,Phormidiaceae,Trichodesmium IMS101,
Trichodesmium erythraeum IMS101,CP000393,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3608,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Cyanobacteriales,,Phormidiaceae,Trichodesmium IMS101,
Trichodesmium erythraeum IMS101,CP000393,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3609,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Cyanobacteriales,,Phormidiaceae,Trichodesmium IMS101,
Streptococcus pneumoniae D39,CP000410,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3616,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus pneumoniae D39,CP000410,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3617,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus pneumoniae D39,CP000410,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3618,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus pneumoniae D39,CP000410,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3619,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Oenococcus oeni PSU-1,CP000411,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3620,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Lactobacillaceae,,Oenococcus,,,
Oenococcus oeni PSU-1,CP000411,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3621,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Lactobacillaceae,,Oenococcus,,,
Oenococcus oeni PSU-1,CP000411,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3622,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Lactobacillaceae,,Oenococcus,,,
Lactobacillus brevis ATCC 367,CP000416,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3634,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Levilactobacillus,Lactobacillaceae,,,,,
Lactobacillus brevis ATCC 367,CP000416,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3635,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Levilactobacillus,Lactobacillaceae,,,,,
Lactobacillus brevis ATCC 367,CP000416,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3636,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Levilactobacillus,Lactobacillaceae,,,,,
Streptococcus thermophilus LMD-9,CP000419,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3637,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus thermophilus LMD-9,CP000419,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3638,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus thermophilus LMD-9,CP000419,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3639,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus thermophilus LMD-9,CP000419,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3640,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus thermophilus LMD-9,CP000419,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3641,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Streptococcus thermophilus LMD-9,CP000419,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3642,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Streptococcus,,,
Pediococcus pentosaceus ATCC 25745,CP000422,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3643,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Lactobacillaceae,,Pediococcus,,,
Pediococcus pentosaceus ATCC 25745,CP000422,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3644,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Lactobacillaceae,,Pediococcus,,,
Pediococcus pentosaceus ATCC 25745,CP000422,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3645,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Lactobacillaceae,,Pediococcus,,,
Lactococcus lactis subsp. cremoris SK11,CP000425,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3650,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Lactococcus,,,
Lactococcus lactis subsp. cremoris SK11,CP000425,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3651,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Lactococcus,,,
Lactococcus lactis subsp. cremoris SK11,CP000425,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3652,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Lactococcus,,,
Lactococcus lactis subsp. cremoris SK11,CP000425,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3653,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Lactococcus,,,
Lactococcus lactis subsp. cremoris SK11,CP000425,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3654,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Lactococcus,,,
Lactococcus lactis subsp. cremoris SK11,CP000425,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3655,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,,Streptococcaceae,,Lactococcus,,,
Synechococcus sp. CC9311,CP000435,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3657,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Synechococcus CC9902,,
Synechococcus sp. CC9311,CP000435,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3658,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Synechococcus CC9902,,
Synechococcus sp. CC9311,CP000435,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3659,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Synechococcus CC9902,,
Pseudomonas aeruginosa UCBPP-PA14,CP000438,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3666,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Pseudomonadaceae,,Pseudomonas,,,
Pseudomonas aeruginosa UCBPP-PA14,CP000438,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3667,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Pseudomonadaceae,,Pseudomonas,,,
Pseudomonas aeruginosa UCBPP-PA14,CP000438,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3668,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Pseudomonadaceae,,Pseudomonas,,,
Pseudomonas aeruginosa UCBPP-PA14,CP000438,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3669,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Pseudomonadaceae,,Pseudomonas,,,
Pseudomonas aeruginosa UCBPP-PA14,CP000438,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3670,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Pseudomonadaceae,,Pseudomonas,,,
Arthrobacter sp. FB24,CP000454,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3701,--,Yes,Bacteria,Actinobacteria,,Micrococcales,Actinobacteriota,Micrococcaceae,,Arthrobacter,,,
Syntrophobacter fumaroxidans MPOB,CP000478,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3744,--,Yes,Bacteria,,,Syntrophobacterales,Desulfobacterota,Syntrophobacteraceae,Syntrophobacteria,Syntrophobacter,,,
Acidothermus cellulolyticus 11B,CP000481,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3747,--,Yes,Bacteria,Actinobacteria,,Frankiales,Actinobacteriota,Acidothermaceae,,Acidothermus,,,
Acidothermus cellulolyticus 11B,CP000481,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3748,--,Yes,Bacteria,Actinobacteria,,Frankiales,Actinobacteriota,Acidothermaceae,,Acidothermus,,,
Chlorobium phaeobacteroides DSM 266,CP000492,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3768,--,Yes,Bacteria,,Chlorobia,Chlorobiales,Bacteroidota,Chlorobiaceae,,Chlorobium,,,
Chlorobium phaeobacteroides DSM 266,CP000492,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3771,--,Yes,Bacteria,,Chlorobia,Chlorobiales,Bacteroidota,Chlorobiaceae,,Chlorobium,,,
Mycobacterium sp. KMS,CP000518,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3806,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Actinobacteriota,Mycobacteriaceae,,Mycobacterium,,,
Prochlorococcus marinus str. AS9601,CP000551,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3845,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Prochlorococcus MIT9313,,
Prochlorococcus marinus str. AS9601,CP000551,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3846,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Prochlorococcus MIT9313,,
Prochlorococcus marinus str. MIT 9515,CP000552,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3847,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Prochlorococcus MIT9313,,
Prochlorococcus marinus str. MIT 9515,CP000552,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3848,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Prochlorococcus MIT9313,,
Prochlorococcus marinus str. NATL1A,CP000553,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3849,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Prochlorococcus MIT9313,,
Prochlorococcus marinus str. NATL1A,CP000553,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3850,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Prochlorococcus MIT9313,,
Prochlorococcus marinus str. MIT 9303,CP000554,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3851,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Prochlorococcus MIT9313,,
Prochlorococcus marinus str. MIT 9303,CP000554,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3852,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Prochlorococcus MIT9313,,
Prochlorococcus marinus str. MIT 9303,CP000554,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3853,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Prochlorococcus MIT9313,,
Prochlorococcus marinus str. MIT 9303,CP000554,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3854,--,Yes,Bacteria,Cyanobacteria,,Synechococcales,Cyanobacteriia,,Cyanobiaceae,,Prochlorococcus MIT9313,,
Cyanophora paradoxa,M19493,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_3861,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Cyanophora paradoxa,U30821,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_3862,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Cyanophora paradoxa,U30821,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_3863,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Desulfotalea psychrophila LSv54,CR522870,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3874,--,Yes,Bacteria,,,,Desulfobacterota,,Desulfobulbia,Desulfotalea,Desulfobulbales,Desulfocapsaceae,
Desulfotalea psychrophila LSv54,CR522870,73,31,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3875,--,Yes,Bacteria,,,,Desulfobacterota,,Desulfobulbia,Desulfotalea,Desulfobulbales,Desulfocapsaceae,
Desulfotalea psychrophila LSv54,CR522870,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3876,--,Yes,Bacteria,,,,Desulfobacterota,,Desulfobulbia,Desulfotalea,Desulfobulbales,Desulfocapsaceae,
Ehrlichia ruminantium str. Welgevonden,CR767821,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3904,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,Anaplasmataceae,,Ehrlichia,,,
Lactobacillus sakei subsp. sakei 23K,CR936503,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3912,--,Yes,Bacteria,Firmicutes,Bacilli,Lactobacillales,Latilactobacillus,Lactobacillaceae,,,,,
Ostreococcus tauri,CR954199,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_3913,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
Ostreococcus tauri,CR954199,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_3914,--,Yes,Bacteria,Cyanobacteria,,,Cyanobacteriia,,Chloroplast,,,,
