Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.SILVA.Classified,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.phylum,Taxonomy.SILVA.class,Taxonomy.SILVA.order,Taxonomy.SILVA.family,Taxonomy.SILVA.genus,Taxonomy.SILVA.unknown 0,Taxonomy.SILVA.unknown 1,Taxonomy.SILVA.unknown 2
Francisella tularensis subsp. holarctica LVS,AM233362,77,37,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22521,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Francisellaceae,Francisella,Francisellales,,
Xanthomonas oryzae pv. oryzae MAFF 311018,AP008229,76,38,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22619,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,,,
Buchnera aphidicola str. APS (Acyrthosiphon pisum),BA000003,77,39,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22681,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Buchnera,,,
Buchnera aphidicola str. APS (Acyrthosiphon pisum),BA000003,77,39,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22682,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Buchnera,,,
Corynebacterium glutamicum ATCC 13032,BA000036,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22744,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Actinobacteriota,,
Rhodopirellula baltica SH 1,BX294138,77,39,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22778,--,Yes,Bacteria,Planctomycetes,,,,Rhodopirellula,Planctomycetota,Pirellulales,Pirellulaceae
Nitrosomonas europaea ATCC 19718,BX321856,77,39,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22782,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,,,
Corynebacterium glutamicum ATCC 13032,BX927154,77,39,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22806,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Actinobacteriota,,
Pseudomonas syringae pv. syringae B728a,CP000075,77,39,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22920,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Psychrobacter arcticus 273-4,CP000082,77,39,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22929,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,,
Dechloromonas aromatica RCB,CP000089,77,39,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22952,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Ferribacterium,,,
Nitrosospira multiformis ATCC 25196,CP000103,77,39,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22971,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira,,,
Thiobacillus denitrificans ATCC 25259,CP000116,77,39,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_22993,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Thiobacillus,,,
Polaromonas sp. JS666,CP000316,77,39,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23171,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,,,
Psychrobacter cryohalolentis K5,CP000323,77,39,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23176,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,,
Nitrosomonas eutropha C91,CP000450,77,39,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23308,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,,,
Halorhodospira halophila SL1,CP000544,76,38,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23423,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,,Halorhodospira,Nitrococcales,Halorhodospiraceae,
Acinetobacter sp. ADP1,CR543861,77,39,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23457,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,,
Legionella pneumophila str. Paris,CR628336,77,39,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23466,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,,
Legionella pneumophila str. Lens,CR628337,77,39,38,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23469,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,,
Ehrlichia ruminantium str. Gardel,CR925677,78,38,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23474,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,,,
Ehrlichia ruminantium str. Welgevonden,CR925678,78,38,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23475,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,,,
Gramella forsetii KT0803,CU207366,77,37,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_23507,--,Yes,Bacteria,,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gramella,Bacteroidota,,
Thermus thermophilus HB27,AE017221,76,36,40,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_24448,--,Yes,Bacteria,,Deinococci,Thermales,Thermaceae,Thermus,Deinococcota,,
Francisella tularensis subsp. tularensis SCHU S4,AJ749949,76,34,42,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_26662,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Francisellaceae,Francisella,Francisellales,,
Corynebacterium glutamicum ATCC 13032,BA000036,76,34,42,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_29948,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Actinobacteriota,,
Pseudomonas aeruginosa PAO1,AE004091,77,35,42,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_31495,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Pseudomonas aeruginosa PAO1,AE004091,77,35,42,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_31496,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Thermus thermophilus HB27,AE017221,77,37,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31649,--,Yes,Bacteria,,Deinococci,Thermales,Thermaceae,Thermus,Deinococcota,,
Francisella tularensis subsp. tularensis SCHU S4,AJ749949,77,35,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31746,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Francisellaceae,Francisella,Francisellales,,
Buchnera aphidicola str. APS (Acyrthosiphon pisum),BA000003,77,37,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_31966,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Buchnera,,,
Moorella thermoacetica ATCC 39073,CP000232,78,36,42,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32241,--,Yes,Bacteria,Firmicutes,,,,Moorella,Moorellia,Moorellales,Moorellaceae
Pseudomonas aeruginosa PAO1,AE004091,76,34,42,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_B_32870,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,
Thermus thermophilus HB27,AE017221,76,34,42,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_B_32951,--,Yes,Bacteria,,Deinococci,Thermales,Thermaceae,Thermus,Deinococcota,,
Francisella tularensis subsp. tularensis SCHU S4,AJ749949,76,34,42,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_B_33013,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,,Francisellaceae,Francisella,Francisellales,,
Ehrlichia ruminantium str. Welgevonden,CR925678,76,34,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_33432,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,,,
