Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.SILVA.Classified,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.phylum,Taxonomy.SILVA.class,Taxonomy.SILVA.order,Taxonomy.SILVA.family,Taxonomy.SILVA.genus,Taxonomy.SILVA.unknown 0,Taxonomy.SILVA.unknown 1,Taxonomy.SILVA.unknown 2,Taxonomy.SILVA.unknown 3,Taxonomy.SILVA.no rank 0,Taxonomy.SILVA.unknown 4
Clostridium perfringens SM101,CP000312,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3549,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,Clostridium sensu stricto 1,,,,,
Clostridium perfringens SM101,CP000312,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3550,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,Clostridium sensu stricto 1,,,,,
Clostridium perfringens SM101,CP000312,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3551,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,Clostridium sensu stricto 1,,,,,
Polaromonas sp. JS666,CP000316,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3552,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,,,,,,
Polaromonas sp. JS666,CP000316,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3553,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,,,,,,
Nitrobacter hamburgensis X14,CP000319,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3554,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter,,,,,,
Nitrobacter hamburgensis X14,CP000319,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3555,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter,,,,,,
Nitrobacter hamburgensis X14,CP000319,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3556,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter,,,,,,
Psychrobacter cryohalolentis K5,CP000323,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3557,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,,,,,
Psychrobacter cryohalolentis K5,CP000323,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3558,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,,,,,
Psychrobacter cryohalolentis K5,CP000323,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3559,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,,,,,
Psychrobacter cryohalolentis K5,CP000323,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3560,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,,,,,
Psychrobacter cryohalolentis K5,CP000323,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3561,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,,,,,
Mycobacterium ulcerans Agy99,CP000325,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3562,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Actinobacteriota,,,,,
Sphingopyxis alaskensis RB2256,CP000356,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3571,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,,,,,
Sphingopyxis alaskensis RB2256,CP000356,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3572,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,,,,,
Deinococcus geothermalis DSM 11300,CP000359,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3573,--,Yes,Bacteria,,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcota,,,,,
Roseobacter denitrificans OCh 114,CP000362,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3576,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,,,,,,
Roseobacter denitrificans OCh 114,CP000362,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3577,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,,,,,,
Burkholderia cenocepacia AU 1054,CP000378,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3584,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderia-Caballeronia-Paraburkholderia,,,,,
Burkholderia cenocepacia AU 1054,CP000378,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3585,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderia-Caballeronia-Paraburkholderia,,,,,
Burkholderia cenocepacia AU 1054,CP000378,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3586,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderia-Caballeronia-Paraburkholderia,,,,,
Burkholderia cenocepacia AU 1054,CP000379,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3587,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderia-Caballeronia-Paraburkholderia,,,,,
Burkholderia cenocepacia AU 1054,CP000380,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3588,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderia-Caballeronia-Paraburkholderia,,,,,
Burkholderia cenocepacia AU 1054,CP000380,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3589,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderia-Caballeronia-Paraburkholderia,,,,,
Clostridium novyi NT,CP000382,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3590,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,Clostridium sensu stricto 7,,,,,
Clostridium novyi NT,CP000382,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3591,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,Clostridium sensu stricto 7,,,,,
Clostridium novyi NT,CP000382,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3592,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,Clostridium sensu stricto 7,,,,,
Clostridium novyi NT,CP000382,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3593,--,Yes,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,Clostridium sensu stricto 7,,,,,
Pseudoalteromonas atlantica T6c,CP000388,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3597,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Paraglaciecola,,,,,,
Pseudoalteromonas atlantica T6c,CP000388,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3598,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Paraglaciecola,,,,,,
Pseudoalteromonas atlantica T6c,CP000388,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3599,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Paraglaciecola,,,,,,
Pseudoalteromonas atlantica T6c,CP000388,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3600,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Paraglaciecola,,,,,,
Pseudoalteromonas atlantica T6c,CP000388,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3601,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Paraglaciecola,,,,,,
Pseudoalteromonas atlantica T6c,CP000388,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3602,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Paraglaciecola,,,,,,
Granulibacter bethesdensis CGDNIH1,CP000394,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3610,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,,Acetobacteraceae,Granulibacter,Acetobacterales,,,,,
Granulibacter bethesdensis CGDNIH1,CP000394,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3611,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,,Acetobacteraceae,Granulibacter,Acetobacterales,,,,,
Granulibacter bethesdensis CGDNIH1,CP000394,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3612,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,,Acetobacteraceae,Granulibacter,Acetobacterales,,,,,
Granulibacter bethesdensis CGDNIH1,CP000394,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3613,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,,Acetobacteraceae,Granulibacter,Acetobacterales,,,,,
Granulibacter bethesdensis CGDNIH1,CP000394,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3614,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,,Acetobacteraceae,Granulibacter,Acetobacterales,,,,,
Shewanella sp. MR-7,CP000444,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3677,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,,,,,,
Shewanella sp. MR-7,CP000444,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3678,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,,,,,,
Shewanella sp. MR-7,CP000444,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3679,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,,,,,,
Shewanella sp. MR-7,CP000444,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3680,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,,,,,,
Shewanella sp. MR-7,CP000444,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3681,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,,,,,,
Shewanella sp. MR-4,CP000446,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3682,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,,,,,,
Shewanella sp. MR-4,CP000446,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3683,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,,,,,,
Shewanella sp. MR-4,CP000446,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3684,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,,,,,,
Shewanella sp. MR-4,CP000446,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3685,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,,,,,,
Shewanella frigidimarina NCIMB 400,CP000447,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3686,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,,,,,,
Shewanella frigidimarina NCIMB 400,CP000447,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3687,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,,,,,,
Shewanella frigidimarina NCIMB 400,CP000447,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3688,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,,,,,,
Shewanella frigidimarina NCIMB 400,CP000447,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3689,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,,,,,,
Shewanella frigidimarina NCIMB 400,CP000447,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3690,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,,,,,,
Maricaulis maris MCS10,CP000449,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3693,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Maricaulis,,,,,,
Maricaulis maris MCS10,CP000449,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3694,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Maricaulis,,,,,,
Nitrosomonas eutropha C91,CP000450,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3695,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,,,,,,
Nitrosomonas eutropha C91,CP000450,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3696,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,,,,,,
Arthrobacter sp. FB24,CP000454,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3702,--,Yes,Bacteria,Actinobacteria,,Micrococcales,Micrococcaceae,Arthrobacter,Actinobacteriota,,,,,
Arthrobacter sp. FB24,CP000454,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3703,--,Yes,Bacteria,Actinobacteria,,Micrococcales,Micrococcaceae,Arthrobacter,Actinobacteriota,,,,,
Burkholderia cenocepacia HI2424,CP000458,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3704,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderia-Caballeronia-Paraburkholderia,,,,,
Burkholderia cenocepacia HI2424,CP000458,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3705,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderia-Caballeronia-Paraburkholderia,,,,,
Burkholderia cenocepacia HI2424,CP000458,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3706,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderia-Caballeronia-Paraburkholderia,,,,,
Burkholderia cenocepacia HI2424,CP000458,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3707,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderia-Caballeronia-Paraburkholderia,,,,,
Burkholderia cenocepacia HI2424,CP000459,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3708,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderia-Caballeronia-Paraburkholderia,,,,,
Burkholderia cenocepacia HI2424,CP000460,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3709,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderia-Caballeronia-Paraburkholderia,,,,,
Aeromonas hydrophila subsp. hydrophila ATCC 7966,CP000462,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3710,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,,,,,,
Aeromonas hydrophila subsp. hydrophila ATCC 7966,CP000462,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3711,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,,,,,,
Aeromonas hydrophila subsp. hydrophila ATCC 7966,CP000462,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3712,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,,,,,,
Aeromonas hydrophila subsp. hydrophila ATCC 7966,CP000462,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3713,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,,,,,,
Aeromonas hydrophila subsp. hydrophila ATCC 7966,CP000462,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3714,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,,,,,,
Aeromonas hydrophila subsp. hydrophila ATCC 7966,CP000462,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3715,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,,,,,,
Aeromonas hydrophila subsp. hydrophila ATCC 7966,CP000462,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3716,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,,,,,,
Aeromonas hydrophila subsp. hydrophila ATCC 7966,CP000462,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3717,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,,,,,,
Rhodopseudomonas palustris BisA53,CP000463,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3718,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,,,,,,
Rhodopseudomonas palustris BisA53,CP000463,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3719,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,,,,,,
Rhodopseudomonas palustris BisA53,CP000463,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3720,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,,,,,,
Rhodopseudomonas palustris BisA53,CP000463,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3721,--,Yes,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodopseudomonas,,,,,,
Shewanella sp. ANA-3,CP000469,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3722,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,,,,,,
Shewanella sp. ANA-3,CP000469,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3723,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,,,,,,
Shewanella sp. ANA-3,CP000469,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3724,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,,,,,,
Shewanella sp. ANA-3,CP000469,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3725,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,,,,,,
Shewanella sp. ANA-3,CP000469,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3726,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,,,,,,
Syntrophobacter fumaroxidans MPOB,CP000478,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3740,--,Yes,Bacteria,,,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Desulfobacterota,Syntrophobacteria,,,,
Syntrophobacter fumaroxidans MPOB,CP000478,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3741,--,Yes,Bacteria,,,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Desulfobacterota,Syntrophobacteria,,,,
Syntrophobacter fumaroxidans MPOB,CP000478,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3742,--,Yes,Bacteria,,,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Desulfobacterota,Syntrophobacteria,,,,
Syntrophobacter fumaroxidans MPOB,CP000478,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3743,--,Yes,Bacteria,,,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Desulfobacterota,Syntrophobacteria,,,,
Mycobacterium avium 104,CP000479,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3745,--,Yes,Bacteria,Actinobacteria,,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Actinobacteriota,,,,,
Pelobacter propionicus DSM 2379,CP000482,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3749,--,Yes,Bacteria,,,,,,Desulfobacterota,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,,Pseudopelobacter
Pelobacter propionicus DSM 2379,CP000482,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3750,--,Yes,Bacteria,,,,,,Desulfobacterota,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,,Pseudopelobacter
Pelobacter propionicus DSM 2379,CP000482,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3751,--,Yes,Bacteria,,,,,,Desulfobacterota,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,,Pseudopelobacter
Pelobacter propionicus DSM 2379,CP000482,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3752,--,Yes,Bacteria,,,,,,Desulfobacterota,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,,Pseudopelobacter
Pelobacter propionicus DSM 2379,CP000482,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3753,--,Yes,Bacteria,,,,,,Desulfobacterota,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,,Pseudopelobacter
Pelobacter propionicus DSM 2379,CP000482,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3754,--,Yes,Bacteria,,,,,,Desulfobacterota,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,,Pseudopelobacter
Bacillus thuringiensis str. Al Hakam,CP000485,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3756,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Bacillus thuringiensis str. Al Hakam,CP000485,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3759,--,Yes,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,,
Campylobacter fetus subsp. fetus 82-40,CP000487,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3760,--,Yes,Bacteria,,,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacterota,Campylobacteria,,,,
Campylobacter fetus subsp. fetus 82-40,CP000487,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3761,--,Yes,Bacteria,,,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacterota,Campylobacteria,,,,
Campylobacter fetus subsp. fetus 82-40,CP000487,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3762,--,Yes,Bacteria,,,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacterota,Campylobacteria,,,,
Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),CP000488,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3763,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Candidatus Ruthia,Thioglobaceae,,,,,
Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),CP000488,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_B_3764,--,Yes,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,,Candidatus Ruthia,Thioglobaceae,,,,,
