Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.NCBI.Classified,Taxonomy.NCBI.no rank 0,Taxonomy.NCBI.no rank 1,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.phylum,Taxonomy.NCBI.no rank 2,Taxonomy.NCBI.class,Taxonomy.NCBI.order,Taxonomy.NCBI.family,Taxonomy.NCBI.genus,Taxonomy.NCBI.unknown 0,Taxonomy.NCBI.no rank 3,Taxonomy.NCBI.unknown 1
Methanococcoides burtonii DSM 6242,CP000300,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_21263,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,Methanococcoides burtonii,Methanococcoides burtonii DSM 6242,
Hyperthermus butylicus DSM 5456,CP000493,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_21453,--,Yes,root,cellular organisms,Archaea,,TACK group,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Hyperthermus,Crenarchaeota <phylum>,Hyperthermus butylicus DSM 5456,Hyperthermus butylicus
Methanocorpusculum labreanum Z,CP000559,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_21507,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,Methanocorpusculum labreanum,Methanocorpusculum labreanum Z,
Methanocorpusculum labreanum Z,CP000559,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_21508,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,Methanocorpusculum labreanum,Methanocorpusculum labreanum Z,
Natronomonas pharaonis DSM 2160,CR936257,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_21562,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas pharaonis,Natronomonas pharaonis DSM 2160,
Natronomonas pharaonis DSM 2160,CR936257,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_21563,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas pharaonis,Natronomonas pharaonis DSM 2160,
Haloferax volcanii,K00283,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_21800,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax volcanii,,
Haloferax volcanii,K02518,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_21801,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax volcanii,,
Haloferax volcanii,K02518,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_21818,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax volcanii,,
Methanococcus maripaludis,AF108356,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_21821,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Methanomada group,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis,,
Methanocaldococcus jannaschii DSM 2661,L77117,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_21841,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Methanomada group,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus jannaschii,Methanocaldococcus jannaschii DSM 2661,
Methanococcus vannielii,X00916,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_21899,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Methanomada group,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus vannielii,,
Methanococcus vannielii,X00916,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_21900,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Methanomada group,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus vannielii,,
Halococcus morrhuae,X72588,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_A_21942,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus morrhuae,,
Archaeoglobus fulgidus DSM 4304,AE000782,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_22036,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Archaeoglobus fulgidus DSM 4304,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus fulgidus,,
Archaeoglobus fulgidus DSM 4304,AE000782,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_22037,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Archaeoglobus fulgidus DSM 4304,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus fulgidus,,
Methanosarcina mazei Go1,AE008384,75,31,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_A_22073,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Methanosarcina mazei Go1,
Methanosarcina mazei Go1,AE008384,75,31,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_A_22074,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Methanosarcina mazei Go1,
Methanosarcina mazei Go1,AE008384,75,31,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_A_22075,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Methanosarcina mazei Go1,
Pyrococcus furiosus DSM 3638,AE010241,78,34,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_A_22097,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Pyrococcus furiosus DSM 3638,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus furiosus,,
Methanopyrus kandleri AV19,AE010337,75,31,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_A_22098,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Methanopyrus kandleri AV19,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,Methanopyrus kandleri,,
uncultured methanogenic archaeon,AM114193,75,33,42,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_22508,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,,,,,,environmental samples <Euryarchaeota>,,uncultured methanogenic archaeon
Haloquadratum walsbyi DSM 16790,AM180088,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_22512,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Haloferacales,Haloferacaceae,Haloquadratum,Haloquadratum walsbyi,Haloquadratum walsbyi DSM 16790,
Thermococcus kodakarensis KOD1,AP006878,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_22585,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Thermococcus kodakarensis KOD1,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus kodakarensis,,
Haloarcula marismortui ATCC 43049,AY596297,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_22658,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula marismortui,Haloarcula marismortui ATCC 43049,
Pyrococcus horikoshii OT3,BA000001,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_22678,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Pyrococcus horikoshii OT3,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus horikoshii,,
Thermoplasma volcanium GSS1,BA000011,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_22697,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Diaforarchaea group,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,Thermoplasma volcanium,Thermoplasma volcanium GSS1,
Thermoplasma volcanium GSS1,BA000011,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_22698,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Diaforarchaea group,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,Thermoplasma volcanium,Thermoplasma volcanium GSS1,
Sulfolobus acidocaldarius DSM 639,CP000077,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_22927,--,Yes,root,cellular organisms,Archaea,,TACK group,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Crenarchaeota <phylum>,Sulfolobus acidocaldarius DSM 639,Sulfolobus acidocaldarius
Sulfolobus acidocaldarius DSM 639,CP000077,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_22928,--,Yes,root,cellular organisms,Archaea,,TACK group,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Crenarchaeota <phylum>,Sulfolobus acidocaldarius DSM 639,Sulfolobus acidocaldarius
Methanosarcina barkeri str. Fusaro,CP000099,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_22965,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina barkeri,Methanosarcina barkeri str. Fusaro,
Methanosarcina barkeri str. Fusaro,CP000099,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_22966,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina barkeri,Methanosarcina barkeri str. Fusaro,
Methanosarcina barkeri str. Fusaro,CP000099,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_22967,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina barkeri,Methanosarcina barkeri str. Fusaro,
Methanosarcina barkeri str. Fusaro,CP000099,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_22968,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina barkeri,Methanosarcina barkeri str. Fusaro,
Methanosphaera stadtmanae DSM 3091,CP000102,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_22969,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Methanomada group,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera stadtmanae,Methanosphaera stadtmanae DSM 3091,
Methanospirillum hungatei JF-1,CP000254,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_23096,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,Methanospirillum hungatei,Methanospirillum hungatei JF-1,
Methanococcoides burtonii DSM 6242,CP000300,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_23139,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,Methanococcoides burtonii,Methanococcoides burtonii DSM 6242,
Methanococcoides burtonii DSM 6242,CP000300,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_23140,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,Methanococcoides burtonii,Methanococcoides burtonii DSM 6242,
Hyperthermus butylicus DSM 5456,CP000493,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_23376,--,Yes,root,cellular organisms,Archaea,,TACK group,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Hyperthermus,Crenarchaeota <phylum>,Hyperthermus butylicus DSM 5456,Hyperthermus butylicus
Hyperthermus butylicus DSM 5456,CP000493,80,36,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_23377,--,Yes,root,cellular organisms,Archaea,,TACK group,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Hyperthermus,Crenarchaeota <phylum>,Hyperthermus butylicus DSM 5456,Hyperthermus butylicus
Thermofilum pendens Hrk 5,CP000505,79,35,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_23386,--,Yes,root,cellular organisms,Archaea,,TACK group,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum,Crenarchaeota <phylum>,Thermofilum pendens Hrk 5,Thermofilum pendens
Methanocorpusculum labreanum Z,CP000559,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_23435,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,Methanocorpusculum labreanum,Methanocorpusculum labreanum Z,
Methanocorpusculum labreanum Z,CP000559,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_23436,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,Methanocorpusculum labreanum,Methanocorpusculum labreanum Z,
Methanocaldococcus jannaschii DSM 2661,L77117,75,31,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_23625,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Methanomada group,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus jannaschii,Methanocaldococcus jannaschii DSM 2661,
Thermoplasma acidophilum,K00302,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_23626,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Diaforarchaea group,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,Thermoplasma acidophilum,,
Thermofilum pendens,X14835.1,79,35,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_23627,--,Yes,root,cellular organisms,Archaea,,TACK group,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum,Crenarchaeota <phylum>,,Thermofilum pendens
Thermofilum pendens,X14835,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_23628,--,Yes,root,cellular organisms,Archaea,,TACK group,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum,Crenarchaeota <phylum>,,Thermofilum pendens
Thermofilum pendens,X14835.1,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_23629,--,Yes,root,cellular organisms,Archaea,,TACK group,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum,Crenarchaeota <phylum>,,Thermofilum pendens
Thermoplasma acidophilum,M57598,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_23687,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Diaforarchaea group,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,Thermoplasma acidophilum,,
Thermoplasma acidophilum,X01221,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_23718,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Diaforarchaea group,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,Thermoplasma acidophilum,,
Thermofilum pendens,X14835,79,35,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_23731,--,Yes,root,cellular organisms,Archaea,,TACK group,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum,Crenarchaeota <phylum>,,Thermofilum pendens
Thermoplasma acidophilum,X68198,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_23742,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Diaforarchaea group,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,Thermoplasma acidophilum,,
Pyrobaculum aerophilum str. IM2,AE009901,75,31,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_A_24361,--,Yes,root,cellular organisms,Archaea,,TACK group,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Crenarchaeota <phylum>,Pyrobaculum aerophilum str. IM2,Pyrobaculum aerophilum
Pyrococcus furiosus DSM 3638,AE010133,77,33,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_A_24367,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Pyrococcus furiosus DSM 3638,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus furiosus,,
Methanopyrus kandleri AV19,AE010452,79,35,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_A_24369,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Methanopyrus kandleri AV19,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,Methanopyrus kandleri,,
uncultured methanogenic archaeon,AM114193,73,29,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_A_27023,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,,,,,,environmental samples <Euryarchaeota>,,uncultured methanogenic archaeon
Haloquadratum walsbyi DSM 16790,AM180088,74,30,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_A_27031,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Haloferacales,Haloferacaceae,Haloquadratum,Haloquadratum walsbyi,Haloquadratum walsbyi DSM 16790,
Thermococcus kodakarensis KOD1,AP006878,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_A_27207,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Thermococcus kodakarensis KOD1,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus kodakarensis,,
Haloarcula marismortui ATCC 43049,AY596297,74,30,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_A_28981,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula marismortui,Haloarcula marismortui ATCC 43049,
Pyrococcus horikoshii OT3,BA000001,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_A_29920,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Pyrococcus horikoshii OT3,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus horikoshii,,
Thermoplasma volcanium GSS1,BA000011,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_A_29927,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Diaforarchaea group,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,Thermoplasma volcanium,Thermoplasma volcanium GSS1,
Methanosphaera stadtmanae DSM 3091,CP000102,73,29,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_A_30059,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Methanomada group,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera stadtmanae,Methanosphaera stadtmanae DSM 3091,
Methanosphaera stadtmanae DSM 3091,CP000102,73,29,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_A_30060,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Methanomada group,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera stadtmanae,Methanosphaera stadtmanae DSM 3091,
Methanospirillum hungatei JF-1,CP000254,74,30,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_A_30116,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,Methanospirillum hungatei,Methanospirillum hungatei JF-1,
Hyperthermus butylicus DSM 5456,CP000493,75,31,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_A_30235,--,Yes,root,cellular organisms,Archaea,,TACK group,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Hyperthermus,Crenarchaeota <phylum>,Hyperthermus butylicus DSM 5456,Hyperthermus butylicus
Methanocorpusculum labreanum Z,CP000559,73,29,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_A_30262,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,Methanocorpusculum labreanum,Methanocorpusculum labreanum Z,
Natronomonas pharaonis DSM 2160,CR936257,74,30,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_A_30315,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas pharaonis,Natronomonas pharaonis DSM 2160,
Haloferax volcanii,K02511,77,33,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_A_31213,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax volcanii,,
Methanocaldococcus jannaschii,U67517,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_31214,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Methanomada group,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus jannaschii,,
Haloferax volcanii,K02511,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_A_31247,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,Haloferax volcanii,,
Methanocaldococcus jannaschii DSM 2661,L77117,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_A_31255,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Methanomada group,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus jannaschii,Methanocaldococcus jannaschii DSM 2661,
Archaeoglobus fulgidus DSM 4304,AE000782,74,30,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_A_31479,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Archaeoglobus fulgidus DSM 4304,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus fulgidus,,
Archaeoglobus fulgidus DSM 4304,AE000782,73,29,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_A_31480,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Archaeoglobus fulgidus DSM 4304,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus fulgidus,,
Archaeoglobus fulgidus DSM 4304,AE000782,74,30,44,No,0,tRNA,0,--,--,--,No,CRW,--,CRW_t_A_31481,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Archaeoglobus fulgidus DSM 4304,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus fulgidus,,
Methanosarcina mazei Go1,AE008384,78,34,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_A_31521,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Methanosarcina mazei Go1,
Methanosarcina mazei Go1,AE008384,75,31,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_A_31522,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Methanosarcina mazei Go1,
Methanosarcina mazei Go1,AE008384,75,31,44,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_A_31523,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Methanosarcina mazei Go1,
Pyrobaculum aerophilum str. IM2,AE009774,74,30,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_A_31539,--,Yes,root,cellular organisms,Archaea,,TACK group,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Crenarchaeota <phylum>,Pyrobaculum aerophilum str. IM2,Pyrobaculum aerophilum
Pyrococcus furiosus DSM 3638,AE010257,78,34,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_A_31546,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Pyrococcus furiosus DSM 3638,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus furiosus,,
Pyrococcus furiosus DSM 3638,AE010263,77,33,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_A_31547,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Pyrococcus furiosus DSM 3638,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus furiosus,,
Pyrococcus furiosus DSM 3638,AE010291,78,34,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_A_31548,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Pyrococcus furiosus DSM 3638,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus furiosus,,
Methanopyrus kandleri AV19,AE010452,78,34,44,No,0,tRNA,0,(),(),--,No,CRW,--,CRW_t_A_31551,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Methanopyrus kandleri AV19,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,Methanopyrus kandleri,,
Picrophilus torridus DSM 9790,AE017261,65,39,26,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_31659,--,Yes,root,cellular organisms,Archaea,Euryarchaeota,Diaforarchaea group,Thermoplasmata,Thermoplasmatales,Picrophilaceae,Picrophilus,Picrophilus torridus,Picrophilus torridus DSM 9790,
