Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.ENA.Classified,Taxonomy.ENA.superkingdom,Taxonomy.ENA.phylum,Taxonomy.ENA.no rank 0,Taxonomy.ENA.class,Taxonomy.ENA.order,Taxonomy.ENA.family,Taxonomy.ENA.genus
Haloarcula marismortui ATCC 43049,AY596297,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_33124,--,Yes,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula
Sulfolobus acidocaldarius DSM 639,CP000077,73,33,40,No,0,tRNA,0,()(),()(),--,No,CRW,--,CRW_t_A_33242,--,Yes,Archaea,Crenarchaeota,,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus
Methanospirillum hungatei JF-1,CP000254,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_33304,--,Yes,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum
Hyperthermus butylicus DSM 5456,CP000493,79,35,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_33389,--,Yes,Archaea,Crenarchaeota,,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Hyperthermus
Pyrobaculum islandicum DSM 4184,CP000504,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_33391,--,Yes,Archaea,Crenarchaeota,,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum
Haloferax volcanii DS2,M10655,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_33503,--,Yes,Archaea,Euryarchaeota,,Halobacteria,Haloferacales,Haloferacaceae,Haloferax
Haloferax volcanii,K02528,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_33504,--,Yes,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Haloferacales,Haloferacaceae,Haloferax
Haloferax volcanii,K02528,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_33539,--,Yes,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Haloferacales,Haloferacaceae,Haloferax
Pyrococcus furiosus DSM 3638,AE010221,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_33663,--,Yes,Archaea,Euryarchaeota,,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus
Haloquadratum walsbyi DSM 16790,AM180088,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_33676,--,Yes,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Haloferacales,Haloferacaceae,Haloquadratum
Thermococcus kodakarensis KOD1,AP006878,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_33677,--,Yes,Archaea,Euryarchaeota,,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
Haloarcula marismortui ATCC 43049,AY596297,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_33680,--,Yes,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula
Pyrococcus horikoshii OT3,BA000001,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_33681,--,Yes,Archaea,Euryarchaeota,,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus
Natronomonas pharaonis DSM 2160,CR936257,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_33694,--,Yes,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas
Haloferax volcanii,K00268,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_33703,--,Yes,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Haloferacales,Haloferacaceae,Haloferax
Methanocaldococcus jannaschii DSM 2661,L77117,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_33712,--,Yes,Archaea,Euryarchaeota,Methanomada group,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus
Thermococcus celer,L07299,78,34,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_33715,--,Yes,Archaea,Euryarchaeota,,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
Methanococcus vannielii,X00916,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_33722,--,Yes,Archaea,Euryarchaeota,Methanomada group,Methanococci,Methanococcales,Methanococcaceae,Methanococcus
Haloferax volcanii,K00268,77,33,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_33767,--,Yes,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Haloferacales,Haloferacaceae,Haloferax
Methanococcus vannielii,X00916,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_A_33768,--,Yes,Archaea,Euryarchaeota,Methanomada group,Methanococci,Methanococcales,Methanococcaceae,Methanococcus
Natronomonas pharaonis,--,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,RFAM,--,RFAM_t_A_34416,--,Yes,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas
Methanococcus maripaludis,--,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,RFAM,--,RFAM_t_A_34508,--,Yes,Archaea,Euryarchaeota,Methanomada group,Methanococci,Methanococcales,Methanococcaceae,Methanococcus
Pyrobaculum arsenaticum DSM 13514,--,85,45,40,No,0,tRNA,0,(()()()),(()()()),--,No,RFAM,--,RFAM_t_A_34605,--,Yes,Archaea,Crenarchaeota,,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum
Pyrobaculum arsenaticum DSM 13514,--,72,32,40,No,0,tRNA,0,(()()()),(()()()),--,No,RFAM,--,RFAM_t_A_34606,--,Yes,Archaea,Crenarchaeota,,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum
Sulfolobus islandicus L.S.2.15,--,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,RFAM,--,RFAM_t_A_34607,--,Yes,Archaea,Crenarchaeota,,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus
Sulfolobus islandicus L.S.2.15,--,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,RFAM,--,RFAM_t_A_34608,--,Yes,Archaea,Crenarchaeota,,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus
Haloferax volcanii,--,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,RFAM,--,RFAM_t_A_34744,--,Yes,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Haloferacales,Haloferacaceae,Haloferax
Methanospirillum hungatei,--,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,RFAM,--,RFAM_t_A_34811,--,Yes,Archaea,Euryarchaeota,Stenosarchaea group,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum
Haloarcula marismortui,--,85,45,40,No,0,tRNA,0,(()()()),(()()()),--,No,RFAM,--,RFAM_t_A_34924,--,Yes,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula
Haloarcula marismortui,--,85,45,40,No,0,tRNA,0,(()()()),(()()()),--,No,RFAM,--,RFAM_t_A_34925,--,Yes,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula
Methanococcus vannielii,--,73,33,40,No,0,tRNA,0,(()()()),(()()()),--,No,RFAM,--,RFAM_t_A_34964,--,Yes,Archaea,Euryarchaeota,Methanomada group,Methanococci,Methanococcales,Methanococcaceae,Methanococcus
Methanococcus vannielii,--,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,RFAM,--,RFAM_t_A_34972,--,Yes,Archaea,Euryarchaeota,Methanomada group,Methanococci,Methanococcales,Methanococcaceae,Methanococcus
Methanococcus vannielii,--,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,RFAM,--,RFAM_t_A_34973,--,Yes,Archaea,Euryarchaeota,Methanomada group,Methanococci,Methanococcales,Methanococcaceae,Methanococcus
Methanococcus vannielii,--,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,RFAM,--,RFAM_t_A_34974,--,Yes,Archaea,Euryarchaeota,Methanomada group,Methanococci,Methanococcales,Methanococcaceae,Methanococcus
Methanococcus vannielii,--,75,35,40,No,0,tRNA,0,(()()()),(()()()),--,No,RFAM,--,RFAM_t_A_34975,--,Yes,Archaea,Euryarchaeota,Methanomada group,Methanococci,Methanococcales,Methanococcaceae,Methanococcus
Haloferax volcanii,--,77,37,40,No,0,tRNA,0,(()()()),(()()()),--,No,RFAM,--,RFAM_t_A_35005,--,Yes,Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Haloferacales,Haloferacaceae,Haloferax
Thermoproteus tenax,--,85,45,40,No,0,tRNA,0,(()()()),(()()()),--,No,RFAM,--,RFAM_t_A_35061,--,Yes,Archaea,Crenarchaeota,,Thermoprotei,Thermoproteales,Thermoproteaceae,Thermoproteus
Thermofilum pendens,--,76,36,40,No,0,tRNA,0,(()()()),(()()()),--,No,RFAM,--,RFAM_t_A_35127,--,Yes,Archaea,Crenarchaeota,,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum
Thermoplasma acidophilum,--,74,34,40,No,0,tRNA,0,(()()()),(()()()),--,No,RFAM,--,RFAM_t_A_35316,--,Yes,Archaea,Euryarchaeota,Diaforarchaea group,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma
