Organism name,Length,Benchmark ID,Taxonomy.join.superkingdom,Taxonomy.join.phylum
Brevibacillus reuszeri,1419,CRW_16S_B_11348,Bacteria,Firmicutes
Bacillus cereus,1449,CRW_16S_B_11356,Bacteria,Firmicutes
Bacillus cereus,1456,CRW_16S_B_11363,Bacteria,Firmicutes
Bacillus cereus,1456,CRW_16S_B_11364,Bacteria,Firmicutes
Bacillus cereus,1451,CRW_16S_B_11365,Bacteria,Firmicutes
Bacillus cereus,1457,CRW_16S_B_11366,Bacteria,Firmicutes
Bacillus cereus,1446,CRW_16S_B_11367,Bacteria,Firmicutes
Bacillus cereus,1442,CRW_16S_B_11368,Bacteria,Firmicutes
Bacillus cereus,1442,CRW_16S_B_11369,Bacteria,Firmicutes
Bacillus cereus,1407,CRW_16S_B_11370,Bacteria,Firmicutes
Bacillus cereus,1449,CRW_16S_B_11371,Bacteria,Firmicutes
Bacillus cereus,1445,CRW_16S_B_11373,Bacteria,Firmicutes
Bacillus cereus,1442,CRW_16S_B_11374,Bacteria,Firmicutes
Bacillus cereus,1442,CRW_16S_B_11375,Bacteria,Firmicutes
Bacillus cereus,1466,CRW_16S_B_11376,Bacteria,Firmicutes
Bacillus cereus,1451,CRW_16S_B_11378,Bacteria,Firmicutes
Bacillus cereus,1442,CRW_16S_B_11379,Bacteria,Firmicutes
Bacillus cereus,1473,CRW_16S_B_11386,Bacteria,Firmicutes
Bacillus cereus,1473,CRW_16S_B_11387,Bacteria,Firmicutes
Bacillus cereus,1473,CRW_16S_B_11388,Bacteria,Firmicutes
Bacillus cereus,1473,CRW_16S_B_11389,Bacteria,Firmicutes
Bacillus cereus,1473,CRW_16S_B_11390,Bacteria,Firmicutes
Bacillus cereus,1473,CRW_16S_B_11391,Bacteria,Firmicutes
Bacillus cereus,1473,CRW_16S_B_11392,Bacteria,Firmicutes
Bacillus cereus,1451,CRW_16S_B_11396,Bacteria,Firmicutes
Bacillus cereus,1451,CRW_16S_B_11398,Bacteria,Firmicutes
Bacillus circulans,1431,CRW_16S_B_11402,Bacteria,Firmicutes
Bacillus circulans,1427,CRW_16S_B_11403,Bacteria,Firmicutes
Sporosarcina globispora,1431,CRW_16S_B_11426,Bacteria,Firmicutes
Geobacillus kaustophilus,1434,CRW_16S_B_11433,Bacteria,Firmicutes
Bacillus licheniformis,1424,CRW_16S_B_11441,Bacteria,Firmicutes
Bacillus licheniformis,1430,CRW_16S_B_11442,Bacteria,Firmicutes
Bacillus cereus,1433,CRW_16S_B_11452,Bacteria,Firmicutes
Streptacidiphilus jiangxiensis,1444,CRW_16S_B_1152,Bacteria,Actinobacteria
Bacillus mycoides,1474,CRW_16S_B_11461,Bacteria,Firmicutes
Bacillus mycoides,1474,CRW_16S_B_11462,Bacteria,Firmicutes
Bacillus mycoides,1451,CRW_16S_B_11464,Bacteria,Firmicutes
Streptacidiphilus neutrinimicus,1444,CRW_16S_B_1153,Bacteria,Actinobacteria
Virgibacillus pantothenticus,1439,CRW_16S_B_11472,Bacteria,Firmicutes
Sporosarcina pasteurii,1432,CRW_16S_B_11473,Bacteria,Firmicutes
Sporosarcina psychrophila,1458,CRW_16S_B_11478,Bacteria,Firmicutes
Streptomyces cangkringensis,1467,CRW_16S_B_1154,Bacteria,Actinobacteria
Sporosarcina psychrophila,1430,CRW_16S_B_11480,Bacteria,Firmicutes
Sporosarcina psychrophila,1458,CRW_16S_B_11481,Bacteria,Firmicutes
Bacillus pumilus,1429,CRW_16S_B_11484,Bacteria,Firmicutes
Exiguobacterium acetylicum,1473,CRW_16S_B_11486,Bacteria,Firmicutes
Brochothrix thermosphacta,1470,CRW_16S_B_11488,Bacteria,Firmicutes
Streptomyces mutomycini,1469,CRW_16S_B_1155,Bacteria,Actinobacteria
Bacillus smithii,1437,CRW_16S_B_11494,Bacteria,Firmicutes
Bacillus smithii,1430,CRW_16S_B_11495,Bacteria,Firmicutes
Streptomyces albidochromogenes,1468,CRW_16S_B_1157,Bacteria,Actinobacteria
Streptomyces africanus,1456,CRW_16S_B_1159,Bacteria,Actinobacteria
Streptomyces speibonae,1475,CRW_16S_B_1163,Bacteria,Actinobacteria
Geobacillus stearothermophilus,1436,CRW_16S_B_11571,Bacteria,Firmicutes
Streptomyces indonesiensis,1408,CRW_16S_B_1164,Bacteria,Actinobacteria
Streptomyces glauciniger,1472,CRW_16S_B_1165,Bacteria,Actinobacteria
Bacillus subtilis,1428,CRW_16S_B_11595,Bacteria,Firmicutes
Bacillus subtilis,1477,CRW_16S_B_11603,Bacteria,Firmicutes
Bacillus thuringiensis,1474,CRW_16S_B_11606,Bacteria,Firmicutes
Streptomyces abikoensis,1477,CRW_16S_B_1167,Bacteria,Actinobacteria
Bacillus thuringiensis,1474,CRW_16S_B_11612,Bacteria,Firmicutes
Bacillus thuringiensis,1474,CRW_16S_B_11613,Bacteria,Firmicutes
Bacillus thuringiensis,1474,CRW_16S_B_11614,Bacteria,Firmicutes
Bacillus thuringiensis,1474,CRW_16S_B_11615,Bacteria,Firmicutes
Bacillus thuringiensis,1474,CRW_16S_B_11616,Bacteria,Firmicutes
Bacillus thuringiensis,1451,CRW_16S_B_11627,Bacteria,Firmicutes
Streptomyces sulfonofaciens,1464,CRW_16S_B_1172,Bacteria,Actinobacteria
Streptomyces thermovulgaris,1463,CRW_16S_B_1173,Bacteria,Actinobacteria
Streptomyces aureus,1460,CRW_16S_B_1174,Bacteria,Actinobacteria
Streptomyces griseocarneus,1456,CRW_16S_B_1176,Bacteria,Actinobacteria
Streptomyces hiroshimensis,1457,CRW_16S_B_1177,Bacteria,Actinobacteria
Streptomyces brasiliensis,1458,CRW_16S_B_1179,Bacteria,Actinobacteria
Streptomyces gougerotii,1452,CRW_16S_B_1180,Bacteria,Actinobacteria
Streptomyces glomeroaurantiacus,1456,CRW_16S_B_1181,Bacteria,Actinobacteria
Bacillus subtilis,1458,CRW_16S_B_11756,Bacteria,Firmicutes
Bacillus subtilis,1442,CRW_16S_B_11765,Bacteria,Firmicutes
Lactococcus garvieae,1427,CRW_16S_B_11766,Bacteria,Firmicutes
Bacillus subtilis,1476,CRW_16S_B_11771,Bacteria,Firmicutes
Nocardia seriolae,1449,CRW_16S_B_1184,Bacteria,Actinobacteria
uncultured Streptococcus sp.,1423,CRW_16S_B_11787,Bacteria,Firmicutes
Nocardia seriolae,1449,CRW_16S_B_1185,Bacteria,Actinobacteria
Nocardia seriolae,1436,CRW_16S_B_1186,Bacteria,Actinobacteria
Nocardia seriolae,1424,CRW_16S_B_1187,Bacteria,Actinobacteria
Bacillus subtilis,1468,CRW_16S_B_11814,Bacteria,Firmicutes
Nocardia seriolae,1449,CRW_16S_B_1188,Bacteria,Actinobacteria
Bacillus licheniformis,1430,CRW_16S_B_11850,Bacteria,Firmicutes
Bacillus licheniformis,1435,CRW_16S_B_11851,Bacteria,Firmicutes
Bacillus licheniformis,1431,CRW_16S_B_11852,Bacteria,Firmicutes
Bacillus licheniformis,1430,CRW_16S_B_11853,Bacteria,Firmicutes
Bacillus subtilis,1466,CRW_16S_B_11884,Bacteria,Firmicutes
Bacillus pumilus,1449,CRW_16S_B_11899,Bacteria,Firmicutes
Bacillus aquimaris,1443,CRW_16S_B_11901,Bacteria,Firmicutes
Bacillus marisflavi,1450,CRW_16S_B_11903,Bacteria,Firmicutes
Bacillus licheniformis,1440,CRW_16S_B_11927,Bacteria,Firmicutes
Bacillus licheniformis,1433,CRW_16S_B_11928,Bacteria,Firmicutes
Paenibacillus polymyxa,1450,CRW_16S_B_11939,Bacteria,Firmicutes
Staphylococcus simiae,1478,CRW_16S_B_11948,Bacteria,Firmicutes
Agrococcus jenensis,1473,CRW_16S_B_1204,Bacteria,Actinobacteria
Streptococcus equinus,1470,CRW_16S_B_12025,Bacteria,Firmicutes
Actinomyces bovis,1434,CRW_16S_B_1209,Bacteria,Actinobacteria
Bacillus cohnii,1446,CRW_16S_B_12041,Bacteria,Firmicutes
Actinomyces denticolens,1422,CRW_16S_B_1211,Bacteria,Actinobacteria
Actinomyces gerencseriae,1415,CRW_16S_B_1214,Bacteria,Actinobacteria
Actinomyces howellii,1415,CRW_16S_B_1217,Bacteria,Actinobacteria
Actinomyces israelii,1441,CRW_16S_B_1220,Bacteria,Actinobacteria
Actinomyces naeslundii,1450,CRW_16S_B_1225,Bacteria,Actinobacteria
Actinomyces sp.,1429,CRW_16S_B_1234,Bacteria,Actinobacteria
Actinomyces sp.,1453,CRW_16S_B_1238,Bacteria,Actinobacteria
Actinomyces viscosus,1417,CRW_16S_B_1240,Bacteria,Actinobacteria
Actinomyces viscosus,1454,CRW_16S_B_1241,Bacteria,Actinobacteria
Actinoplanes deccanensis,1452,CRW_16S_B_1245,Bacteria,Actinobacteria
Actinoplanes derwentensis,1455,CRW_16S_B_1246,Bacteria,Actinobacteria
Bacillus licheniformis,1454,CRW_16S_B_12707,Bacteria,Firmicutes
Bacillus subtilis,1458,CRW_16S_B_12716,Bacteria,Firmicutes
Bacillus thuringiensis,1410,CRW_16S_B_12808,Bacteria,Firmicutes
Bacillus cereus,1458,CRW_16S_B_12812,Bacteria,Firmicutes
Bacillus licheniformis,1445,CRW_16S_B_12820,Bacteria,Firmicutes
Bacillus licheniformis,1443,CRW_16S_B_12821,Bacteria,Firmicutes
Lactococcus lactis,1470,CRW_16S_B_12822,Bacteria,Firmicutes
Lactococcus lactis,1465,CRW_16S_B_12823,Bacteria,Firmicutes
Lactococcus lactis,1454,CRW_16S_B_12824,Bacteria,Firmicutes
Lactococcus lactis,1470,CRW_16S_B_12825,Bacteria,Firmicutes
Lactococcus lactis,1465,CRW_16S_B_12826,Bacteria,Firmicutes
Lactococcus lactis,1452,CRW_16S_B_12827,Bacteria,Firmicutes
Staphylococcus aureus,1478,CRW_16S_B_12838,Bacteria,Firmicutes
Bacillus licheniformis,1478,CRW_16S_B_12841,Bacteria,Firmicutes
Streptococcus agalactiae,1470,CRW_16S_B_12842,Bacteria,Firmicutes
Streptococcus agalactiae,1470,CRW_16S_B_12843,Bacteria,Firmicutes
Streptococcus agalactiae,1470,CRW_16S_B_12844,Bacteria,Firmicutes
Streptococcus agalactiae,1470,CRW_16S_B_12845,Bacteria,Firmicutes
Streptococcus agalactiae,1470,CRW_16S_B_12846,Bacteria,Firmicutes
Streptococcus equinus,1469,CRW_16S_B_12847,Bacteria,Firmicutes
Streptococcus lutetiensis,1470,CRW_16S_B_12856,Bacteria,Firmicutes
Streptococcus oralis,1469,CRW_16S_B_12857,Bacteria,Firmicutes
Streptococcus pyogenes,1470,CRW_16S_B_12858,Bacteria,Firmicutes
Bacillus pumilus,1456,CRW_16S_B_12860,Bacteria,Firmicutes
Bacillus pumilus,1454,CRW_16S_B_12861,Bacteria,Firmicutes
Staphylococcus equorum,1471,CRW_16S_B_12862,Bacteria,Firmicutes
Bacillus anthracis,1419,CRW_16S_B_12864,Bacteria,Firmicutes
Streptococcus suis,1421,CRW_16S_B_12896,Bacteria,Firmicutes
Streptococcus suis,1421,CRW_16S_B_12897,Bacteria,Firmicutes
Streptococcus suis,1421,CRW_16S_B_12898,Bacteria,Firmicutes
Streptococcus suis,1421,CRW_16S_B_12899,Bacteria,Firmicutes
Streptococcus suis,1421,CRW_16S_B_12900,Bacteria,Firmicutes
Streptococcus suis,1421,CRW_16S_B_12901,Bacteria,Firmicutes
Staphylococcus epidermidis,1475,CRW_16S_B_12904,Bacteria,Firmicutes
Kitasatospora setae,1478,CRW_16S_B_13,Bacteria,Actinobacteria
Bacillus thuringiensis,1421,CRW_16S_B_12942,Bacteria,Firmicutes
Bacillus thuringiensis,1415,CRW_16S_B_12944,Bacteria,Firmicutes
Bacillus thuringiensis,1422,CRW_16S_B_12945,Bacteria,Firmicutes
Bacillus thuringiensis,1419,CRW_16S_B_12946,Bacteria,Firmicutes
Bacillus thuringiensis,1427,CRW_16S_B_12947,Bacteria,Firmicutes
Bacillus thuringiensis,1411,CRW_16S_B_12948,Bacteria,Firmicutes
Bacillus thuringiensis,1408,CRW_16S_B_12949,Bacteria,Firmicutes
Bacillus thuringiensis,1406,CRW_16S_B_12950,Bacteria,Firmicutes
Bacillus thuringiensis,1413,CRW_16S_B_12951,Bacteria,Firmicutes
Bacillus thuringiensis,1426,CRW_16S_B_12952,Bacteria,Firmicutes
Bacillus thuringiensis,1415,CRW_16S_B_12953,Bacteria,Firmicutes
Bacillus thuringiensis,1426,CRW_16S_B_12954,Bacteria,Firmicutes
Bacillus thuringiensis,1425,CRW_16S_B_12955,Bacteria,Firmicutes
Bacillus thuringiensis,1410,CRW_16S_B_12956,Bacteria,Firmicutes
Bacillus thuringiensis,1409,CRW_16S_B_12957,Bacteria,Firmicutes
Bacillus thuringiensis,1414,CRW_16S_B_12959,Bacteria,Firmicutes
Bacillus thuringiensis,1412,CRW_16S_B_12960,Bacteria,Firmicutes
Bacillus thuringiensis,1426,CRW_16S_B_12961,Bacteria,Firmicutes
Bacillus thuringiensis,1414,CRW_16S_B_12963,Bacteria,Firmicutes
Bacillus thuringiensis,1402,CRW_16S_B_12964,Bacteria,Firmicutes
Bacillus thuringiensis,1424,CRW_16S_B_12965,Bacteria,Firmicutes
Bacillus thuringiensis,1427,CRW_16S_B_12966,Bacteria,Firmicutes
Bacillus thuringiensis,1426,CRW_16S_B_12967,Bacteria,Firmicutes
Bacillus thuringiensis,1408,CRW_16S_B_12968,Bacteria,Firmicutes
Bacillus thuringiensis,1427,CRW_16S_B_12969,Bacteria,Firmicutes
Bacillus thuringiensis,1428,CRW_16S_B_12970,Bacteria,Firmicutes
Bacillus thuringiensis,1423,CRW_16S_B_12971,Bacteria,Firmicutes
Bacillus thuringiensis,1421,CRW_16S_B_12972,Bacteria,Firmicutes
Bacillus thuringiensis,1415,CRW_16S_B_12973,Bacteria,Firmicutes
Bacillus thuringiensis,1414,CRW_16S_B_12974,Bacteria,Firmicutes
Bacillus thuringiensis,1405,CRW_16S_B_12975,Bacteria,Firmicutes
Bacillus thuringiensis,1426,CRW_16S_B_12976,Bacteria,Firmicutes
Bacillus thuringiensis,1419,CRW_16S_B_12977,Bacteria,Firmicutes
Bacillus thuringiensis,1418,CRW_16S_B_12978,Bacteria,Firmicutes
Bacillus thuringiensis,1403,CRW_16S_B_12979,Bacteria,Firmicutes
Bacillus thuringiensis,1417,CRW_16S_B_12980,Bacteria,Firmicutes
Bacillus thuringiensis,1403,CRW_16S_B_12981,Bacteria,Firmicutes
Bacillus thuringiensis,1403,CRW_16S_B_12982,Bacteria,Firmicutes
Bacillus thuringiensis,1430,CRW_16S_B_12983,Bacteria,Firmicutes
Bacillus thuringiensis,1417,CRW_16S_B_12984,Bacteria,Firmicutes
Bacillus thuringiensis,1417,CRW_16S_B_12985,Bacteria,Firmicutes
Bacillus thuringiensis,1423,CRW_16S_B_12986,Bacteria,Firmicutes
Bacillus cereus,1417,CRW_16S_B_12988,Bacteria,Firmicutes
Bacillus cereus,1421,CRW_16S_B_12990,Bacteria,Firmicutes
Bacillus cereus,1421,CRW_16S_B_12991,Bacteria,Firmicutes
Bacillus cereus,1424,CRW_16S_B_12992,Bacteria,Firmicutes
Bacillus cereus,1407,CRW_16S_B_12993,Bacteria,Firmicutes
Bacillus horikoshii,1453,CRW_16S_B_12994,Bacteria,Firmicutes
Bacillus horikoshii,1457,CRW_16S_B_12995,Bacteria,Firmicutes
Bacillus cereus,1422,CRW_16S_B_12996,Bacteria,Firmicutes
Bacillus subtilis,1450,CRW_16S_B_12997,Bacteria,Firmicutes
Bacillus cereus,1405,CRW_16S_B_12998,Bacteria,Firmicutes
Bacillus cereus,1403,CRW_16S_B_13001,Bacteria,Firmicutes
Bacillus cereus,1415,CRW_16S_B_13002,Bacteria,Firmicutes
Bacillus cereus,1423,CRW_16S_B_13003,Bacteria,Firmicutes
Bacillus cereus,1419,CRW_16S_B_13004,Bacteria,Firmicutes
Bacillus cereus,1415,CRW_16S_B_13005,Bacteria,Firmicutes
Bacillus cereus,1418,CRW_16S_B_13006,Bacteria,Firmicutes
Bacillus cereus,1417,CRW_16S_B_13007,Bacteria,Firmicutes
Bacillus cereus,1407,CRW_16S_B_13008,Bacteria,Firmicutes
Mycobacterium lacus,1470,CRW_16S_B_1307,Bacteria,Actinobacteria
Bacillus cereus,1418,CRW_16S_B_13010,Bacteria,Firmicutes
Bacillus pumilus,1413,CRW_16S_B_13012,Bacteria,Firmicutes
Bacillus pumilus,1419,CRW_16S_B_13013,Bacteria,Firmicutes
Bacillus subtilis,1412,CRW_16S_B_13017,Bacteria,Firmicutes
Bacillus mycoides,1411,CRW_16S_B_13018,Bacteria,Firmicutes
Bacillus licheniformis,1433,CRW_16S_B_13031,Bacteria,Firmicutes
Bacillus subtilis,1430,CRW_16S_B_13032,Bacteria,Firmicutes
Bacillus sp. CDB3,1423,CRW_16S_B_13037,Bacteria,Firmicutes
uncultured Staphylococcus sp.,1409,CRW_16S_B_13051,Bacteria,Firmicutes
Bacillus subtilis,1420,CRW_16S_B_13061,Bacteria,Firmicutes
Bacillus subtilis,1440,CRW_16S_B_13065,Bacteria,Firmicutes
Streptococcus agalactiae,1465,CRW_16S_B_13071,Bacteria,Firmicutes
Streptococcus canis,1462,CRW_16S_B_13072,Bacteria,Firmicutes
Streptococcus iniae,1466,CRW_16S_B_13074,Bacteria,Firmicutes
Streptococcus sanguinis,1420,CRW_16S_B_13075,Bacteria,Firmicutes
Streptococcus suis,1476,CRW_16S_B_13076,Bacteria,Firmicutes
Streptococcus urinalis,1476,CRW_16S_B_13077,Bacteria,Firmicutes
Streptococcus porcinus,1472,CRW_16S_B_13078,Bacteria,Firmicutes
Streptococcus porcinus,1449,CRW_16S_B_13079,Bacteria,Firmicutes
Streptococcus porcinus,1472,CRW_16S_B_13080,Bacteria,Firmicutes
Streptococcus porcinus,1468,CRW_16S_B_13081,Bacteria,Firmicutes
Streptococcus porcinus,1436,CRW_16S_B_13082,Bacteria,Firmicutes
Streptococcus porcinus,1468,CRW_16S_B_13083,Bacteria,Firmicutes
Streptococcus pseudoporcinus,1472,CRW_16S_B_13084,Bacteria,Firmicutes
Streptococcus pseudoporcinus,1455,CRW_16S_B_13085,Bacteria,Firmicutes
Streptococcus pseudoporcinus,1440,CRW_16S_B_13086,Bacteria,Firmicutes
Streptococcus pseudoporcinus,1472,CRW_16S_B_13087,Bacteria,Firmicutes
Streptococcus pseudoporcinus,1475,CRW_16S_B_13088,Bacteria,Firmicutes
Streptococcus pseudoporcinus,1455,CRW_16S_B_13089,Bacteria,Firmicutes
Streptococcus pseudoporcinus,1474,CRW_16S_B_13091,Bacteria,Firmicutes
Streptococcus pseudoporcinus,1456,CRW_16S_B_13092,Bacteria,Firmicutes
Bacillus subtilis,1455,CRW_16S_B_13139,Bacteria,Firmicutes
Bacillus thuringiensis,1405,CRW_16S_B_13161,Bacteria,Firmicutes
Bacillus thuringiensis,1418,CRW_16S_B_13163,Bacteria,Firmicutes
Bacillus thuringiensis,1426,CRW_16S_B_13164,Bacteria,Firmicutes
Bacillus cereus,1401,CRW_16S_B_13165,Bacteria,Firmicutes
Bacillus cereus,1406,CRW_16S_B_13167,Bacteria,Firmicutes
Rhodococcus maanshanensis,1411,CRW_16S_B_1327,Bacteria,Actinobacteria
Streptococcus porcinus,1454,CRW_16S_B_13226,Bacteria,Firmicutes
Rhodococcus aetherivorans,1409,CRW_16S_B_1329,Bacteria,Actinobacteria
Lactococcus lactis,1434,CRW_16S_B_13230,Bacteria,Firmicutes
Rhodococcus aetherivorans,1410,CRW_16S_B_1330,Bacteria,Actinobacteria
Nocardia caishijiensis,1426,CRW_16S_B_1332,Bacteria,Actinobacteria
Staphylococcus xylosus,1422,CRW_16S_B_13277,Bacteria,Firmicutes
Staphylococcus succinus,1412,CRW_16S_B_13292,Bacteria,Firmicutes
Bacillus licheniformis,1476,CRW_16S_B_13293,Bacteria,Firmicutes
Bacillus pumilus,1450,CRW_16S_B_13299,Bacteria,Firmicutes
Bacillus subtilis,1452,CRW_16S_B_13300,Bacteria,Firmicutes
Streptomyces tuirus,1455,CRW_16S_B_1338,Bacteria,Actinobacteria
Bacillus cereus,1476,CRW_16S_B_13321,Bacteria,Firmicutes
Enterococcus faecium,1460,CRW_16S_B_13351,Bacteria,Firmicutes
Enterococcus saccharolyticus,1480,CRW_16S_B_13353,Bacteria,Firmicutes
Bacillus cereus,1444,CRW_16S_B_13366,Bacteria,Firmicutes
Bacillus cereus,1475,CRW_16S_B_13368,Bacteria,Firmicutes
Bacillus cereus,1476,CRW_16S_B_13370,Bacteria,Firmicutes
Paenibacillus polymyxa,1427,CRW_16S_B_13371,Bacteria,Firmicutes
Streptomyces cyanogenus,1443,CRW_16S_B_1345,Bacteria,Actinobacteria
Streptomyces rubrogriseus,1421,CRW_16S_B_1346,Bacteria,Actinobacteria
Bacillus cereus,1454,CRW_16S_B_13418,Bacteria,Firmicutes
Rhodococcus erythropolis,1453,CRW_16S_B_1350,Bacteria,Actinobacteria
Enterococcus faecalis,1414,CRW_16S_B_13457,Bacteria,Firmicutes
Bacillus thuringiensis,1453,CRW_16S_B_13505,Bacteria,Firmicutes
Agromyces fucosus,1466,CRW_16S_B_1379,Bacteria,Actinobacteria
Agromyces mediolanus,1447,CRW_16S_B_1382,Bacteria,Actinobacteria
Bacillus cereus,1468,CRW_16S_B_13765,Bacteria,Firmicutes
Bacillus cereus,1467,CRW_16S_B_13767,Bacteria,Firmicutes
Bacillus cereus,1472,CRW_16S_B_13768,Bacteria,Firmicutes
Bacillus cereus,1476,CRW_16S_B_13769,Bacteria,Firmicutes
Agromyces mediolanus,1466,CRW_16S_B_1383,Bacteria,Actinobacteria
Agromyces mediolanus,1472,CRW_16S_B_1384,Bacteria,Actinobacteria
Actinoplanes ianthinogenes,1444,CRW_16S_B_1388,Bacteria,Actinobacteria
Bacillus subtilis,1445,CRW_16S_B_13825,Bacteria,Firmicutes
Bacillus subtilis,1431,CRW_16S_B_13846,Bacteria,Firmicutes
Bacillus subtilis,1438,CRW_16S_B_13847,Bacteria,Firmicutes
Bacillus subtilis,1431,CRW_16S_B_13848,Bacteria,Firmicutes
Bacillus subtilis,1444,CRW_16S_B_13849,Bacteria,Firmicutes
Streptomyces albus,1468,CRW_16S_B_1429,Bacteria,Actinobacteria
Streptomyces atroolivaceus,1478,CRW_16S_B_1443,Bacteria,Actinobacteria
Streptomyces massasporeus,1467,CRW_16S_B_1444,Bacteria,Actinobacteria
Streptomyces purpureus,1476,CRW_16S_B_1445,Bacteria,Actinobacteria
Streptomyces lateritius,1478,CRW_16S_B_1447,Bacteria,Actinobacteria
Streptomyces globosus,1478,CRW_16S_B_1450,Bacteria,Actinobacteria
Streptomyces fulvorobeus,1441,CRW_16S_B_1451,Bacteria,Actinobacteria
Streptomyces flavovariabilis,1478,CRW_16S_B_1454,Bacteria,Actinobacteria
Streptomyces lavendofoliae,1443,CRW_16S_B_1456,Bacteria,Actinobacteria
Streptomyces griseorubiginosus,1478,CRW_16S_B_1459,Bacteria,Actinobacteria
Streptomyces inusitatus,1469,CRW_16S_B_1460,Bacteria,Actinobacteria
Kitasatospora kifunensis,1474,CRW_16S_B_1461,Bacteria,Actinobacteria
Streptomyces laurentii,1478,CRW_16S_B_1462,Bacteria,Actinobacteria
Streptomyces olivoreticuli subsp. olivoreticuli,1476,CRW_16S_B_1465,Bacteria,Actinobacteria
Streptomyces lilacinus,1476,CRW_16S_B_1466,Bacteria,Actinobacteria
Streptomyces malachitofuscus,1469,CRW_16S_B_1467,Bacteria,Actinobacteria
Streptomyces libani subsp. rufus,1470,CRW_16S_B_1471,Bacteria,Actinobacteria
Streptomyces lomondensis,1467,CRW_16S_B_1472,Bacteria,Actinobacteria
Streptomyces nojiriensis,1477,CRW_16S_B_1475,Bacteria,Actinobacteria
Streptomyces longwoodensis,1441,CRW_16S_B_1476,Bacteria,Actinobacteria
Streptomyces mutomycini,1478,CRW_16S_B_1477,Bacteria,Actinobacteria
Streptomyces tanashiensis,1478,CRW_16S_B_1481,Bacteria,Actinobacteria
Streptomyces torulosus,1479,CRW_16S_B_1486,Bacteria,Actinobacteria
Streptomyces spororaveus,1477,CRW_16S_B_1489,Bacteria,Actinobacteria
Streptomyces variegatus,1479,CRW_16S_B_1490,Bacteria,Actinobacteria
Geobacillus kaustophilus,1474,CRW_16S_B_14844,Bacteria,Firmicutes
Streptomyces rubrogriseus,1479,CRW_16S_B_1492,Bacteria,Actinobacteria
Bacillus pumilus,1466,CRW_16S_B_14861,Bacteria,Firmicutes
Bacillus subtilis,1432,CRW_16S_B_14868,Bacteria,Firmicutes
Streptomyces violaceorubidus,1478,CRW_16S_B_1493,Bacteria,Actinobacteria
Streptomyces spinoverrucosus,1477,CRW_16S_B_1495,Bacteria,Actinobacteria
Streptomyces tricolor,1442,CRW_16S_B_1499,Bacteria,Actinobacteria
Kitasatospora kifunensis,1475,CRW_16S_B_15,Bacteria,Actinobacteria
Streptomyces purpurascens,1479,CRW_16S_B_1501,Bacteria,Actinobacteria
Streptomyces violaceus,1479,CRW_16S_B_1505,Bacteria,Actinobacteria
Streptococcus iniae,1447,CRW_16S_B_15051,Bacteria,Firmicutes
Staphylococcus pseudintermedius,1402,CRW_16S_B_15056,Bacteria,Firmicutes
Staphylococcus intermedius,1403,CRW_16S_B_15057,Bacteria,Firmicutes
Staphylococcus aureus,1473,CRW_16S_B_15061,Bacteria,Firmicutes
Staphylococcus aureus,1461,CRW_16S_B_15062,Bacteria,Firmicutes
Staphylococcus aureus,1466,CRW_16S_B_15063,Bacteria,Firmicutes
Enterococcus sp.,1440,CRW_16S_B_15068,Bacteria,Firmicutes
Enterococcus faecium,1459,CRW_16S_B_15072,Bacteria,Firmicutes
Enterococcus saccharolyticus,1438,CRW_16S_B_15078,Bacteria,Firmicutes
Enterococcus faecalis,1477,CRW_16S_B_15085,Bacteria,Firmicutes
Enterococcus faecalis,1449,CRW_16S_B_15088,Bacteria,Firmicutes
Exiguobacterium sp.,1473,CRW_16S_B_15094,Bacteria,Firmicutes
Globicatella sanguinis,1451,CRW_16S_B_15104,Bacteria,Firmicutes
Kurthia gibsonii,1463,CRW_16S_B_15113,Bacteria,Firmicutes
Kurthia zopfii,1451,CRW_16S_B_15114,Bacteria,Firmicutes
Lactococcus garvieae,1475,CRW_16S_B_15146,Bacteria,Firmicutes
Leuconostoc citreum,1479,CRW_16S_B_15147,Bacteria,Firmicutes
Lactococcus lactis,1472,CRW_16S_B_15151,Bacteria,Firmicutes
Lactococcus plantarum,1477,CRW_16S_B_15157,Bacteria,Firmicutes
Lactococcus raffinolactis,1479,CRW_16S_B_15158,Bacteria,Firmicutes
Listeria innocua,1404,CRW_16S_B_15181,Bacteria,Firmicutes
Listeria welshimeri,1404,CRW_16S_B_15182,Bacteria,Firmicutes
Listeria innocua,1404,CRW_16S_B_15183,Bacteria,Firmicutes
Listeria monocytogenes,1404,CRW_16S_B_15185,Bacteria,Firmicutes
Listeria seeligeri,1404,CRW_16S_B_15187,Bacteria,Firmicutes
Listeria monocytogenes,1404,CRW_16S_B_15189,Bacteria,Firmicutes
Listeria innocua,1474,CRW_16S_B_15191,Bacteria,Firmicutes
Listeria innocua,1470,CRW_16S_B_15192,Bacteria,Firmicutes
Listeria monocytogenes,1470,CRW_16S_B_15194,Bacteria,Firmicutes
Listeria monocytogenes,1474,CRW_16S_B_15195,Bacteria,Firmicutes
Listeria seeligeri,1453,CRW_16S_B_15200,Bacteria,Firmicutes
Marinococcus halophilus,1440,CRW_16S_B_15241,Bacteria,Firmicutes
Paenibacillus chibensis,1436,CRW_16S_B_15244,Bacteria,Firmicutes
