Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.NCBI.Classified,Taxonomy.NCBI.no rank 0,Taxonomy.NCBI.no rank 1,Taxonomy.NCBI.superkingdom,Taxonomy.NCBI.phylum,Taxonomy.NCBI.class,Taxonomy.NCBI.order,Taxonomy.NCBI.family,Taxonomy.NCBI.genus,Taxonomy.NCBI.unknown 0,Taxonomy.NCBI.no rank 2,Taxonomy.NCBI.unknown 1,Taxonomy.NCBI.no rank 3,Taxonomy.NCBI.unknown 2,Taxonomy.NCBI.species group,Taxonomy.NCBI.no rank 4,Taxonomy.NCBI.subphylum,Taxonomy.NCBI.tribe,Taxonomy.NCBI.unknown 3,Taxonomy.NCBI.subfamily,Taxonomy.NCBI.no rank 5,Taxonomy.NCBI.species subgroup,Taxonomy.NCBI.suborder,Taxonomy.NCBI.kingdom,Taxonomy.NCBI.no rank 6,Taxonomy.NCBI.no rank 7,Taxonomy.NCBI.no rank 8,Taxonomy.NCBI.no rank 9,Taxonomy.NCBI.superclass,Taxonomy.NCBI.subclass,Taxonomy.NCBI.superorder,Taxonomy.NCBI.superfamily,Taxonomy.NCBI.no rank 10,Taxonomy.NCBI.no rank 11,Taxonomy.NCBI.no rank 12,Taxonomy.NCBI.no rank 13,Taxonomy.NCBI.no rank 14,Taxonomy.NCBI.no rank 15,Taxonomy.NCBI.no rank 16,Taxonomy.NCBI.subkingdom,Taxonomy.NCBI.infraclass,Taxonomy.NCBI.cohort,Taxonomy.NCBI.infraorder,Taxonomy.NCBI.varietas,Taxonomy.NCBI.subgenus,Taxonomy.NCBI.subtribe,Taxonomy.NCBI.subcohort,Taxonomy.NCBI.parvorder,Taxonomy.NCBI.unknown 4,Taxonomy.NCBI.unknown 5,Taxonomy.NCBI.no rank 17,Taxonomy.NCBI.no rank 18,Taxonomy.NCBI.unknown 6
Bartonella quintana,BX897700,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_651,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella quintana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Protochlamydia amoebophila UWE25,BX908798,117,43,74,No,0,5S,0,(()()),((((())))(((())))),--,No,CRW,--,CRW_5S_B_652,--,Yes,root,cellular organisms,Bacteria,,Chlamydiia,Parachlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,Chlamydiae <phylum>,PVC group,Candidatus Protochlamydia amoebophila,Candidatus Protochlamydia amoebophila UWE25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Protochlamydia amoebophila UWE25,BX908798,117,43,74,No,0,5S,0,(()()),((((())))(((())))),--,No,CRW,--,CRW_5S_B_653,--,Yes,root,cellular organisms,Bacteria,,Chlamydiia,Parachlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,Chlamydiae <phylum>,PVC group,Candidatus Protochlamydia amoebophila,Candidatus Protochlamydia amoebophila UWE25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Protochlamydia amoebophila UWE25,BX908798,117,43,74,No,0,5S,0,(()()),((((())))(((())))),--,No,CRW,--,CRW_5S_B_654,--,Yes,root,cellular organisms,Bacteria,,Chlamydiia,Parachlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,Chlamydiae <phylum>,PVC group,Candidatus Protochlamydia amoebophila,Candidatus Protochlamydia amoebophila UWE25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yersinia pseudotuberculosis,BX936398,126,46,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_655,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,,Yersinia <bacteria>,,Yersinia pseudotuberculosis,,,Yersinia pseudotuberculosis complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yersinia pseudotuberculosis,BX936398,126,46,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_656,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,,Yersinia <bacteria>,,Yersinia pseudotuberculosis,,,Yersinia pseudotuberculosis complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yersinia pseudotuberculosis,BX936398,126,46,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_657,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,,Yersinia <bacteria>,,Yersinia pseudotuberculosis,,,Yersinia pseudotuberculosis complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yersinia pseudotuberculosis,BX936398,126,46,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_658,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,,Yersinia <bacteria>,,Yersinia pseudotuberculosis,,,Yersinia pseudotuberculosis complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yersinia pseudotuberculosis,BX936398,126,46,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_659,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,,Yersinia <bacteria>,,Yersinia pseudotuberculosis,,,Yersinia pseudotuberculosis complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yersinia pseudotuberculosis,BX936398,126,46,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_660,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,,Yersinia <bacteria>,,Yersinia pseudotuberculosis,,,Yersinia pseudotuberculosis complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yersinia pseudotuberculosis,BX936398,126,46,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_661,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,,Yersinia <bacteria>,,Yersinia pseudotuberculosis,,,Yersinia pseudotuberculosis complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erwinia carotovora subsp. atroseptica SCRI1043,BX950851,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_662,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erwinia carotovora subsp. atroseptica SCRI1043,BX950851,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_663,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erwinia carotovora subsp. atroseptica SCRI1043,BX950851,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_664,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erwinia carotovora subsp. atroseptica SCRI1043,BX950851,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_665,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erwinia carotovora subsp. atroseptica SCRI1043,BX950851,121,41,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_666,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erwinia carotovora subsp. atroseptica SCRI1043,BX950851,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_667,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erwinia carotovora subsp. atroseptica SCRI1043,BX950851,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_668,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erwinia carotovora subsp. atroseptica SCRI1043,BX950851,120,40,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_669,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clostridium carnis,X13663,117,41,76,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_670,--,Yes,root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium carnis,Terrabacteria group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cellulomonas biazotea,M16172,120,42,78,No,0,5S,0,(()()),(((((())))(()))),--,No,CRW,--,CRW_5S_B_671,--,Yes,root,cellular organisms,Bacteria,,,Micrococcales,Cellulomonadaceae,Cellulomonas,Actinobacteria <phylum>,Terrabacteria group,Actinobacteria <class>,,Cellulomonas biazotea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colwellia psychrerythraea,X02260,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_672,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Colwellia psychrerythraea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comamonas terrigena,AJ131595,115,41,74,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_673,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas terrigena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comamonas terrigena,X16194,115,41,74,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_674,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas terrigena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comamonas testosteroni,AJ131596,115,41,74,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_675,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas testosteroni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacillus licheniformis ATCC 14580,CP000002,36,36,0,No,0,5S,0,--,--,--,No,CRW,--,CRW_5S_B_676,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gluconobacter oxydans 621H,CP000009,117,45,72,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_677,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter oxydans,Gluconobacter oxydans 621H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gluconobacter oxydans 621H,CP000009,117,45,72,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_678,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter oxydans,Gluconobacter oxydans 621H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gluconobacter oxydans 621H,CP000009,119,45,74,No,0,5S,0,(()()),(((((())))(()))),--,No,CRW,--,CRW_5S_B_679,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter oxydans,Gluconobacter oxydans 621H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gluconobacter oxydans 621H,CP000009,119,45,74,No,0,5S,0,(()()),(((((())))(()))),--,No,CRW,--,CRW_5S_B_680,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter oxydans,Gluconobacter oxydans 621H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candidatus Blochmannia pennsylvanicus str. BPEN,CP000016,117,39,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_681,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Blochmannia,Candidatus Blochmannia pennsylvanicus,unclassified Enterobacteriaceae,,"ant, tsetse, mealybug, aphid, etc. endosymbionts",,,ant endosymbionts,,,,,Candidatus Blochmannia pennsylvanicus str. BPEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio fischeri ES114,CP000020,121,41,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_682,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio fischeri ES114,CP000020,121,41,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_683,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio fischeri ES114,CP000020,121,41,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_684,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio fischeri ES114,CP000020,121,41,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_685,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio fischeri ES114,CP000020,121,41,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_686,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio fischeri ES114,CP000020,121,41,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_687,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio fischeri ES114,CP000020,121,41,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_688,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio fischeri ES114,CP000020,121,41,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_689,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio fischeri ES114,CP000020,121,41,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_690,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio fischeri ES114,CP000020,121,41,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_691,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio fischeri ES114,CP000020,119,39,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_692,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio fischeri ES114,CP000020,121,41,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_693,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio fischeri ES114,CP000021,121,41,80,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_694,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella dysenteriae Sd197,CP000034,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_695,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,Shigella dysenteriae Sd197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella dysenteriae Sd197,CP000034,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_696,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,Shigella dysenteriae Sd197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella dysenteriae Sd197,CP000034,117,43,74,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_697,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,Shigella dysenteriae Sd197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella dysenteriae Sd197,CP000034,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_698,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,Shigella dysenteriae Sd197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella dysenteriae Sd197,CP000034,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_699,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,Shigella dysenteriae Sd197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella dysenteriae Sd197,CP000034,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_700,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,Shigella dysenteriae Sd197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella dysenteriae Sd197,CP000034,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_701,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,Shigella dysenteriae Sd197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella dysenteriae Sd197,CP000034,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_702,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,Shigella dysenteriae Sd197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella boydii Sb227,CP000036,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_703,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella boydii,Shigella boydii Sb227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella boydii Sb227,CP000036,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_704,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella boydii,Shigella boydii Sb227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella boydii Sb227,CP000036,117,43,74,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_705,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella boydii,Shigella boydii Sb227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella boydii Sb227,CP000036,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_706,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella boydii,Shigella boydii Sb227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella boydii Sb227,CP000036,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_707,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella boydii,Shigella boydii Sb227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella boydii Sb227,CP000036,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_708,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella boydii,Shigella boydii Sb227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella boydii Sb227,CP000036,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_709,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella boydii,Shigella boydii Sb227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella boydii Sb227,CP000036,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_710,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella boydii,Shigella boydii Sb227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella sonnei Ss046,CP000038,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_711,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei,Shigella sonnei Ss046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella sonnei Ss046,CP000038,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_712,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei,Shigella sonnei Ss046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella sonnei Ss046,CP000038,116,44,72,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_713,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei,Shigella sonnei Ss046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella sonnei Ss046,CP000038,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_714,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei,Shigella sonnei Ss046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella sonnei Ss046,CP000038,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_715,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei,Shigella sonnei Ss046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella sonnei Ss046,CP000038,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_716,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei,Shigella sonnei Ss046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella sonnei Ss046,CP000038,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_717,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei,Shigella sonnei Ss046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella sonnei Ss046,CP000038,119,41,78,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_718,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei,Shigella sonnei Ss046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haemophilus influenzae,CP000057,115,39,76,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_719,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haemophilus influenzae,CP000057,115,39,76,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_720,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haemophilus influenzae,CP000057,115,39,76,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_721,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haemophilus influenzae,CP000057,115,39,76,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_722,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haemophilus influenzae,CP000057,113,41,72,No,0,5S,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_723,--,Yes,root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
