Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.SILVA.Classified,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.unknown 0,Taxonomy.SILVA.class,Taxonomy.SILVA.order,Taxonomy.SILVA.family,Taxonomy.SILVA.genus,Taxonomy.SILVA.phylum,Taxonomy.SILVA.unknown 1,Taxonomy.SILVA.unknown 2,Taxonomy.SILVA.unknown 3,Taxonomy.SILVA.no rank 0,Taxonomy.SILVA.unknown 4,Taxonomy.SILVA.subphylum,Taxonomy.SILVA.subclass,Taxonomy.SILVA.kingdom,Taxonomy.SILVA.subkingdom,Taxonomy.SILVA.no rank 1,Taxonomy.SILVA.no rank 2,Taxonomy.SILVA.unknown 5,Taxonomy.SILVA.no rank 3,Taxonomy.SILVA.unknown 6,Taxonomy.SILVA.infraclass,Taxonomy.SILVA.no rank 4,Taxonomy.SILVA.no rank 5,Taxonomy.SILVA.superclass,Taxonomy.SILVA.unknown 7,Taxonomy.SILVA.suborder,Taxonomy.SILVA.superorder,Taxonomy.SILVA.no rank 6
Streptomyces sp.,M59335,120,42,78,No,0,5s,0,(()()),(((((())))(()))),--,No,CRW,--,CRW_5S_B_1269,--,Yes,Bacteria,Actinobacteriota,,Streptomycetales,Streptomycetaceae,Streptomyces,Actinobacteria,,,,,,,,,,,,,,,,,,,,,,
Thermus aquaticus,X01590,123,43,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1270,--,Yes,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus,,,,,,,,,,,,,,,,,,,,,,,
Thermus aquaticus,M10821,120,46,74,No,0,5s,0,(()()),(((((())))(()))),--,No,CRW,--,CRW_5S_B_1271,--,Yes,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus,,,,,,,,,,,,,,,,,,,,,,,
Thermus sp.,M16532,120,44,76,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1272,--,Yes,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus,,,,,,,,,,,,,,,,,,,,,,,
Thermus sp.,M16531,123,45,78,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1273,--,Yes,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus,,,,,,,,,,,,,,,,,,,,,,,
Thiobacillus sp.,M11716,117,41,76,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1274,--,Yes,Bacteria,,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Thermithiobacillus,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Thiomicrospira sp.,M11536,117,41,76,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1275,--,Yes,Bacteria,Thiomicrospirales,Gammaproteobacteria,,,Thiomicrospira,Proteobacteria,Thiomicrospiraceae,,,,,,,,,,,,,,,,,,,,,
Thiothrix sp.,M35564,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1276,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiovulum sp.,M35570,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1277,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thiothrix nivea,M35563,122,42,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1278,--,Yes,Bacteria,,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Thiomicrospira pelophila,M11535,118,40,78,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1279,--,Yes,Bacteria,Thiomicrospirales,Gammaproteobacteria,,,Thiomicrospira,Proteobacteria,Thiomicrospiraceae,,,,,,,,,,,,,,,,,,,,,
Tropheryma whipplei,AF190687,120,42,78,No,0,5s,0,(()()),(((((())))(()))),--,No,CRW,--,CRW_5S_B_1280,--,Yes,Bacteria,Actinobacteriota,,Micrococcales,Cellulomonadaceae,Tropheryma,Actinobacteria,,,,,,,,,,,,,,,,,,,,,,
Tropheryma whipplei,AF190688,120,42,78,No,0,5s,0,(()()),(((((())))(()))),--,No,CRW,--,CRW_5S_B_1281,--,Yes,Bacteria,Actinobacteriota,,Micrococcales,Cellulomonadaceae,Tropheryma,Actinobacteria,,,,,,,,,,,,,,,,,,,,,,
Tropheryma whipplei,X99636,120,42,78,No,0,5s,0,(()()),(((((())))(()))),--,No,CRW,--,CRW_5S_B_1282,--,Yes,Bacteria,Actinobacteriota,,Micrococcales,Cellulomonadaceae,Tropheryma,Actinobacteria,,,,,,,,,,,,,,,,,,,,,,
Tropheryma whipplei,AF483650,120,42,78,No,0,5s,0,(()()),(((((())))(()))),--,No,CRW,--,CRW_5S_B_1283,--,Yes,Bacteria,Actinobacteriota,,Micrococcales,Cellulomonadaceae,Tropheryma,Actinobacteria,,,,,,,,,,,,,,,,,,,,,,
Tropheryma whipplei str. Twist,AE016850,120,42,78,No,0,5s,0,(()()),(((((())))(()))),--,No,CRW,--,CRW_5S_B_1284,--,Yes,Bacteria,Actinobacteriota,,Micrococcales,Cellulomonadaceae,Tropheryma,Actinobacteria,,,,,,,,,,,,,,,,,,,,,,
Tropheryma whipplei TW08/27,BX251412,120,42,78,No,0,5s,0,(()()),(((((())))(()))),--,No,CRW,--,CRW_5S_B_1285,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thermus thermophilus,K01305,122,42,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1286,--,Yes,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus,,,,,,,,,,,,,,,,,,,,,,,
Thermus thermophilus,X01554,121,41,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1287,--,Yes,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus,,,,,,,,,,,,,,,,,,,,,,,
Thermus thermophilus,V01415,120,42,78,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1288,--,Yes,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus,,,,,,,,,,,,,,,,,,,,,,,
Tuberoidobacter mutans,M34772,116,44,72,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1289,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mycoplasma pneumoniae M129,U00089,108,40,68,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1290,--,Yes,Bacteria,,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Firmicutes,,,,,,,,,,,,,,,,,,,,,,
Escherichia coli K12,U00096,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1291,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escherichia coli K12,U00096,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1292,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escherichia coli K12,U00096,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1293,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escherichia coli K12,U00096,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1294,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escherichia coli K12,U00096,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1295,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escherichia coli K12,U00096,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1296,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escherichia coli K12,U00096,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1297,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escherichia coli K12,U00096,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1298,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haemophilus influenzae Rd KW20,U32697,115,39,76,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1299,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Haemophilus influenzae Rd KW20,U32707,115,39,76,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1300,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Haemophilus influenzae Rd KW20,U32742,115,39,76,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1301,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Haemophilus influenzae Rd KW20,U32745,115,39,76,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1302,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Haemophilus influenzae Rd KW20,U32755,115,41,74,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1303,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Haemophilus influenzae Rd KW20,U32847,115,49,66,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1304,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Vibrio adaptatus,X16191,121,43,78,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1305,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio aestuarianus,X05041,119,39,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1306,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Vibrio alginolyticus,X02241,121,41,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1307,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Vibrio harveyi,X02242,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1308,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Vibrio cholerae,X02239,119,39,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1309,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Vibrio cholerae,X02240,119,39,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1310,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Vibrio cincinnatiensis,X02248,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1311,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Vibrio cyclosites,X16192,119,41,78,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1312,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio diazotrophicus,X02243,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1313,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Vibrio fischeri,X02253,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1314,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio fluvialis,X02237,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1315,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Vibrio fluvialis,X02237,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1316,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Vibrio gazogenes,X02245,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1317,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Vibrio harveyi,X02030,121,41,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1318,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Grimontia hollisae,X16193,121,41,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1319,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Grimontia,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Vibrio sp.,M16533,121,41,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1320,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Vitreoscilla filiformis,M35568,116,40,76,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1321,--,Yes,Bacteria,,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Vibrio logei,X02254,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1322,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio mediterranei,X15179,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1323,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Vibrio metschnikovii,X02246,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1324,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Vibrio mimicus,X02238,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1325,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Vibrio natriegens,X02236,121,41,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1326,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Vibrio nereis,X03701,121,41,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1327,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Vibrio ordalii,X06687,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1328,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Vibrio proteolyticus,X02247,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1329,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Vibrio parahaemolyticus,X02235,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1330,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Vibrio parahaemolyticus,M38447,119,39,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1331,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Vibrio proteolyticus,X02247,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1332,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Vibrio tubiashii,X06688,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1333,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Vibrio vulnificus,X00930,120,40,80,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1334,--,Yes,Bacteria,,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Wolbachia sp.,AJ131642,108,42,66,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1335,--,Yes,Bacteria,,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Wolbachia sp.,AJ131644,108,42,66,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1336,--,Yes,Bacteria,,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Wolbachia sp.,AJ131643,108,42,66,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1337,--,Yes,Bacteria,,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Wolbachia sp.,AJ131644,108,42,66,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1338,--,Yes,Bacteria,,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Xylella fastidiosa,AE003871,119,41,78,No,0,5s,0,(()()),((((())))(())),--,No,CRW,--,CRW_5S_B_1339,--,Yes,Bacteria,,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella pneumophila,Z30431,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1340,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella pneumophila,Z30432,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1341,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella pneumophila,Z30433,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1342,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella pneumophila,Z30434,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1343,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella pneumophila,Z30435,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1344,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella pneumophila,Z30436,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1345,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella pneumophila,Z30437,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1346,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella pneumophila,Z30438,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1347,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella pneumophila,Z30439,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1348,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella pneumophila,Z30440,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1349,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella pneumophila,Z30441,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1350,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella pneumophila,Z30442,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1351,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella pneumophila,Z30443,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1352,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella pneumophila,Z30444,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1353,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella pneumophila,Z30445,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1354,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella pneumophila,Z30446,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1355,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella pneumophila,Z30447,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1356,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella pneumophila,Z30448,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1357,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella pneumophila,Z30449,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1358,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella pneumophila,Z30450,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1359,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella pneumophila,Z30451,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1360,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella cincinnatiensis,Z30452,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1361,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella erythra,Z30453,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1362,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella feeleii,Z30454,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1363,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella feeleii,Z30455,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1364,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella longbeachae,Z30456,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1365,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella moravica,Z30457,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1366,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella rubrilucens,Z30458,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1367,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Legionella sainthelensi,Z30459,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1368,--,Yes,Bacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Proteobacteria,,,,,,,,,,,,,,,,,,,,,,
Tatlockia micdadei,Z30460,92,54,38,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1369,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatlockia maceachernii,Z30461,90,54,36,No,0,5s,0,()(),(((())))(),--,No,CRW,--,CRW_5S_B_1370,--,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
