Organism name,Length,Benchmark ID,Taxonomy.SILVA.superkingdom,Taxonomy.SILVA.phylum,Taxonomy.SILVA.class,Taxonomy.SILVA.order
Anaeromyxobacter dehalogenans 2CP-C,72,CRW_t_B_21218,Bacteria,,,Myxococcales
Anaeromyxobacter dehalogenans 2CP-C,73,CRW_t_B_21219,Bacteria,,,Myxococcales
Staphylococcus aureus subsp. aureus NCTC 8325,73,CRW_t_B_21224,Bacteria,Firmicutes,Bacilli,
Streptococcus pyogenes MGAS10270,73,CRW_t_B_21233,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus pyogenes MGAS10270,73,CRW_t_B_21234,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus pyogenes MGAS10270,73,CRW_t_B_21235,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus pyogenes MGAS10270,73,CRW_t_B_21236,Bacteria,Firmicutes,Bacilli,Lactobacillales
Rubrobacter xylanophilus DSM 9941,73,CRW_t_B_21319,Bacteria,,Rubrobacteria,Rubrobacterales
Trichodesmium erythraeum IMS101,72,CRW_t_B_21325,Bacteria,Cyanobacteria,,
Streptococcus pneumoniae D39,73,CRW_t_B_21330,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus pneumoniae D39,73,CRW_t_B_21331,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus pneumoniae D39,73,CRW_t_B_21332,Bacteria,Firmicutes,Bacilli,Lactobacillales
Oenococcus oeni PSU-1,73,CRW_t_B_21333,Bacteria,Firmicutes,Bacilli,Lactobacillales
Lactobacillus brevis ATCC 367,73,CRW_t_B_21349,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus thermophilus LMD-9,73,CRW_t_B_21351,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus thermophilus LMD-9,73,CRW_t_B_21352,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus thermophilus LMD-9,73,CRW_t_B_21354,Bacteria,Firmicutes,Bacilli,Lactobacillales
Pediococcus pentosaceus ATCC 25745,73,CRW_t_B_21356,Bacteria,Firmicutes,Bacilli,Lactobacillales
Lactococcus lactis subsp. cremoris SK11,73,CRW_t_B_21361,Bacteria,Firmicutes,Bacilli,Lactobacillales
Lactococcus lactis subsp. cremoris SK11,73,CRW_t_B_21362,Bacteria,Firmicutes,Bacilli,Lactobacillales
Lactococcus lactis subsp. cremoris SK11,73,CRW_t_B_21363,Bacteria,Firmicutes,Bacilli,Lactobacillales
Synechococcus sp. CC9311,72,CRW_t_B_21366,Bacteria,Cyanobacteria,,Synechococcales
Pseudomonas aeruginosa UCBPP-PA14,73,CRW_t_B_21371,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa UCBPP-PA14,73,CRW_t_B_21372,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Arthrobacter sp. FB24,73,CRW_t_B_21403,Bacteria,Actinobacteria,,Micrococcales
Arthrobacter sp. FB24,73,CRW_t_B_21404,Bacteria,Actinobacteria,,Micrococcales
Mycobacterium avium 104,73,CRW_t_B_21432,Bacteria,Actinobacteria,,Corynebacteriales
Acidothermus cellulolyticus 11B,73,CRW_t_B_21436,Bacteria,Actinobacteria,,Frankiales
Acidothermus cellulolyticus 11B,73,CRW_t_B_21437,Bacteria,Actinobacteria,,Frankiales
Chlorobium phaeobacteroides DSM 266,73,CRW_t_B_21451,Bacteria,,Chlorobia,Chlorobiales
Halorhodospira halophila SL1,73,CRW_t_B_21499,Bacteria,Proteobacteria,Gammaproteobacteria,
Prochlorococcus marinus str. AS9601,72,CRW_t_B_21503,Bacteria,Cyanobacteria,,Synechococcales
Prochlorococcus marinus str. MIT 9515,72,CRW_t_B_21504,Bacteria,Cyanobacteria,,Synechococcales
Prochlorococcus marinus str. NATL1A,72,CRW_t_B_21505,Bacteria,Cyanobacteria,,Synechococcales
Prochlorococcus marinus str. MIT 9303,72,CRW_t_B_21506,Bacteria,Cyanobacteria,,Synechococcales
Cyanophora paradoxa,72,CRW_t_E_21509,Bacteria,Cyanobacteria,,
Desulfotalea psychrophila LSv54,73,CRW_t_B_21537,Bacteria,,,
Desulfotalea psychrophila LSv54,73,CRW_t_B_21538,Bacteria,,,
Bacteroides fragilis NCTC 9343,73,CRW_t_B_21543,Bacteria,,Bacteroidia,Bacteroidales
Bacteroides fragilis NCTC 9343,73,CRW_t_B_21544,Bacteria,,Bacteroidia,Bacteroidales
Legionella pneumophila str. Paris,73,CRW_t_B_21549,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales
Legionella pneumophila str. Lens,73,CRW_t_B_21552,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales
Ehrlichia ruminantium str. Welgevonden,73,CRW_t_B_21553,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Ehrlichia ruminantium str. Welgevonden,73,CRW_t_B_21554,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Corynebacterium jeikeium K411,73,CRW_t_B_21561,Bacteria,Actinobacteria,,Corynebacteriales
Lactobacillus sakei subsp. sakei 23K,73,CRW_t_B_21564,Bacteria,Firmicutes,Bacilli,Lactobacillales
Lactobacillus sakei subsp. sakei 23K,73,CRW_t_B_21566,Bacteria,Firmicutes,Bacilli,Lactobacillales
Ostreococcus tauri,72,CRW_t_E_21567,Bacteria,Cyanobacteria,,
Candidatus Kuenenia stuttgartiensis,73,CRW_t_B_21582,Bacteria,,,
Candidatus Kuenenia stuttgartiensis,73,CRW_t_B_21583,Bacteria,,,
Chlamydia muridarum,73,CRW_t_B_21588,Bacteria,Chlamydiae,,Chlamydiales
Gramella forsetii KT0803,73,CRW_t_B_21589,Bacteria,,Bacteroidia,Flavobacteriales
Cyanidium caldarium,72,CRW_t_E_21591,Bacteria,Cyanobacteria,,
Cyanidioschyzon merolae,71,CRW_t_E_21592,Bacteria,Cyanobacteria,,
Cyanidium caldarium,72,CRW_t_E_21593,Bacteria,Cyanobacteria,,
Morus indica,72,CRW_t_E_21671,Bacteria,Cyanobacteria,,
Chara vulgaris,72,CRW_t_E_21672,Bacteria,Cyanobacteria,,
Oltmannsiellopsis viridis,72,CRW_t_E_21675,Bacteria,Cyanobacteria,,
Ranunculus macranthus,72,CRW_t_E_21683,Bacteria,Cyanobacteria,,
Jasminum nudiflorum,72,CRW_t_E_21740,Bacteria,Cyanobacteria,,
Angiopteris evecta,72,CRW_t_E_21743,Bacteria,Cyanobacteria,,
Bigelowiella natans,72,CRW_t_E_21774,Bacteria,Cyanobacteria,,
Drimys granadensis,72,CRW_t_E_21777,Bacteria,Cyanobacteria,,
Piper cenocladum,72,CRW_t_E_21778,Bacteria,Cyanobacteria,,
Pelargonium x hortorum,72,CRW_t_E_21779,Bacteria,Cyanobacteria,,
Liriodendron tulipifera,72,CRW_t_E_21782,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Thalassiosira pseudonana,72,CRW_t_E_21795,Bacteria,Cyanobacteria,,
Euglena gracilis,73,CRW_t_E_21796,Bacteria,Cyanobacteria,,
Cyanidium caldarium,72,CRW_t_E_21828,Bacteria,Cyanobacteria,,
Euglena gracilis,73,CRW_t_E_21829,Bacteria,Cyanobacteria,,
Mesostigma viride,72,CRW_t_E_21831,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Haemophilus influenzae Rd KW20,73,CRW_t_B_21838,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Mycobacterium leprae,73,CRW_t_B_21844,Bacteria,Actinobacteria,,Corynebacteriales
Porphyra purpurea,72,CRW_t_E_21856,Bacteria,Cyanobacteria,,
Staphylococcus aureus,73,CRW_t_B_21873,Bacteria,Firmicutes,Bacilli,
Streptomyces lividans,73,CRW_t_B_21917,Bacteria,Actinobacteria,,Streptomycetales
Euglena gracilis,73,CRW_t_E_21941,Bacteria,Cyanobacteria,,
Zea mays,72,CRW_t_E_21944,Bacteria,Cyanobacteria,,
Euglena gracilis,73,CRW_t_E_21963,Bacteria,Cyanobacteria,,
Antithamnion sp.,71,CRW_t_E_21965,Bacteria,Cyanobacteria,,
Mycobacterium leprae,73,CRW_t_B_21983,Bacteria,Actinobacteria,,Corynebacteriales
Selaginella uncinata,73,CRW_t_E_22008,Bacteria,Cyanobacteria,,
Nicotiana tomentosiformis,73,CRW_t_E_22013,Bacteria,Cyanobacteria,,
Chlamydia trachomatis D/UW-3/CX,73,CRW_t_B_22039,Bacteria,Chlamydiae,,Chlamydiales
Buchnera aphidicola str. Sg (Schizaphis graminum),73,CRW_t_B_22106,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Bacteroides thetaiotaomicron VPI-5482,73,CRW_t_B_22169,Bacteria,,Bacteroidia,Bacteroidales
Treponema denticola ATCC 35405,73,CRW_t_B_22256,Bacteria,,Spirochaetia,Spirochaetales
Wolbachia endosymbiont strain TRS of Brugia malayi,73,CRW_t_B_22273,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Oenothera elata subsp. hookeri,73,CRW_t_E_22317,Bacteria,Cyanobacteria,,
Calycanthus floridus var. glaucus,73,CRW_t_E_22327,Bacteria,Cyanobacteria,,
Primula veris,73,CRW_t_E_22353,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Camellia sinensis,73,CRW_t_E_22364,Bacteria,Cyanobacteria,,
Paeonia veitchii,73,CRW_t_E_22445,Bacteria,Cyanobacteria,,
Nymphaea alba,73,CRW_t_E_22455,Bacteria,Cyanobacteria,,
Lotus japonicus,73,CRW_t_E_22557,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Saccharum officinarum,73,CRW_t_E_22571,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Oryza nivara,73,CRW_t_E_22576,Bacteria,Cyanobacteria,,
Synechococcus elongatus PCC 6301,72,CRW_t_B_22621,Bacteria,Cyanobacteria,,Synechococcales
Populus alba,73,CRW_t_E_22633,Bacteria,Cyanobacteria,,
Candidatus Carsonella ruddii PV,73,CRW_t_B_22642,Bacteria,Proteobacteria,Gammaproteobacteria,
Panax ginseng,73,CRW_t_E_22657,Bacteria,Cyanobacteria,,
Phalaenopsis aphrodite subsp. formosana,73,CRW_t_E_22672,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Staurastrum punctulatum,73,CRW_t_E_22675,Bacteria,Cyanobacteria,,
Buchnera aphidicola str. APS (Acyrthosiphon pisum),73,CRW_t_B_22683,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Corynebacterium efficiens YS-314,72,CRW_t_B_22743,Bacteria,Actinobacteria,,Corynebacteriales
Corynebacterium diphtheriae,72,CRW_t_B_22771,Bacteria,Actinobacteria,,Corynebacteriales
Candidatus Protochlamydia amoebophila UWE25,73,CRW_t_B_22805,Bacteria,Chlamydiae,,Chlamydiales
Chlamydia trachomatis A/HAR-13,73,CRW_t_B_22904,Bacteria,Chlamydiae,,Chlamydiales
Myxococcus xanthus DK 1622,73,CRW_t_B_22986,Bacteria,,,Myxococcales
Salinibacter ruber DSM 13855,72,CRW_t_B_23037,Bacteria,,Rhodothermia,Rhodothermales
Ehrlichia chaffeensis str. Arkansas,72,CRW_t_B_23047,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Ehrlichia chaffeensis str. Arkansas,72,CRW_t_B_23049,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Synechococcus sp. JA-3-3Ab,72,CRW_t_B_23056,Bacteria,Cyanobacteria,,
Synechococcus sp. JA-2-3B'a(2-13),72,CRW_t_B_23059,Bacteria,Cyanobacteria,,
Syntrophobacter fumaroxidans MPOB,73,CRW_t_B_23351,Bacteria,,,Syntrophobacterales
Ostreococcus tauri,72,CRW_t_E_23483,Bacteria,Cyanobacteria,,
Morus indica,73,CRW_t_E_23516,Bacteria,Cyanobacteria,,
Chara vulgaris,73,CRW_t_E_23518,Bacteria,Cyanobacteria,,
Solanum bulbocastanum,73,CRW_t_E_23527,Bacteria,Cyanobacteria,,
Ranunculus macranthus,73,CRW_t_E_23533,Bacteria,Cyanobacteria,,
Jasminum nudiflorum,73,CRW_t_E_23555,Bacteria,Cyanobacteria,,
Angiopteris evecta,73,CRW_t_E_23562,Bacteria,Cyanobacteria,,
Drimys granadensis,72,CRW_t_E_23567,Bacteria,Cyanobacteria,,
Piper cenocladum,73,CRW_t_E_23569,Bacteria,Cyanobacteria,,
Pelargonium x hortorum,73,CRW_t_E_23573,Bacteria,Cyanobacteria,,
Liriodendron tulipifera,73,CRW_t_E_23578,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Euglena gracilis,72,CRW_t_E_23612,Bacteria,Cyanobacteria,,
Euglena gracilis,73,CRW_t_E_23638,Bacteria,Cyanobacteria,,
Porphyra purpurea,72,CRW_t_E_23671,Bacteria,Cyanobacteria,,
Zea mays,73,CRW_t_E_23712,Bacteria,Cyanobacteria,,
Euglena gracilis,72,CRW_t_E_23746,Bacteria,Cyanobacteria,,
Zea mays,73,CRW_t_E_23749,Bacteria,Cyanobacteria,,
Finegoldia magna ATCC 29328,73,CRW_t_B_23946,Bacteria,Firmicutes,Clostridia,
Selaginella uncinata,73,CRW_t_E_24037,Bacteria,Cyanobacteria,,
Nicotiana tomentosiformis,73,CRW_t_E_24184,Bacteria,Cyanobacteria,,
Helicobacter pylori 26695,73,CRW_t_B_24322,Bacteria,,,Campylobacterales
Thermotoga maritima MSB8,73,CRW_t_B_24323,Bacteria,Thermotogae,,Thermotogales
Deinococcus radiodurans R1,73,CRW_t_B_24324,Bacteria,,Deinococci,Deinococcales
Treponema pallidum subsp. pallidum str. Nichols,73,CRW_t_B_24325,Bacteria,,Spirochaetia,Spirochaetales
Aquifex aeolicus VF5,73,CRW_t_B_24326,Bacteria,Aquificae,,Aquificales
Chlamydia trachomatis D/UW-3/CX,73,CRW_t_B_24329,Bacteria,Chlamydiae,,Chlamydiales
Clostridium acetobutylicum ATCC 824,73,CRW_t_B_24330,Bacteria,Firmicutes,Clostridia,Clostridiales
Clostridium acetobutylicum ATCC 824,73,CRW_t_B_24331,Bacteria,Firmicutes,Clostridia,Clostridiales
Clostridium acetobutylicum ATCC 824,73,CRW_t_B_24332,Bacteria,Firmicutes,Clostridia,Clostridiales
Streptococcus pneumoniae TIGR4,73,CRW_t_B_24344,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus pneumoniae TIGR4,73,CRW_t_B_24345,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus pneumoniae R6,73,CRW_t_B_24353,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus pneumoniae R6,73,CRW_t_B_24354,Bacteria,Firmicutes,Bacilli,Lactobacillales
Rickettsia conorii str. Malish 7,73,CRW_t_B_24355,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Leptospira interrogans serovar Lai str. 56601,73,CRW_t_B_24368,Bacteria,,,Leptospirales
Buchnera aphidicola str. Sg (Schizaphis graminum),73,CRW_t_B_24374,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Streptococcus mutans UA159,73,CRW_t_B_24385,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus agalactiae 2603V/R,73,CRW_t_B_24389,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus agalactiae 2603V/R,73,CRW_t_B_24390,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus agalactiae 2603V/R,73,CRW_t_B_24391,Bacteria,Firmicutes,Bacilli,Lactobacillales
Staphylococcus epidermidis ATCC 12228,73,CRW_t_B_24405,Bacteria,Firmicutes,Bacilli,
Staphylococcus epidermidis ATCC 12228,73,CRW_t_B_24406,Bacteria,Firmicutes,Bacilli,
Vibrio vulnificus CMCP6,73,CRW_t_B_24407,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio vulnificus CMCP6,73,CRW_t_B_24408,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio vulnificus CMCP6,73,CRW_t_B_24409,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Vibrio vulnificus CMCP6,73,CRW_t_B_24410,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Buchnera aphidicola str. Bp (Baizongia pistaciae),73,CRW_t_B_24418,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Enterococcus faecalis V583,73,CRW_t_B_24421,Bacteria,Firmicutes,Bacilli,Lactobacillales
Enterococcus faecalis V583,73,CRW_t_B_24422,Bacteria,Firmicutes,Bacilli,Lactobacillales
Bacillus cereus ATCC 14579,73,CRW_t_B_24427,Bacteria,Firmicutes,Bacilli,Bacillales
Treponema denticola ATCC 35405,73,CRW_t_B_24454,Bacteria,,Spirochaetia,Spirochaetales
Wolbachia endosymbiont strain TRS of Brugia malayi,73,CRW_t_B_24465,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Bacillus anthracis str. 'Ames Ancestor',73,CRW_t_B_24473,Bacteria,Firmicutes,Bacilli,Bacillales
Idiomarina loihiensis L2TR,73,CRW_t_B_24474,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Cyanidium caldarium,73,CRW_t_E_24482,Bacteria,Cyanobacteria,,
Guillardia theta,73,CRW_t_E_24547,Bacteria,Cyanobacteria,,
Mesostigma viride,73,CRW_t_E_24857,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Streptococcus agalactiae,72,CRW_t_B_25129,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus agalactiae,73,CRW_t_B_25130,Bacteria,Firmicutes,Bacilli,Lactobacillales
Lactobacillus sakei,73,CRW_t_B_25454,Bacteria,Firmicutes,Bacilli,Lactobacillales
Lactobacillus sakei,73,CRW_t_B_25455,Bacteria,Firmicutes,Bacilli,Lactobacillales
Zea mays,73,CRW_t_E_25487,Bacteria,Cyanobacteria,,
Chaetosphaeridium globosum,73,CRW_t_E_25604,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Calycanthus floridus var. glaucus,73,CRW_t_E_26133,Bacteria,Cyanobacteria,,
Nymphaea alba,73,CRW_t_E_26610,Bacteria,Cyanobacteria,,
Staphylococcus aureus RF122,73,CRW_t_B_26800,Bacteria,Firmicutes,Bacilli,
Staphylococcus aureus RF122,73,CRW_t_B_26801,Bacteria,Firmicutes,Bacilli,
Listeria monocytogenes,73,CRW_t_B_26967,Bacteria,Firmicutes,Bacilli,Lactobacillales
Listeria monocytogenes,73,CRW_t_B_26968,Bacteria,Firmicutes,Bacilli,Lactobacillales
Listeria innocua,73,CRW_t_B_26969,Bacteria,Firmicutes,Bacilli,Lactobacillales
Listeria innocua,73,CRW_t_B_26970,Bacteria,Firmicutes,Bacilli,Lactobacillales
Lactobacillus plantarum WCFS1,73,CRW_t_B_26979,Bacteria,Firmicutes,Bacilli,Lactobacillales
Lactobacillus plantarum WCFS1,73,CRW_t_B_26980,Bacteria,Firmicutes,Bacilli,Lactobacillales
Bordetella avium 197N,73,CRW_t_B_27030,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Listeria welshimeri serovar 6b str. SLCC5334,73,CRW_t_B_27110,Bacteria,Firmicutes,Bacilli,Lactobacillales
Listeria welshimeri serovar 6b str. SLCC5334,73,CRW_t_B_27111,Bacteria,Firmicutes,Bacilli,Lactobacillales
Lactococcus lactis subsp. cremoris MG1363,73,CRW_t_B_27180,Bacteria,Firmicutes,Bacilli,Lactobacillales
Lactococcus lactis subsp. cremoris MG1363,73,CRW_t_B_27181,Bacteria,Firmicutes,Bacilli,Lactobacillales
Lotus japonicus,73,CRW_t_E_27189,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Onion yellows phytoplasma OY-M,73,CRW_t_B_27195,Bacteria,Firmicutes,Bacilli,Acholeplasmatales
Saccharum officinarum,73,CRW_t_E_27196,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Staphylococcus haemolyticus JCSC1435,73,CRW_t_B_27198,Bacteria,Firmicutes,Bacilli,
Staphylococcus haemolyticus JCSC1435,73,CRW_t_B_27199,Bacteria,Firmicutes,Bacilli,
Oryza nivara,73,CRW_t_E_27200,Bacteria,Cyanobacteria,,
Bacteroides fragilis YCH46,73,CRW_t_B_27204,Bacteria,,Bacteroidia,Bacteroidales
Bacteroides fragilis YCH46,73,CRW_t_B_27205,Bacteria,,Bacteroidia,Bacteroidales
Saccharum officinarum,73,CRW_t_E_27208,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Saccharum officinarum,73,CRW_t_E_27209,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Synechococcus elongatus PCC 6301,73,CRW_t_B_27233,Bacteria,Cyanobacteria,,Synechococcales
Populus alba,73,CRW_t_E_27238,Bacteria,Cyanobacteria,,
Candidatus Carsonella ruddii PV,73,CRW_t_B_27242,Bacteria,Proteobacteria,Gammaproteobacteria,
Adiantum capillus-veneris,73,CRW_t_E_27735,Bacteria,Cyanobacteria,,
Pinus koraiensis,73,CRW_t_E_27998,Bacteria,Cyanobacteria,,
Panax ginseng,73,CRW_t_E_28963,Bacteria,Cyanobacteria,,
Emiliania huxleyi,73,CRW_t_E_29331,Bacteria,Cyanobacteria,,
Phalaenopsis aphrodite subsp. formosana,73,CRW_t_E_29683,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Staurastrum punctulatum,73,CRW_t_E_29763,Bacteria,Cyanobacteria,,
Buchnera aphidicola str. APS (Acyrthosiphon pisum),73,CRW_t_B_29922,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Staphylococcus aureus subsp. aureus Mu50,73,CRW_t_B_29928,Bacteria,Firmicutes,Bacilli,
Staphylococcus aureus subsp. aureus Mu50,73,CRW_t_B_29929,Bacteria,Firmicutes,Bacilli,
Staphylococcus aureus subsp. aureus N315,73,CRW_t_B_29930,Bacteria,Firmicutes,Bacilli,
Staphylococcus aureus subsp. aureus N315,73,CRW_t_B_29931,Bacteria,Firmicutes,Bacilli,
Nostoc sp. PCC 7120,73,CRW_t_B_29932,Bacteria,Cyanobacteria,,
Oceanobacillus iheyensis HTE831,73,CRW_t_B_29936,Bacteria,Firmicutes,Bacilli,Bacillales
Oceanobacillus iheyensis HTE831,73,CRW_t_B_29937,Bacteria,Firmicutes,Bacilli,Bacillales
Staphylococcus aureus subsp. aureus MW2,73,CRW_t_B_29943,Bacteria,Firmicutes,Bacilli,
Staphylococcus aureus subsp. aureus MW2,73,CRW_t_B_29944,Bacteria,Firmicutes,Bacilli,
Streptococcus pyogenes SSI-1,73,CRW_t_B_29945,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus pyogenes SSI-1,73,CRW_t_B_29946,Bacteria,Firmicutes,Bacilli,Lactobacillales
Bacillus subtilis,73,CRW_t_B_29954,Bacteria,Firmicutes,Bacilli,Bacillales
Corynebacterium diphtheriae,73,CRW_t_B_29967,Bacteria,Actinobacteria,,Corynebacteriales
Candidatus Blochmannia floridanus,73,CRW_t_B_29968,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Rhodopirellula baltica SH 1,73,CRW_t_B_29972,Bacteria,Planctomycetes,,
Staphylococcus aureus subsp. aureus MRSA252,73,CRW_t_B_29975,Bacteria,Firmicutes,Bacilli,
Staphylococcus aureus subsp. aureus MRSA252,73,CRW_t_B_29976,Bacteria,Firmicutes,Bacilli,
Staphylococcus aureus subsp. aureus MSSA476,73,CRW_t_B_29977,Bacteria,Firmicutes,Bacilli,
Staphylococcus aureus subsp. aureus MSSA476,73,CRW_t_B_29978,Bacteria,Firmicutes,Bacilli,
Candidatus Protochlamydia amoebophila UWE25,73,CRW_t_B_29992,Bacteria,Chlamydiae,,Chlamydiales
Streptococcus pyogenes MGAS10394,73,CRW_t_B_30006,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus pyogenes MGAS10394,73,CRW_t_B_30007,Bacteria,Firmicutes,Bacilli,Lactobacillales
Candidatus Blochmannia pennsylvanicus str. BPEN,73,CRW_t_B_30012,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Anaplasma marginale str. St. Maries,71,CRW_t_B_30025,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Lactobacillus acidophilus NCFM,73,CRW_t_B_30028,Bacteria,Firmicutes,Bacilli,Lactobacillales
Staphylococcus aureus subsp. aureus COL,73,CRW_t_B_30035,Bacteria,Firmicutes,Bacilli,
Staphylococcus aureus subsp. aureus COL,73,CRW_t_B_30036,Bacteria,Firmicutes,Bacilli,
Chlamydia trachomatis A/HAR-13,73,CRW_t_B_30038,Bacteria,Chlamydiae,,Chlamydiales
Thermobifida fusca YX,73,CRW_t_B_30053,Bacteria,Actinobacteria,,Streptosporangiales
Pelodictyon luteolum DSM 273,73,CRW_t_B_30058,Bacteria,,Chlorobia,Chlorobiales
Ehrlichia canis str. Jake,73,CRW_t_B_30062,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Myxococcus xanthus DK 1622,73,CRW_t_B_30067,Bacteria,,,Myxococcales
Streptococcus agalactiae A909,73,CRW_t_B_30068,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus agalactiae A909,73,CRW_t_B_30069,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus agalactiae A909,73,CRW_t_B_30070,Bacteria,Firmicutes,Bacilli,Lactobacillales
Erythrobacter litoralis HTCC2594,73,CRW_t_B_30086,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales
Ehrlichia chaffeensis str. Arkansas,73,CRW_t_B_30095,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Neorickettsia sennetsu str. Miyayama,73,CRW_t_B_30096,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Baumannia cicadellinicola str. Hc (Homalodisca coagulata),73,CRW_t_B_30097,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Synechococcus sp. JA-3-3Ab,73,CRW_t_B_30098,Bacteria,Cyanobacteria,,
Synechococcus sp. JA-2-3B'a(2-13),73,CRW_t_B_30099,Bacteria,Cyanobacteria,,
Escherichia coli UTI89,73,CRW_t_B_30101,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli UTI89,73,CRW_t_B_30102,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Anaeromyxobacter dehalogenans 2CP-C,73,CRW_t_B_30112,Bacteria,,,Myxococcales
Staphylococcus aureus subsp. aureus NCTC 8325,73,CRW_t_B_30114,Bacteria,Firmicutes,Bacilli,
Staphylococcus aureus subsp. aureus NCTC 8325,73,CRW_t_B_30115,Bacteria,Firmicutes,Bacilli,
Staphylococcus aureus subsp. aureus USA300,73,CRW_t_B_30117,Bacteria,Firmicutes,Bacilli,
Staphylococcus aureus subsp. aureus USA300,73,CRW_t_B_30118,Bacteria,Firmicutes,Bacilli,
Streptococcus pyogenes MGAS10270,73,CRW_t_B_30121,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus pyogenes MGAS10270,73,CRW_t_B_30122,Bacteria,Firmicutes,Bacilli,Lactobacillales
Rubrobacter xylanophilus DSM 9941,73,CRW_t_B_30165,Bacteria,,Rubrobacteria,Rubrobacterales
