Organism name,Length,Benchmark ID,Taxonomy.LTP.superkingdom,Taxonomy.LTP.class,Taxonomy.LTP.order
Pseudomonas fluorescens,74,CRW_t_B_19927,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas fluorescens,74,CRW_t_B_19928,Bacteria,Gammaproteobacteria,Pseudomonadales
Mycobacterium leprae,74,CRW_t_B_20121,Bacteria,,
Lactobacillus acidophilus,75,CRW_t_B_20129,Bacteria,Bacilli,Lactobacillales
Lactobacillus helveticus,75,CRW_t_B_20132,Bacteria,Bacilli,Lactobacillales
Oenococcus oeni,74,CRW_t_B_20580,Bacteria,Bacilli,Lactobacillales
Mycoplasma agalactiae,75,CRW_t_B_21674,Bacteria,Mollicutes,Mycoplasmatales
Mycoplasma pneumoniae,75,CRW_t_B_21825,Bacteria,Mollicutes,Mycoplasmatales
Mycoplasma pneumoniae,75,CRW_t_B_21914,Bacteria,Mollicutes,Mycoplasmatales
Azospirillum lipoferum,75,CRW_t_B_21943,Bacteria,Alphaproteobacteria,Rhodospirillales
Mycobacterium smegmatis,74,CRW_t_B_22305,Bacteria,,
Mycobacterium leprae,74,CRW_t_B_22472,Bacteria,,
Listeria monocytogenes,74,CRW_t_B_22480,Bacteria,Bacilli,
Listeria monocytogenes,74,CRW_t_B_22481,Bacteria,Bacilli,
Listeria monocytogenes,74,CRW_t_B_22482,Bacteria,Bacilli,
Listeria innocua,74,CRW_t_B_22483,Bacteria,Bacilli,
Listeria innocua,74,CRW_t_B_22484,Bacteria,Bacilli,
Listeria innocua,74,CRW_t_B_22485,Bacteria,Bacilli,
Streptomyces ambofaciens,74,CRW_t_B_22533,Bacteria,,Streptomycetales
Spiroplasma citri,75,CRW_t_B_22534,Bacteria,Mollicutes,Entomoplasmatales
Staphylococcus saprophyticus subsp. saprophyticus,74,CRW_t_B_22628,Bacteria,Bacilli,
Staphylococcus saprophyticus subsp. saprophyticus,74,CRW_t_B_22630,Bacteria,Bacilli,
Staphylococcus saprophyticus subsp. saprophyticus,74,CRW_t_B_22631,Bacteria,Bacilli,
Streptomyces rimosus,75,CRW_t_B_23684,Bacteria,,Streptomycetales
Streptomyces rimosus,75,CRW_t_B_23685,Bacteria,,Streptomycetales
Mycobacterium leprae,74,CRW_t_B_23774,Bacteria,,
Micromonospora nigra,74,CRW_t_B_29665,Bacteria,,Micromonosporales
Erwinia amylovora,75,CRW_t_B_29682,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,75,CRW_t_B_31284,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,74,CRW_t_B_31285,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,75,CRW_t_B_31286,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,74,CRW_t_B_31287,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,74,CRW_t_B_31288,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,74,CRW_t_B_31292,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,75,CRW_t_B_31293,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,75,CRW_t_B_31296,Bacteria,Gammaproteobacteria,Enterobacterales
Bacillus subtilis,74,CRW_t_B_31320,Bacteria,Bacilli,
Listeria monocytogenes,74,CRW_t_B_31776,Bacteria,Bacilli,
Listeria monocytogenes,74,CRW_t_B_31777,Bacteria,Bacilli,
Listeria innocua,74,CRW_t_B_31778,Bacteria,Bacilli,
Listeria innocua,74,CRW_t_B_31779,Bacteria,Bacilli,
Staphylococcus saprophyticus subsp. saprophyticus,74,CRW_t_B_31906,Bacteria,Bacilli,
Staphylococcus saprophyticus subsp. saprophyticus,74,CRW_t_B_31907,Bacteria,Bacilli,
Bacillus cereus,74,CRW_t_B_31938,Bacteria,Bacilli,
Bacillus cereus,74,CRW_t_B_31940,Bacteria,Bacilli,
Bacillus cereus,74,CRW_t_B_31941,Bacteria,Bacilli,
Mycobacterium smegmatis,74,CRW_t_B_32665,Bacteria,,
Lactobacillus delbrueckii,74,CRW_t_B_32697,Bacteria,Bacilli,Lactobacillales
Mycobacterium leprae,74,CRW_t_B_32723,Bacteria,,
Micrococcus luteus,74,CRW_t_B_32789,Bacteria,,Micrococcales
Streptococcus mutans,74,CRW_t_B_32802,Bacteria,Bacilli,Lactobacillales
Geobacillus stearothermophilus,74,CRW_t_B_32983,Bacteria,Bacilli,
Rickettsia felis,74,CRW_t_B_33003,Bacteria,Alphaproteobacteria,Rickettsiales
Listeria monocytogenes,74,CRW_t_B_33026,Bacteria,Bacilli,
Listeria innocua,74,CRW_t_B_33027,Bacteria,Bacilli,
Spiroplasma citri,75,CRW_t_B_33048,Bacteria,Mollicutes,Entomoplasmatales
Staphylococcus saprophyticus subsp. saprophyticus,74,CRW_t_B_33098,Bacteria,Bacilli,
Bacillus cereus,74,CRW_t_B_33113,Bacteria,Bacilli,
Bacillus subtilis,74,CRW_t_B_33170,Bacteria,Bacilli,
Bacillus subtilis,74,CRW_t_B_33171,Bacteria,Bacilli,
Mycoplasma pneumoniae,74,CRW_t_B_33509,Bacteria,Mollicutes,Mycoplasmatales
Mycoplasma pneumoniae,75,CRW_t_B_33511,Bacteria,Mollicutes,Mycoplasmatales
Mycoplasma genitalium,75,CRW_t_B_33512,Bacteria,Mollicutes,Mycoplasmatales
Mycoplasma gallisepticum,75,CRW_t_B_33514,Bacteria,Mollicutes,Mycoplasmatales
Mycoplasma genitalium,75,CRW_t_B_33532,Bacteria,Mollicutes,Mycoplasmatales
Acholeplasma laidlawii,75,CRW_t_B_33540,Bacteria,Mollicutes,Acholeplasmatales
Bacillus subtilis,74,CRW_t_B_33605,Bacteria,Bacilli,
Mycobacterium smegmatis,74,RFAM_t_B_34479,Bacteria,,
Bacillus subtilis,74,RFAM_t_B_34483,Bacteria,Bacilli,
Bacillus subtilis,74,RFAM_t_B_34484,Bacteria,Bacilli,
Bacillus subtilis,74,RFAM_t_B_34485,Bacteria,Bacilli,
Bacillus subtilis,74,RFAM_t_B_34487,Bacteria,Bacilli,
Bacillus subtilis,74,RFAM_t_B_34490,Bacteria,Bacilli,
Escherichia coli,74,RFAM_t_B_34729,Bacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli,74,RFAM_t_B_34733,Bacteria,Gammaproteobacteria,Enterobacterales
Caulobacter vibrioides,74,RFAM_t_B_34748,Bacteria,Alphaproteobacteria,Caulobacterales
Streptomyces rimosus,74,RFAM_t_B_34867,Bacteria,,Streptomycetales
Escherichia coli,74,RFAM_t_B_35003,Bacteria,Gammaproteobacteria,Enterobacterales
Spiroplasma melliferum,74,RFAM_t_B_35023,Bacteria,Mollicutes,Entomoplasmatales
Spiroplasma melliferum,74,RFAM_t_B_35026,Bacteria,Mollicutes,Entomoplasmatales
Spiroplasma melliferum,74,RFAM_t_B_35027,Bacteria,Mollicutes,Entomoplasmatales
Spiroplasma melliferum,74,RFAM_t_B_35029,Bacteria,Mollicutes,Entomoplasmatales
Spiroplasma melliferum,74,RFAM_t_B_35030,Bacteria,Mollicutes,Entomoplasmatales
Acidithiobacillus ferrooxidans,74,RFAM_t_B_35077,Bacteria,Acidithiobacillia,Acidithiobacillales
Lactobacillus delbrueckii,74,RFAM_t_B_35137,Bacteria,Bacilli,Lactobacillales
Lactobacillus delbrueckii,74,RFAM_t_B_35140,Bacteria,Bacilli,Lactobacillales
Acholeplasma laidlawii,74,RFAM_t_B_35277,Bacteria,Mollicutes,Acholeplasmatales
Acholeplasma laidlawii,74,RFAM_t_B_35282,Bacteria,Mollicutes,Acholeplasmatales
Acholeplasma laidlawii,74,RFAM_t_B_35287,Bacteria,Mollicutes,Acholeplasmatales
Acholeplasma laidlawii,74,RFAM_t_B_35289,Bacteria,Mollicutes,Acholeplasmatales
Acholeplasma laidlawii,74,RFAM_t_B_35295,Bacteria,Mollicutes,Acholeplasmatales
Acholeplasma laidlawii,74,RFAM_t_B_35296,Bacteria,Mollicutes,Acholeplasmatales
Bradyrhizobium japonicum,77,CRW_t_B_57,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_58,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_59,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_60,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_61,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_62,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_63,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_64,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_65,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_67,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_68,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_69,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_70,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_71,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_72,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_73,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_74,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_75,Bacteria,Alphaproteobacteria,
Bradyrhizobium liaoningense,77,CRW_t_B_76,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_77,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_174,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_175,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_176,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_177,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_178,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_179,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_180,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_181,Bacteria,Alphaproteobacteria,
Rhodopseudomonas palustris,76,CRW_t_B_754,Bacteria,Alphaproteobacteria,
Rhodopseudomonas palustris,76,CRW_t_B_755,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_763,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_764,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_765,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_766,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_767,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_768,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_769,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_770,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_771,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_772,Bacteria,Alphaproteobacteria,
Bradyrhizobium liaoningense,77,CRW_t_B_773,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_774,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_775,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_776,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_777,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_827,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_828,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_829,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_830,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_831,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_832,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_833,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_834,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_835,Bacteria,Alphaproteobacteria,
Bradyrhizobium denitrificans,77,CRW_t_B_860,Bacteria,Alphaproteobacteria,
Afipia felis,77,CRW_t_B_877,Bacteria,Alphaproteobacteria,
Rhodopseudomonas palustris,77,CRW_t_B_878,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_880,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_881,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_882,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_884,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_885,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_888,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_889,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_890,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_891,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_892,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_893,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_894,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_895,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_896,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_897,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_898,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_899,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_900,Bacteria,Alphaproteobacteria,
Bradyrhizobium liaoningense,77,CRW_t_B_901,Bacteria,Alphaproteobacteria,
Bradyrhizobium liaoningense,77,CRW_t_B_902,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_903,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_904,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_905,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_907,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_908,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_920,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_921,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_922,Bacteria,Alphaproteobacteria,
Magnetospirillum gryphiswaldense,76,CRW_t_B_1646,Bacteria,Alphaproteobacteria,Rhodospirillales
Bradyrhizobium yuanmingense,77,CRW_t_B_2308,Bacteria,Alphaproteobacteria,
Bradyrhizobium yuanmingense,77,CRW_t_B_2309,Bacteria,Alphaproteobacteria,
Bradyrhizobium elkanii,77,CRW_t_B_3081,Bacteria,Alphaproteobacteria,
Bradyrhizobium japonicum,77,CRW_t_B_3082,Bacteria,Alphaproteobacteria,
Burkholderia cepacia,76,CRW_t_B_4394,Bacteria,Betaproteobacteria,Burkholderiales
Burkholderia cepacia,76,CRW_t_B_4395,Bacteria,Betaproteobacteria,Burkholderiales
Burkholderia cepacia,76,CRW_t_B_4396,Bacteria,Betaproteobacteria,Burkholderiales
Coxiella burnetii,76,CRW_t_B_4508,Bacteria,Gammaproteobacteria,Legionellales
Bradyrhizobium japonicum,77,CRW_t_B_4549,Bacteria,Alphaproteobacteria,
Erwinia amylovora,77,CRW_t_B_8393,Bacteria,Gammaproteobacteria,Enterobacterales
Vibrio fluvialis,76,CRW_t_B_8782,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio fluvialis,76,CRW_t_B_8784,Bacteria,Gammaproteobacteria,Vibrionales
Acholeplasma laidlawii,76,CRW_t_B_15674,Bacteria,Mollicutes,Acholeplasmatales
Neisseria gonorrhoeae,76,CRW_t_B_16199,Bacteria,Betaproteobacteria,Neisseriales
Neisseria gonorrhoeae,76,CRW_t_B_16200,Bacteria,Betaproteobacteria,Neisseriales
Neisseria gonorrhoeae,76,CRW_t_B_16201,Bacteria,Betaproteobacteria,Neisseriales
Neisseria gonorrhoeae,76,CRW_t_B_16202,Bacteria,Betaproteobacteria,Neisseriales
Bradyrhizobium denitrificans,76,CRW_t_B_16301,Bacteria,Alphaproteobacteria,
Vibrio parahaemolyticus,76,CRW_t_B_17386,Bacteria,Gammaproteobacteria,Vibrionales
Borrelia miyamotoi,78,CRW_t_B_17574,Bacteria,Spirochaetia,Spirochaetales
Bartonella quintana,76,CRW_t_B_17756,Bacteria,Alphaproteobacteria,
Bartonella quintana,76,CRW_t_B_17757,Bacteria,Alphaproteobacteria,
Pseudomonas aeruginosa,76,CRW_t_B_19912,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,76,CRW_t_B_19913,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa,76,CRW_t_B_19914,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas mendocina,76,CRW_t_B_19920,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas mendocina,76,CRW_t_B_19921,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas mendocina,76,CRW_t_B_19922,Bacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas mendocina,76,CRW_t_B_19923,Bacteria,Gammaproteobacteria,Pseudomonadales
Coxiella burnetii,76,CRW_t_B_20046,Bacteria,Gammaproteobacteria,Legionellales
Prevotella ruminicola,76,CRW_t_B_9,Bacteria,Bacteroidia,Bacteroidales
Xanthomonas campestris,76,CRW_t_B_18,Bacteria,Gammaproteobacteria,
Xanthomonas campestris,76,CRW_t_B_19,Bacteria,Gammaproteobacteria,
Xanthomonas campestris,76,CRW_t_B_20,Bacteria,Gammaproteobacteria,
Xanthomonas campestris,76,CRW_t_B_21,Bacteria,Gammaproteobacteria,
Xanthomonas campestris,76,CRW_t_B_22,Bacteria,Gammaproteobacteria,
Xanthomonas campestris,76,CRW_t_B_23,Bacteria,Gammaproteobacteria,
Xanthomonas campestris,76,CRW_t_B_24,Bacteria,Gammaproteobacteria,
Xanthomonas campestris,76,CRW_t_B_25,Bacteria,Gammaproteobacteria,
Vibrio parahaemolyticus,76,CRW_t_B_41,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_42,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio parahaemolyticus,76,CRW_t_B_43,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio vulnificus,76,CRW_t_B_49,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio vulnificus,76,CRW_t_B_50,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio vulnificus,76,CRW_t_B_51,Bacteria,Gammaproteobacteria,Vibrionales
Tuberibacillus calidus,76,CRW_t_B_87,Bacteria,Bacilli,
Sporolactobacillus terrae,76,CRW_t_B_88,Bacteria,Bacilli,
Halobacillus trueperi,76,CRW_t_B_111,Bacteria,Bacilli,
Halobacillus trueperi,76,CRW_t_B_112,Bacteria,Bacilli,
Halobacillus litoralis,76,CRW_t_B_113,Bacteria,Bacilli,
Halobacillus salinus,76,CRW_t_B_114,Bacteria,Bacilli,
Taylorella asinigenitalis,76,CRW_t_B_158,Bacteria,Betaproteobacteria,Burkholderiales
Acinetobacter baumannii,76,CRW_t_B_183,Bacteria,Gammaproteobacteria,
Acinetobacter calcoaceticus,76,CRW_t_B_227,Bacteria,Gammaproteobacteria,
Acholeplasma oculi,76,CRW_t_B_538,Bacteria,Mollicutes,Acholeplasmatales
Acholeplasma palmae,76,CRW_t_B_539,Bacteria,Mollicutes,Acholeplasmatales
Anaeroplasma abactoclasticum,76,CRW_t_B_540,Bacteria,Mollicutes,Anaeroplasmatales
Xanthomonas campestris,76,CRW_t_B_544,Bacteria,Gammaproteobacteria,
Actinobacillus pleuropneumoniae,76,CRW_t_B_545,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,76,CRW_t_B_546,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,76,CRW_t_B_547,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,76,CRW_t_B_548,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,76,CRW_t_B_549,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,76,CRW_t_B_550,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,76,CRW_t_B_551,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,76,CRW_t_B_552,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus pleuropneumoniae,76,CRW_t_B_553,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus lignieresii,76,CRW_t_B_554,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus lignieresii,76,CRW_t_B_555,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus lignieresii,76,CRW_t_B_556,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus suis,76,CRW_t_B_557,Bacteria,Gammaproteobacteria,Pasteurellales
Actinobacillus lignieresii,76,CRW_t_B_558,Bacteria,Gammaproteobacteria,Pasteurellales
Vibrio cholerae,76,CRW_t_B_563,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio cholerae,76,CRW_t_B_564,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio cholerae,76,CRW_t_B_565,Bacteria,Gammaproteobacteria,Vibrionales
Pseudomonas aeruginosa,76,CRW_t_B_656,Bacteria,Gammaproteobacteria,Pseudomonadales
Haemophilus parainfluenzae,76,CRW_t_B_657,Bacteria,Gammaproteobacteria,Pasteurellales
Bartonella vinsonii subsp. berkhoffii,76,CRW_t_B_658,Bacteria,Alphaproteobacteria,
Campylobacter coli,76,CRW_t_B_660,Bacteria,,Campylobacterales
Alcanivorax borkumensis,76,CRW_t_B_758,Bacteria,Gammaproteobacteria,Pseudomonadales
Zymobacter palmae,76,CRW_t_B_779,Bacteria,Gammaproteobacteria,Pseudomonadales
Brucella melitensis,76,CRW_t_B_780,Bacteria,Alphaproteobacteria,
Brucella melitensis,76,CRW_t_B_781,Bacteria,Alphaproteobacteria,
Brucella melitensis,76,CRW_t_B_782,Bacteria,Alphaproteobacteria,
Pectobacterium cacticida,76,CRW_t_B_787,Bacteria,Gammaproteobacteria,Enterobacterales
Pectobacterium betavasculorum,76,CRW_t_B_792,Bacteria,Gammaproteobacteria,Enterobacterales
Pectobacterium atrosepticum,76,CRW_t_B_793,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia rhapontici,76,CRW_t_B_794,Bacteria,Gammaproteobacteria,Enterobacterales
Cupriavidus pauculus,76,CRW_t_B_809,Bacteria,Betaproteobacteria,Burkholderiales
Neisseria gonorrhoeae,76,CRW_t_B_836,Bacteria,Betaproteobacteria,Neisseriales
Vibrio campbellii,76,CRW_t_B_1035,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio diazotrophicus,76,CRW_t_B_1037,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio fluvialis,76,CRW_t_B_1038,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio fluvialis,76,CRW_t_B_1039,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio nigripulchritudo,76,CRW_t_B_1040,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio nigripulchritudo,76,CRW_t_B_1041,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio nigripulchritudo,76,CRW_t_B_1042,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio nigripulchritudo,76,CRW_t_B_1043,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio proteolyticus,76,CRW_t_B_1044,Bacteria,Gammaproteobacteria,Vibrionales
Vibrio proteolyticus,76,CRW_t_B_1045,Bacteria,Gammaproteobacteria,Vibrionales
Erwinia amylovora,76,CRW_t_B_1071,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,76,CRW_t_B_1072,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,76,CRW_t_B_1073,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,76,CRW_t_B_1074,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia pyrifoliae,76,CRW_t_B_1075,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia pyrifoliae,76,CRW_t_B_1076,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,76,CRW_t_B_1077,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,76,CRW_t_B_1078,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,76,CRW_t_B_1079,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,76,CRW_t_B_1080,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,76,CRW_t_B_1081,Bacteria,Gammaproteobacteria,Enterobacterales
Erwinia amylovora,76,CRW_t_B_1082,Bacteria,Gammaproteobacteria,Enterobacterales
Acidithiobacillus caldus,76,CRW_t_B_1236,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus ferrooxidans,76,CRW_t_B_1237,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus ferrooxidans,76,CRW_t_B_1238,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus thiooxidans,76,CRW_t_B_1240,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus thiooxidans,76,CRW_t_B_1241,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus thiooxidans,76,CRW_t_B_1242,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus thiooxidans,76,CRW_t_B_1243,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus thiooxidans,76,CRW_t_B_1244,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus thiooxidans,76,CRW_t_B_1245,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus thiooxidans,76,CRW_t_B_1246,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus thiooxidans,76,CRW_t_B_1247,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus thiooxidans,76,CRW_t_B_1248,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus thiooxidans,76,CRW_t_B_1249,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus thiooxidans,76,CRW_t_B_1250,Bacteria,Acidithiobacillia,Acidithiobacillales
Acidithiobacillus thiooxidans,76,CRW_t_B_1251,Bacteria,Acidithiobacillia,Acidithiobacillales
Listeria monocytogenes,76,CRW_t_B_1252,Bacteria,Bacilli,
