Organism name,Length,Benchmark ID,Taxonomy.GTDB.domain,Taxonomy.GTDB.phylum,Taxonomy.GTDB.class,Taxonomy.GTDB.order
uncultured delta proteobacterium,73,CRW_t_B_2520,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales
uncultured delta proteobacterium,73,CRW_t_B_2521,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales
uncultured delta proteobacterium,72,CRW_t_B_2522,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales
uncultured delta proteobacterium,72,CRW_t_B_2523,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales
uncultured delta proteobacterium,73,CRW_t_B_2524,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales
uncultured delta proteobacterium,73,CRW_t_B_2525,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales
uncultured delta proteobacterium,72,CRW_t_B_2526,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales
uncultured delta proteobacterium,73,CRW_t_B_2527,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales
uncultured delta proteobacterium,72,CRW_t_B_2528,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales
uncultured delta proteobacterium,73,CRW_t_B_2529,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales
uncultured delta proteobacterium,73,CRW_t_B_2530,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales
uncultured delta proteobacterium,73,CRW_t_B_2656,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales
uncultured Thiotrichales bacterium,73,CRW_t_B_2730,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2734,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2777,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2778,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2779,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2780,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2781,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2782,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2783,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2784,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2785,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2786,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2787,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2788,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2789,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2790,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2791,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2792,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2793,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2794,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2795,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2796,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2797,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2798,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2799,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2800,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2801,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2802,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2803,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2804,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2805,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2806,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2807,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2808,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2809,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2810,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2811,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2812,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2813,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2814,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2821,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2822,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2827,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2828,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2829,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2831,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2832,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,72,CRW_t_B_2833,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2835,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2836,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2837,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2842,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2844,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2846,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2851,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
uncultured Thiotrichales bacterium,73,CRW_t_B_2852,Bacteria,Proteobacteria,Gammaproteobacteria,CAIQBE01
Candidatus Accumulibacter phosphatis,73,CRW_t_B_2973,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
uncultured beta proteobacterium,73,CRW_t_B_2975,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Candidatus Accumulibacter phosphatis,73,CRW_t_B_2976,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
uncultured beta proteobacterium,73,CRW_t_B_2977,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Candidatus Accumulibacter phosphatis,73,CRW_t_B_2978,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
uncultured beta proteobacterium,73,CRW_t_B_2979,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Candidatus Accumulibacter phosphatis,73,CRW_t_B_2981,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Candidatus Accumulibacter phosphatis,73,CRW_t_B_2982,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Candidatus Accumulibacter phosphatis,73,CRW_t_B_2983,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Candidatus Accumulibacter phosphatis,73,CRW_t_B_2984,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Candidatus Accumulibacter phosphatis,73,CRW_t_B_2985,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Rhodocyclus purpureus,73,CRW_t_B_2986,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales
Candidatus Competibacter phosphatis,73,CRW_t_B_2990,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales
Buchnera aphidicola str. APS (Acyrthosiphon pisum),73,CRW_t_B_3000,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales_A
Staphylococcus aureus subsp. aureus Mu50,73,CRW_t_B_3015,Bacteria,Firmicutes,Bacilli,Staphylococcales
Staphylococcus aureus subsp. aureus Mu50,73,CRW_t_B_3016,Bacteria,Firmicutes,Bacilli,Staphylococcales
Staphylococcus aureus subsp. aureus Mu50,73,CRW_t_B_3017,Bacteria,Firmicutes,Bacilli,Staphylococcales
Oceanobacillus iheyensis HTE831,73,CRW_t_B_3031,Bacteria,Firmicutes,Bacilli,Bacillales_D
Oceanobacillus iheyensis HTE831,73,CRW_t_B_3034,Bacteria,Firmicutes,Bacilli,Bacillales_D
Corynebacterium efficiens YS-314,73,CRW_t_B_3051,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Corynebacterium glutamicum ATCC 13032,73,CRW_t_B_3052,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Corynebacterium glutamicum ATCC 13032,73,CRW_t_B_3053,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Corynebacterium glutamicum ATCC 13032,73,CRW_t_B_3054,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Geobacillus kaustophilus HTA426,73,CRW_t_B_3061,Bacteria,Firmicutes,Bacilli,Bacillales
Geobacillus kaustophilus HTA426,73,CRW_t_B_3063,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus subtilis,73,CRW_t_B_3067,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus subtilis,73,CRW_t_B_3069,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus subtilis,73,CRW_t_B_3072,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus subtilis,73,CRW_t_B_3073,Bacteria,Firmicutes,Bacilli,Bacillales
Bacillus subtilis,73,CRW_t_B_3091,Bacteria,Firmicutes,Bacilli,Bacillales
Corynebacterium diphtheriae,73,CRW_t_B_3093,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Corynebacterium diphtheriae,73,CRW_t_B_3094,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Corynebacterium diphtheriae,73,CRW_t_B_3095,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Candidatus Blochmannia floridanus,73,CRW_t_B_3096,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales_A
Rhodopirellula baltica SH 1,73,CRW_t_B_3098,Bacteria,Planctomycetota,Planctomycetia,Pirellulales
Synechococcus sp. WH 8102,73,CRW_t_B_3101,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Synechococcus sp. WH 8102,73,CRW_t_B_3102,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Synechococcus sp. WH 8102,73,CRW_t_B_3103,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Synechococcus sp. WH 8102,73,CRW_t_B_3104,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Prochlorococcus marinus str. MIT 9313,73,CRW_t_B_3123,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Prochlorococcus marinus str. MIT 9313,73,CRW_t_B_3124,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Prochlorococcus marinus str. MIT 9313,73,CRW_t_B_3125,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Prochlorococcus marinus str. MIT 9313,73,CRW_t_B_3126,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Mycobacterium tuberculosis H37Rv,73,CRW_t_B_3146,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Corynebacterium glutamicum ATCC 13032,73,CRW_t_B_3154,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Corynebacterium glutamicum ATCC 13032,73,CRW_t_B_3155,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Corynebacterium glutamicum ATCC 13032,73,CRW_t_B_3156,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Candidatus Blochmannia pennsylvanicus str. BPEN,73,CRW_t_B_3197,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales_A
Candidatus Blochmannia pennsylvanicus str. BPEN,73,CRW_t_B_3198,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales_A
Anaplasma marginale str. St. Maries,73,CRW_t_B_3223,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Lactobacillus acidophilus NCFM,73,CRW_t_B_3228,Bacteria,Firmicutes,Bacilli,Lactobacillales
Thermobifida fusca YX,73,CRW_t_B_3309,Bacteria,Actinobacteriota,Actinomycetia,Streptosporangiales
Thermobifida fusca YX,73,CRW_t_B_3310,Bacteria,Actinobacteriota,Actinomycetia,Streptosporangiales
Thermobifida fusca YX,73,CRW_t_B_3311,Bacteria,Actinobacteriota,Actinomycetia,Streptosporangiales
Prochlorococcus marinus str. NATL2A,73,CRW_t_B_3332,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Prochlorococcus marinus str. NATL2A,73,CRW_t_B_3333,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Pelodictyon luteolum DSM 273,73,CRW_t_B_3334,Bacteria,Bacteroidota,Chlorobia,Chlorobiales
Ehrlichia canis str. Jake,73,CRW_t_B_3347,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Synechococcus sp. CC9605,73,CRW_t_B_3352,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Synechococcus sp. CC9605,73,CRW_t_B_3353,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Synechococcus sp. CC9605,73,CRW_t_B_3354,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Synechococcus sp. CC9605,73,CRW_t_B_3355,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Prochlorococcus marinus str. MIT 9312,73,CRW_t_B_3356,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Myxococcus xanthus DK 1622,73,CRW_t_B_3364,Bacteria,Myxococcota,Myxococcia,Myxococcales
Myxococcus xanthus DK 1622,73,CRW_t_B_3365,Bacteria,Myxococcota,Myxococcia,Myxococcales
Myxococcus xanthus DK 1622,73,CRW_t_B_3366,Bacteria,Myxococcota,Myxococcia,Myxococcales
Myxococcus xanthus DK 1622,73,CRW_t_B_3367,Bacteria,Myxococcota,Myxococcia,Myxococcales
Streptococcus agalactiae A909,73,CRW_t_B_3368,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus agalactiae A909,73,CRW_t_B_3369,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus agalactiae A909,73,CRW_t_B_3370,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus agalactiae A909,73,CRW_t_B_3371,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus agalactiae A909,73,CRW_t_B_3372,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus agalactiae A909,73,CRW_t_B_3373,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus agalactiae A909,73,CRW_t_B_3374,Bacteria,Firmicutes,Bacilli,Lactobacillales
Erythrobacter litoralis HTCC2594,73,CRW_t_B_3427,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales
Erythrobacter litoralis HTCC2594,73,CRW_t_B_3428,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales
Salinibacter ruber DSM 13855,73,CRW_t_B_3431,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales
Ehrlichia chaffeensis str. Arkansas,73,CRW_t_B_3440,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Baumannia cicadellinicola str. Hc (Homalodisca coagulata),73,CRW_t_B_3442,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Synechococcus sp. JA-3-3Ab,73,CRW_t_B_3445,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-7336
Synechococcus sp. JA-2-3B'a(2-13),73,CRW_t_B_3446,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-7336
Escherichia coli UTI89,73,CRW_t_B_3450,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli UTI89,73,CRW_t_B_3451,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli UTI89,73,CRW_t_B_3452,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli UTI89,73,CRW_t_B_3453,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Escherichia coli UTI89,73,CRW_t_B_3454,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales
Mycobacterium sp. MCS,73,CRW_t_B_3594,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Rubrobacter xylanophilus DSM 9941,73,CRW_t_B_3595,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales
Rubrobacter xylanophilus DSM 9941,73,CRW_t_B_3596,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales
Trichodesmium erythraeum IMS101,73,CRW_t_B_3607,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales
Trichodesmium erythraeum IMS101,73,CRW_t_B_3608,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales
Trichodesmium erythraeum IMS101,73,CRW_t_B_3609,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales
Streptococcus pneumoniae D39,73,CRW_t_B_3616,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus pneumoniae D39,73,CRW_t_B_3617,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus pneumoniae D39,73,CRW_t_B_3618,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus pneumoniae D39,73,CRW_t_B_3619,Bacteria,Firmicutes,Bacilli,Lactobacillales
Oenococcus oeni PSU-1,73,CRW_t_B_3620,Bacteria,Firmicutes,Bacilli,Lactobacillales
Oenococcus oeni PSU-1,73,CRW_t_B_3621,Bacteria,Firmicutes,Bacilli,Lactobacillales
Oenococcus oeni PSU-1,73,CRW_t_B_3622,Bacteria,Firmicutes,Bacilli,Lactobacillales
Lactobacillus brevis ATCC 367,73,CRW_t_B_3634,Bacteria,Firmicutes,Bacilli,Lactobacillales
Lactobacillus brevis ATCC 367,73,CRW_t_B_3635,Bacteria,Firmicutes,Bacilli,Lactobacillales
Lactobacillus brevis ATCC 367,73,CRW_t_B_3636,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus thermophilus LMD-9,73,CRW_t_B_3637,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus thermophilus LMD-9,73,CRW_t_B_3638,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus thermophilus LMD-9,73,CRW_t_B_3639,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus thermophilus LMD-9,73,CRW_t_B_3640,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus thermophilus LMD-9,73,CRW_t_B_3641,Bacteria,Firmicutes,Bacilli,Lactobacillales
Streptococcus thermophilus LMD-9,73,CRW_t_B_3642,Bacteria,Firmicutes,Bacilli,Lactobacillales
Pediococcus pentosaceus ATCC 25745,73,CRW_t_B_3643,Bacteria,Firmicutes,Bacilli,Lactobacillales
Pediococcus pentosaceus ATCC 25745,73,CRW_t_B_3644,Bacteria,Firmicutes,Bacilli,Lactobacillales
Pediococcus pentosaceus ATCC 25745,73,CRW_t_B_3645,Bacteria,Firmicutes,Bacilli,Lactobacillales
Lactococcus lactis subsp. cremoris SK11,73,CRW_t_B_3650,Bacteria,Firmicutes,Bacilli,Lactobacillales
Lactococcus lactis subsp. cremoris SK11,73,CRW_t_B_3651,Bacteria,Firmicutes,Bacilli,Lactobacillales
Lactococcus lactis subsp. cremoris SK11,73,CRW_t_B_3652,Bacteria,Firmicutes,Bacilli,Lactobacillales
Lactococcus lactis subsp. cremoris SK11,73,CRW_t_B_3653,Bacteria,Firmicutes,Bacilli,Lactobacillales
Lactococcus lactis subsp. cremoris SK11,73,CRW_t_B_3654,Bacteria,Firmicutes,Bacilli,Lactobacillales
Lactococcus lactis subsp. cremoris SK11,73,CRW_t_B_3655,Bacteria,Firmicutes,Bacilli,Lactobacillales
Synechococcus sp. CC9311,73,CRW_t_B_3657,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Synechococcus sp. CC9311,73,CRW_t_B_3658,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Synechococcus sp. CC9311,73,CRW_t_B_3659,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Pseudomonas aeruginosa UCBPP-PA14,73,CRW_t_B_3666,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa UCBPP-PA14,73,CRW_t_B_3667,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa UCBPP-PA14,73,CRW_t_B_3668,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa UCBPP-PA14,73,CRW_t_B_3669,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Pseudomonas aeruginosa UCBPP-PA14,73,CRW_t_B_3670,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales
Arthrobacter sp. FB24,73,CRW_t_B_3701,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales
Syntrophobacter fumaroxidans MPOB,73,CRW_t_B_3744,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales
Acidothermus cellulolyticus 11B,73,CRW_t_B_3747,Bacteria,Actinobacteriota,Actinomycetia,Acidothermales
Acidothermus cellulolyticus 11B,73,CRW_t_B_3748,Bacteria,Actinobacteriota,Actinomycetia,Acidothermales
Chlorobium phaeobacteroides DSM 266,73,CRW_t_B_3768,Bacteria,Bacteroidota,Chlorobia,Chlorobiales
Chlorobium phaeobacteroides DSM 266,73,CRW_t_B_3771,Bacteria,Bacteroidota,Chlorobia,Chlorobiales
Mycobacterium sp. KMS,73,CRW_t_B_3806,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales
Prochlorococcus marinus str. AS9601,73,CRW_t_B_3845,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Prochlorococcus marinus str. AS9601,73,CRW_t_B_3846,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Prochlorococcus marinus str. MIT 9515,73,CRW_t_B_3847,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Prochlorococcus marinus str. MIT 9515,73,CRW_t_B_3848,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Prochlorococcus marinus str. NATL1A,73,CRW_t_B_3849,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Prochlorococcus marinus str. NATL1A,73,CRW_t_B_3850,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Prochlorococcus marinus str. MIT 9303,73,CRW_t_B_3851,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Prochlorococcus marinus str. MIT 9303,73,CRW_t_B_3852,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Prochlorococcus marinus str. MIT 9303,73,CRW_t_B_3853,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Prochlorococcus marinus str. MIT 9303,73,CRW_t_B_3854,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307
Desulfotalea psychrophila LSv54,73,CRW_t_B_3874,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales
Desulfotalea psychrophila LSv54,73,CRW_t_B_3875,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales
Desulfotalea psychrophila LSv54,73,CRW_t_B_3876,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales
Ehrlichia ruminantium str. Welgevonden,73,CRW_t_B_3904,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales
Lactobacillus sakei subsp. sakei 23K,73,CRW_t_B_3912,Bacteria,Firmicutes,Bacilli,Lactobacillales
Candidatus Kuenenia stuttgartiensis,73,CRW_t_B_3924,Bacteria,Planctomycetota,Brocadiae,Brocadiales
uncultured bacterium,73,CRW_t_B_3972,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales
Listeria seeligeri,73,CRW_t_B_3978,Bacteria,Firmicutes,Bacilli,Lactobacillales
Listeria seeligeri,73,CRW_t_B_3979,Bacteria,Firmicutes,Bacilli,Lactobacillales
Listeria seeligeri,73,CRW_t_B_3980,Bacteria,Firmicutes,Bacilli,Lactobacillales
Listeria seeligeri,73,CRW_t_B_3981,Bacteria,Firmicutes,Bacilli,Lactobacillales
Listeria seeligeri,73,CRW_t_B_3982,Bacteria,Firmicutes,Bacilli,Lactobacillales
Listeria seeligeri,73,CRW_t_B_3983,Bacteria,Firmicutes,Bacilli,Lactobacillales
