Organism name,Accession number,Length,Number of decoupled nucleotides,Number of weak bonds,Is Pseudoknotted,Pseudoknot order,Rna Type,Genus,Core,Core plus,Shape,Is Validated,Reference database,Description,Benchmark ID,Reference,Taxonomy.ENA.Classified,Taxonomy.ENA.superkingdom,Taxonomy.ENA.kingdom,Taxonomy.ENA.no rank 0,Taxonomy.ENA.phylum,Taxonomy.ENA.subphylum,Taxonomy.ENA.class,Taxonomy.ENA.subclass,Taxonomy.ENA.infraclass,Taxonomy.ENA.unknown 0,Taxonomy.ENA.order,Taxonomy.ENA.suborder,Taxonomy.ENA.infraorder,Taxonomy.ENA.superfamily,Taxonomy.ENA.family,Taxonomy.ENA.genus,Taxonomy.ENA.subgenus,Taxonomy.ENA.no rank 1,Taxonomy.ENA.no rank 2,Taxonomy.ENA.superorder,Taxonomy.ENA.parvorder,Taxonomy.ENA.no rank 3,Taxonomy.ENA.no rank 4,Taxonomy.ENA.no rank 5,Taxonomy.ENA.no rank 6,Taxonomy.ENA.no rank 7,Taxonomy.ENA.subfamily,Taxonomy.ENA.tribe,Taxonomy.ENA.unknown 1,Taxonomy.ENA.subtribe,Taxonomy.ENA.subkingdom,Taxonomy.ENA.superclass,Taxonomy.ENA.subcohort,Taxonomy.ENA.section,Taxonomy.ENA.no rank 8,Taxonomy.ENA.no rank 9,Taxonomy.ENA.no rank 10,Taxonomy.ENA.cohort
Drosophila melanogaster (fruit fly),AE014296,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8175,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE014296,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8176,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE014296,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8177,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE014296,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8178,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Drosophila melanogaster (fruit fly),AE014296,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8179,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophila,Sophophora,,,,,,,,,,,,,,,,,,,,,
Cyanidium caldarium,AF022186,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8327,--,Yes,Eukaryota,,,Rhodophyta,,Bangiophyceae,,,,Cyanidiales,,,,Cyanidiaceae,Cyanidium,,,,,,,,,,,,,,,,,,,,,,
Guillardia theta,AF041468,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8348,--,Yes,Eukaryota,,,Cryptophyta,,,,,,Pyrenomonadales,,,,Geminigeraceae,Guillardia,,,,,,,,,,,,,,,,,,,,,,
Caenorhabditis elegans,AF099921,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8371,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Nematoda,,Chromadorea,,,,Rhabditida,,,Rhabditoidea,Rhabditidae,Caenorhabditis,,,,,,,,,,,Peloderinae,,,,,,,,,,,
Caenorhabditis elegans,AF099921,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8372,--,Yes,Eukaryota,Metazoa,Ecdysozoa,Nematoda,,Chromadorea,,,,Rhabditida,,,Rhabditoidea,Rhabditidae,Caenorhabditis,,,,,,,,,,,Peloderinae,,,,,,,,,,,
Nephroselmis olivacea,AF137379,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8374,--,Yes,Eukaryota,Viridiplantae,,Chlorophyta,,Nephroselmidophyceae,,,prasinophytes,,,,,,Nephroselmis,,,,,,,,,,,,,,,,,,,,,,
Mesostigma viride,AF166114,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8379,--,Yes,Eukaryota,Viridiplantae,,Streptophyta,,Mesostigmatophyceae,,,,Mesostigmatales,,,,Mesostigmataceae,Mesostigma,,,,,,,,,,,,,,,,,,,,,,
Capsicum annuum,AF408751,74,30,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8405,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Solanales,,,,Solanaceae,Capsicum,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Solanoideae,Capsiceae,,,,,,,,,,
Brassica rapa subsp. chinensis,AF451559,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8453,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Brassicales,,,,Brassicaceae,Brassica,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,malvids,,Brassiceae,,,,,,,,,,
Lepidium virginicum,AF451570,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8464,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Brassicales,,,,Brassicaceae,Lepidium,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,malvids,,Lepidieae,,,,,,,,,,
Chaetosphaeridium globosum,AF494278,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8466,--,Yes,Eukaryota,Viridiplantae,,Streptophyta,,Coleochaetophyceae,,,,Coleochaetales,,,,Chaetosphaeridiaceae,Chaetosphaeridium,,,,,,,,,,,,,,,,,,,,,,
Skeletonema costatum,AJ132263,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8475,--,Yes,Eukaryota,,Stramenopiles,Bacillariophyta,,Coscinodiscophyceae,Thalassiosirophycidae,,,Thalassiosirales,,,,Skeletonemataceae,Skeletonema,,,,,,,,,,,,,,,,,,,,,,
Prototheca wickerhamii,AJ245645,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8477,--,Yes,Eukaryota,Viridiplantae,,Chlorophyta,,Trebouxiophyceae,,,,Chlorellales,,,,Chlorellaceae,Prototheca,,,,,,,,,,,,,,,,,,,,,,
Oenothera elata subsp. hookeri,AJ271079,70,26,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8481,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Myrtales,,,,Onagraceae,Oenothera,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,malvids,Onagroideae,Onagreae,,,,,,,,,,
Euglena longa,AJ294725,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8482,--,Yes,Eukaryota,,Euglenozoa,Euglenida,,,,,,Euglenales,,,,Euglenaceae,Euglena,,,,,,,,,,,,,,,,,,,,,,
Calycanthus floridus var. glaucus,AJ428413,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8485,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Laurales,,,,Calycanthaceae,Calycanthus,,Tracheophyta,Spermatophyta,,,Magnoliidae,,,,,,,,,,,,,,,,
Amborella trichopoda,AJ506156,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8492,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Amborellales,,,,Amborellaceae,Amborella,,Tracheophyta,Spermatophyta,,,,,,,,,,basal Magnoliophyta,,,,,,,,,
Nymphaea alba,AJ627251,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8515,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Nymphaeales,,,,Nymphaeaceae,Nymphaea,,Tracheophyta,Spermatophyta,,,,,,,,,,basal Magnoliophyta,,,,,,,,,
Acorus calamus,AJ879453,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8519,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Liliopsida,,,Magnoliophyta,,,,,Acoraceae,Acorus,,Tracheophyta,Spermatophyta,,,,,,,,,,,,,,,,,,,
Plasmodium falciparum 3D7,AL035475,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8532,--,Yes,Eukaryota,,Alveolata,Apicomplexa,,Aconoidasida,,,,Haemosporida,,,,Plasmodiidae,Plasmodium,Plasmodium (Laverania),,,,,,,,,,,,,,,,,,,,,
Plasmodium falciparum 3D7,AL929354,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8574,--,Yes,Eukaryota,,Alveolata,Apicomplexa,,Aconoidasida,,,,Haemosporida,,,,Plasmodiidae,Plasmodium,Plasmodium (Laverania),,,,,,,,,,,,,,,,,,,,,
Giardia intestinalis,AM055741,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8588,--,Yes,Eukaryota,,,,,,,,,Diplomonadida,,,,Hexamitidae,Giardia,,,,,,,,,,,Giardiinae,,,,,,,,,,,
Giardia intestinalis,AM234156,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8644,--,Yes,Eukaryota,,,,,,,,,Diplomonadida,,,,Hexamitidae,Giardia,,,,,,,,,,,Giardiinae,,,,,,,,,,,
Lotus japonicus,AP002983,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8668,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Fabales,,,,Fabaceae,Lotus,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Papilionoideae,Loteae,,,,,,,,,,
Psilotum nudum,AP004638,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8669,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Polypodiopsida,Ophioglossidae,,,Psilotales,,,,Psilotaceae,Psilotum,,Tracheophyta,,,,,,,,,,,,,,,,,,,,
Saccharum officinarum,AP006714,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8678,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Liliopsida,,,Magnoliophyta,Poales,,,,Poaceae,Saccharum,,Tracheophyta,Spermatophyta,,,PACMAD clade,Andropogonodae,Saccharum officinarum complex,,,Panicoideae,Andropogoneae,,Saccharinae,,,,,,,,
Oryza nivara,AP006728,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8683,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Liliopsida,,,Magnoliophyta,Poales,,,,Poaceae,Oryza,,Tracheophyta,Spermatophyta,,,BOP clade,,,,,Oryzoideae,Oryzeae,,Oryzinae,,,,,,,,
Aspergillus oryzae,AP007151,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8692,--,Yes,Eukaryota,Fungi,,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,,,Eurotiales,,,,Aspergillaceae,Aspergillus,,,,,,,,,,,,,,,Dikarya,,,,,,,
Aspergillus oryzae,AP007154,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8693,--,Yes,Eukaryota,Fungi,,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,,,Eurotiales,,,,Aspergillaceae,Aspergillus,,,,,,,,,,,,,,,Dikarya,,,,,,,
Aspergillus oryzae,AP007155,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8694,--,Yes,Eukaryota,Fungi,,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,,,Eurotiales,,,,Aspergillaceae,Aspergillus,,,,,,,,,,,,,,,Dikarya,,,,,,,
Aspergillus oryzae,AP007162,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8695,--,Yes,Eukaryota,Fungi,,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,,,Eurotiales,,,,Aspergillaceae,Aspergillus,,,,,,,,,,,,,,,Dikarya,,,,,,,
Aspergillus oryzae,AP007162,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8696,--,Yes,Eukaryota,Fungi,,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,,,Eurotiales,,,,Aspergillaceae,Aspergillus,,,,,,,,,,,,,,,Dikarya,,,,,,,
Aspergillus oryzae,AP007164,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8697,--,Yes,Eukaryota,Fungi,,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,,,Eurotiales,,,,Aspergillaceae,Aspergillus,,,,,,,,,,,,,,,Dikarya,,,,,,,
Aspergillus oryzae,AP007164,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8698,--,Yes,Eukaryota,Fungi,,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,,,Eurotiales,,,,Aspergillaceae,Aspergillus,,,,,,,,,,,,,,,Dikarya,,,,,,,
Aspergillus oryzae,AP007164,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8699,--,Yes,Eukaryota,Fungi,,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,,,Eurotiales,,,,Aspergillaceae,Aspergillus,,,,,,,,,,,,,,,Dikarya,,,,,,,
Aspergillus oryzae,AP007167,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8700,--,Yes,Eukaryota,Fungi,,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,,,Eurotiales,,,,Aspergillaceae,Aspergillus,,,,,,,,,,,,,,,Dikarya,,,,,,,
Aspergillus oryzae,AP007171,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8701,--,Yes,Eukaryota,Fungi,,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,,,Eurotiales,,,,Aspergillaceae,Aspergillus,,,,,,,,,,,,,,,Dikarya,,,,,,,
Aspergillus oryzae,AP007171,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8702,--,Yes,Eukaryota,Fungi,,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,,,Eurotiales,,,,Aspergillaceae,Aspergillus,,,,,,,,,,,,,,,Dikarya,,,,,,,
Aspergillus oryzae,AP007174,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8703,--,Yes,Eukaryota,Fungi,,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,,,Eurotiales,,,,Aspergillaceae,Aspergillus,,,,,,,,,,,,,,,Dikarya,,,,,,,
Aspergillus oryzae,AP007175,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8704,--,Yes,Eukaryota,Fungi,,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,,,Eurotiales,,,,Aspergillaceae,Aspergillus,,,,,,,,,,,,,,,Dikarya,,,,,,,
Aspergillus oryzae,AP007175,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8705,--,Yes,Eukaryota,Fungi,,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,,,Eurotiales,,,,Aspergillaceae,Aspergillus,,,,,,,,,,,,,,,Dikarya,,,,,,,
Lactuca sativa,AP007232,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8706,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Asterales,,,,Asteraceae,Lactuca,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,asterids,campanulids,Cichorioideae,Cichorieae,,Lactucinae,,,,,,,,
Populus alba,AP008956,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8762,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Malpighiales,,,,Salicaceae,Populus,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,,Saliceae,,,,,,,,,,
Adiantum capillus-veneris,AY178864,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8770,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Polypodiopsida,,,,Polypodiales,Pteridineae,,,Pteridaceae,Adiantum,,Tracheophyta,,,,,,,,,Vittarioideae,,,,,,,,,,,
Pinus koraiensis,AY228468,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8776,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,Pinidae,,,Pinales,,,,Pinaceae,Pinus,Strobus,Tracheophyta,Spermatophyta,,,,,,,,,,,,,,,,,,,
Panax ginseng,AY582139,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8830,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Apiales,,,,Araliaceae,Panax,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,asterids,campanulids,,,,,,,,,,,,
Gracilaria tenuistipitata var. liui,AY673996,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8841,--,Yes,Eukaryota,,,Rhodophyta,,Florideophyceae,Rhodymeniophycidae,,,Gracilariales,,,,Gracilariaceae,Gracilaria,,,,,,,,,,,,,,,,,,,,,,
Magnolia tripetala,AY727454,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8863,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Magnoliales,,,,Magnoliaceae,Magnolia,,Tracheophyta,Spermatophyta,,,Magnoliidae,,,,,,,,,,,,,,,,
Liriodendron tulipifera,AY727456,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8865,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Magnoliales,,,,Magnoliaceae,Liriodendron,,Tracheophyta,Spermatophyta,,,Magnoliidae,,,,,,,,,,,,,,,,
Prunus virginiana,AY727465,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8874,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Rosales,,,,Rosaceae,Prunus,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Amygdaloideae,Amygdaleae,,,,,,,,,,
Hibiscus cannabinus,AY727470,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8879,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Malvales,,,,Malvaceae,Hibiscus,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,rosids,malvids,Malvoideae,,,,,,,,,,,
Emiliania huxleyi,AY741371,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8884,--,Yes,Eukaryota,,,,,Haptophyceae,,,,Isochrysidales,,,,Noelaerhabdaceae,Emiliania,,,,,,,,,,,,,,,,,,,,,,
Lactuca sativa,AY865171,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8896,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,,,,Magnoliophyta,Asterales,,,,Asteraceae,Lactuca,,Tracheophyta,Spermatophyta,,,eudicotyledons,Gunneridae,Pentapetalae,asterids,campanulids,Cichorioideae,Cichorieae,,Lactucinae,,,,,,,,
Phalaenopsis aphrodite subsp. formosana,AY916449,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8897,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Liliopsida,,,Magnoliophyta,Asparagales,,,,Orchidaceae,Phalaenopsis,,Tracheophyta,Spermatophyta,,,,,,,,Epidendroideae,Vandeae,,Aeridinae,,,,,,,,
Staurastrum punctulatum,AY958085,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8901,--,Yes,Eukaryota,Viridiplantae,,Streptophyta,,Zygnemophyceae,,,,Desmidiales,,,,Desmidiaceae,Staurastrum,,,,,,,,,,,,,,,,,,,,,,
Zygnema circumcarinatum,AY958086,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8902,--,Yes,Eukaryota,Viridiplantae,,Streptophyta,,Zygnemophyceae,,,,Zygnematales,,,,Zygnemataceae,Zygnema,,,,,,,,,,,,,,,,,,,,,,
Zygnema circumcarinatum,AY958086,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8903,--,Yes,Eukaryota,Viridiplantae,,Streptophyta,,Zygnemophyceae,,,,Zygnematales,,,,Zygnemataceae,Zygnema,,,,,,,,,,,,,,,,,,,,,,
Hordeum vulgare,M22136,76,32,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_8983,--,Yes,Eukaryota,Viridiplantae,Embryophyta,Streptophyta,,Liliopsida,,,Magnoliophyta,Poales,,,,Poaceae,Hordeum,,Tracheophyta,Spermatophyta,,,BOP clade,Triticodae,,,,Pooideae,Triticeae,,Hordeinae,,,,,,,,
Cyanophora paradoxa,M22563,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_9502,--,Yes,Eukaryota,,,,,Glaucocystophyceae,,,,,,,,Cyanophoraceae,Cyanophora,,,,,,,,,,,,,,,,,,,,,,
Cyanophora paradoxa,U30821,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_9503,--,Yes,Eukaryota,,,,,Glaucocystophyceae,,,,,,,,Cyanophoraceae,Cyanophora,,,,,,,,,,,,,,,,,,,,,,
Ostreococcus tauri,CR954199,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_9595,--,Yes,Eukaryota,Viridiplantae,,Chlorophyta,,Mamiellophyceae,,,prasinophytes,Mamiellales,,,,Bathycoccaceae,Ostreococcus,,,,,,,,,,,,,,,,,,,,,,
Chlamydomonas reinhardtii,L26266,73,29,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_9609,--,Yes,Eukaryota,Viridiplantae,,Chlorophyta,,Chlorophyceae,,,,Chlamydomonadales,,,,Chlamydomonadaceae,Chlamydomonas,,,,,,,,,,,,,,,,,,,,,,
Dictyostelium discoideum,M24565,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_9622,--,Yes,Eukaryota,,Amoebozoa,,,,,,,Dictyosteliales,,,,Dictyosteliaceae,Dictyostelium,,Mycetozoa,Dictyostelids,,,,,,,,,,,,,,,,,,,
Dictyostelium discoideum,M24566,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_9623,--,Yes,Eukaryota,,Amoebozoa,,,,,,,Dictyosteliales,,,,Dictyosteliaceae,Dictyostelium,,Mycetozoa,Dictyostelids,,,,,,,,,,,,,,,,,,,
Dictyostelium discoideum,M24567,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_9624,--,Yes,Eukaryota,,Amoebozoa,,,,,,,Dictyosteliales,,,,Dictyosteliaceae,Dictyostelium,,Mycetozoa,Dictyostelids,,,,,,,,,,,,,,,,,,,
Dictyostelium discoideum,M24568,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_9625,--,Yes,Eukaryota,,Amoebozoa,,,,,,,Dictyosteliales,,,,Dictyosteliaceae,Dictyostelium,,Mycetozoa,Dictyostelids,,,,,,,,,,,,,,,,,,,
Dictyostelium discoideum,M24569,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_9626,--,Yes,Eukaryota,,Amoebozoa,,,,,,,Dictyosteliales,,,,Dictyosteliaceae,Dictyostelium,,Mycetozoa,Dictyostelids,,,,,,,,,,,,,,,,,,,
Dictyostelium discoideum,M24570,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_9627,--,Yes,Eukaryota,,Amoebozoa,,,,,,,Dictyosteliales,,,,Dictyosteliaceae,Dictyostelium,,Mycetozoa,Dictyostelids,,,,,,,,,,,,,,,,,,,
Dictyostelium discoideum,M24571,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_9628,--,Yes,Eukaryota,,Amoebozoa,,,,,,,Dictyosteliales,,,,Dictyosteliaceae,Dictyostelium,,Mycetozoa,Dictyostelids,,,,,,,,,,,,,,,,,,,
Dictyostelium discoideum,M24572,72,28,44,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_9629,--,Yes,Eukaryota,,Amoebozoa,,,,,,,Dictyosteliales,,,,Dictyosteliaceae,Dictyostelium,,Mycetozoa,Dictyostelids,,,,,,,,,,,,,,,,,,,
Bigelowiella natans,DQ158856,63,35,28,No,0,tRNA,0,(()()()),(()()()),--,No,CRW,--,CRW_t_E_9631,--,Yes,Eukaryota,,Rhizaria,Cercozoa,,Chlorarachniophyceae,,,,,,,,,Bigelowiella,,,,,,,,,,,,,,,,,,,,,,
